	AF1	AF2	AT1	AT1_AT2	AT2	Adventitial_fibroblast	Alveolar_transitional	Arterial_endothelium	B_lymphocyte	CAP1	CAP2	Ciliated	Krt5	Lymphatic_endothelium	Mesothelium	NK_cell	Neutrophil	Peribronchial_fibroblast	Plasma_cell	Secretory	T_lymphocyte	VSMC	Venous_endothelium	aMAC	cDC1	cDC2	cMON	iMAC	iMON	maDC	pMON
Fat2	0.01996675644283605	0.0	0.4446534823904465	1.166788306699103	1.3847948142116102	0.0313827024944257	1.359331028250283	0.0	0.11990491521877869	0.01822234673538789	0.03810596448106173	0.2538952535378695	4.862433385822166	0.06866297862969349	0.06551816092748228	0.0	0.030502134908947542	0.0	0.0	2.0158667482446107	0.07460946525999602	0.0	0.035411488572541394	0.06647758889649605	0.0	0.10679078052888938	0.0	0.05000132461897244	0.0	0.0	0.0
Pkp1	0.0123694178732426	0.0169774020090093	0.018848802821236302	0.0	0.019585009213321777	0.0	1.6011629050862846	0.0	0.02625479086663945	0.012732422865427325	0.0	0.10356967657339283	4.345584162598671	0.054620124188913474	0.069329914279826	0.0	0.0	0.0	0.0	0.6307834061128277	0.009947513250893146	0.0	0.0	0.021952862916306232	0.0	0.0	0.06873411848269088	0.0	0.0	0.0	0.0
Gdpd2	0.08438961885217838	0.1542654299993327	0.07325355513140702	0.9778433526008121	1.7945397501011777	0.13819579837255117	0.03317863685763338	0.03031674910082196	0.23513456926112064	0.07592344718070138	0.014584890106123188	1.2454230953877738	5.276919914660445	0.05876020161328745	0.14446183353075698	0.0	0.23921112432479566	0.035049739794095064	0.0	4.419617939247473	0.06782521944882226	0.4882307725443824	0.04160308301530745	0.0649005597684669	0.0	0.08460119282489553	0.0	0.051761463889553765	0.0	0.23599301453483965	0.0
Gpr87	0.0017602027522136204	0.0	0.036288276263327666	0.0	0.0	0.0	0.0	0.0	0.0	0.003914807371418966	0.0	0.11681609926025378	3.9472371367931323	0.0	0.0	0.0	0.06386468597121397	0.0	0.0	0.7732135758612304	0.0	0.0	0.00462699857164886	0.011678034641853425	0.07970496404592742	0.0	0.0	0.0	0.06472463833643206	0.23599301453483965	0.0
Plch2	0.09803692964646687	0.0	0.2689140891201382	0.6182385440310321	1.1012956925616955	0.08245435931499914	0.990286257126938	0.053605717786232174	0.0	0.017370681910937297	0.0	1.3318573507130678	4.552306440473217	0.23807928020392335	0.022750339600972613	0.0	0.10945763481278711	0.15140852314620604	0.0	2.5612318425090574	0.08867331692300638	0.2619343724709593	0.0	0.10262010830143989	0.0	0.0	0.0	0.05000132461897244	0.0	0.0	0.07765521961458298
Dmrt2	0.025327013445578157	0.0	0.03176562784776361	0.0	0.011997503151430616	0.03579707809317374	0.194437634676918	0.0	0.03654705597426928	0.01074894433512273	0.0	1.6766673205645235	4.317059298117868	0.04546178256991481	0.0	0.0	0.11369921089415311	0.1477838876920383	0.2905849659910669	2.3527725971912172	0.273544351715887	0.0	0.023517567894351582	0.06856516518091359	0.09662473419531109	0.0	0.0	0.0761253881175993	0.0	0.504246946938341	0.17085595255391275
Ngfr	0.1815132774176271	0.13206142949014665	0.0	0.026533233604699266	0.03303252093227959	0.7784975248405742	0.0	0.0	0.6713915279308146	0.007461181886211327	0.04115663170121366	0.0743786897855468	4.213155268238052	0.42734166136986024	0.29016747612399696	0.0	0.0	0.08532507429499431	0.0	0.4233062002054717	0.025378492068779242	0.06228812695128317	0.030448554779906992	0.0	0.7610294512340607	2.1777349517571936	0.2191262696311531	0.035126674321390536	0.10621880486152185	0.0	0.15519399819954638
Lmo1	0.34322220700753087	0.17739968034215065	0.1509492148500587	0.22036057884309193	0.1879868101029682	1.6155695810934323	1.129804107910882	1.1598458857749612	0.035202007239798036	0.17547562444766893	0.04509438475923834	1.0776914403001894	5.196782920872031	1.657542876843862	3.617729466353021	0.19275473533263576	0.20299642340984692	1.0466393736933997	0.2733032256598737	1.1077253945311853	0.41601677181065433	1.6273392220648861	0.2177528262828555	0.10903456990480229	4.717442406133408	4.7903306219601385	2.566285926801124	0.5478853501793848	1.1442640260858241	1.874223531639161	0.44502442232750394
Synpr	0.022154016083067395	0.0	0.03176562784776361	0.0	0.0046404804085488326	0.05002696803369628	1.4445279106757452	0.0	0.07231348918918118	0.004879663921463819	0.0	0.5943073894170123	3.956184829115422	0.03299283177191633	2.0360469407478323	0.0	0.07938349547200972	0.09885254175556207	0.0	0.7618315355778502	0.056252507011308156	0.0	0.0	0.057612484472681406	0.0	0.0	0.0	0.05000132461897244	0.0	0.0	0.0
Cdh3	0.02377360420955374	0.8572003776783758	0.300163476376802	0.13498297600945885	0.12331877606643754	0.023970821009508456	2.4446072921527384	0.022976619739103168	0.10670710316613025	0.029124849425563936	0.04768415501303426	0.17870459558371382	4.511537758999253	0.033196512823252304	3.8226852129842137	0.0	0.07046002950097142	0.0	0.0	0.598905631839814	0.0	2.963498554695327	0.10330990296151377	0.04504799311639106	0.0	0.0	0.0	0.10234954990826764	0.0	0.23599301453483965	0.07765521961458298
Otx1	0.04964019996158824	0.0	0.0	0.0	0.029620017526991206	0.028973898231748247	0.5782650791048122	0.16825720349915002	0.04734523913264077	0.04133146740067799	0.04872347438292368	1.024707510208832	3.787028811334436	0.12639424972015548	0.022407099264723604	0.0	0.030502134908947542	0.22015956562389924	0.0	2.812554290892647	0.017446039859608135	0.0	0.03107341401449976	0.036039134670926794	0.0	0.0	0.0	0.0	0.011299405158965117	0.0	0.0
Slc25a21	0.011997924155541802	0.09755693047500558	0.02469260012363376	0.0	0.0	0.062262347766468315	0.1126984295572136	0.0	0.0	0.004294592762079297	0.0	0.14439333447085673	3.198452440097861	0.0	0.0	0.0	0.0	0.1767663612831054	0.0	0.6693618104123805	0.009947513250893146	0.18358533550489547	0.0	0.0046467332717280135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trim29	0.06085454726162246	0.09210617419758574	0.02453577370240546	0.0	0.04927088227952721	0.11579272743251276	0.523236925470506	0.10122522910501384	0.13368913564564988	0.06796009667010422	0.11531972746387871	0.21557049516700247	4.902539283832586	0.032694217986681796	0.4007096214250627	0.0	0.04641833246968854	0.6848231676089492	0.0	0.8070968021126891	0.08811417213252305	0.2622482600195861	0.035714463912980575	4.299209691773243	0.08547732694412574	0.13681148963593145	0.0	0.1173433517236644	0.4876915049134015	0.0	0.11986675809249159
Dsc2	0.003987691364950729	0.0	0.04753508109328702	0.03554604502796645	0.0046404804085488326	0.13436666035454295	1.1945923338453146	0.0	0.01995224705396559	0.017313979153040598	0.028287134045396952	1.051177733907862	3.5325852076364352	0.0	0.0868952365155376	0.0	0.0	0.3556690595136107	0.06729297855862845	1.6499510362047194	0.009947513250893146	0.1639500681192379	0.00462699857164886	0.029996053321926508	0.0	0.09800882439685459	0.0	0.0	0.0	0.0	0.0
Dsc3	0.007571166910021439	0.0	0.0	0.02135705560184974	0.002831356528276012	0.04046902169491002	0.0	0.0	0.0	0.00928299181352999	0.0303491466721881	0.09423225076622413	3.20797916829833	0.0	0.058237355303955525	0.0	0.0	0.07911937152660765	0.0	0.20895625649622862	0.0	0.2708668828083728	0.0	0.012657183123633045	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam110c	0.5234164635747183	0.09227725953094577	0.6431679163011139	1.1651743477798728	1.980317265814238	0.5373285536497191	2.054446697509609	0.04893961963966136	0.0	0.031684256146819585	0.0	1.8665743098102558	4.638733020925163	0.10913379169381934	3.6983204208153517	0.0	0.04978520978565636	0.03931571981364691	0.0	2.0714169604080586	0.08339833626694045	0.05210723953482393	0.006077751139944833	0.46968263097707846	0.10332210185129863	0.20078435229706612	0.0	0.0	0.09178467965340395	0.0	0.24359910323422243
Mgat3	0.9981780312683058	1.9018510488088254	0.30442772495286563	0.10636305254902743	0.17106232497544166	1.6013590363188688	2.0059031467288273	0.07505568942394668	0.20813041828565185	0.0761244486564223	0.09290530090892474	2.7980771066137597	4.880814605722729	0.051447023356565716	3.83162417634223	0.0	0.39053535533934347	1.5219720745205656	1.1604635866950714	5.159265453436556	0.042395076828831244	1.1691684890995588	0.07796591129434835	0.0610358468253616	0.25904001916264074	0.0	0.1000923187099504	0.08394538929653012	0.04848206095093114	0.0	0.0945876941664406
Fmo3	0.1977336085943611	0.06940076933861176	0.14595272247084212	0.04471131239957171	0.029398509863136774	0.3700540365758897	0.249358509260027	0.06558862615120048	0.06609631279316691	0.09540450441079076	0.011893705406473252	1.8380382162036029	4.880301989664371	0.11648617094008896	1.9023808619328277	0.2015381674981645	0.16901803641614252	0.22431521712172547	0.07353085294102629	5.657502427402908	0.06653383700322624	1.8319654323917054	0.06631823499134153	0.06906525369937276	0.11269555623661069	0.19888251096053336	0.058177208662456396	0.17492296274763233	0.0	0.0	0.0
Tns4	0.07599384065425195	0.08813426811461414	0.062184007029036516	0.021785032338654503	0.051041232290225606	0.2096280911733147	1.218426494194934	0.038658817900843065	0.0	0.07564446505751325	0.03158689458502768	0.15035373518194034	4.205634150212948	0.07241142875548108	0.7303513597085292	0.0	0.22675053716852966	0.11780756482620397	0.0	0.9245329387581691	0.7372081888952756	0.44103606449891813	0.11113164451150633	1.7306606941434737	1.852160918329863	2.0897077439307914	2.2449238490003864	2.405952318229213	1.7385558168964153	1.1323431983701608	1.926803573671139
Rapgefl1	0.3525002385567853	0.08343264563739498	0.6783185354960642	0.47250359067485687	0.21096828021719682	0.3226290605514902	0.7534196012808171	0.06941663102090087	0.27239741078905716	0.042524852326609776	0.027072431973665417	0.6949887789087329	3.7662681858522733	0.1924809987637302	0.14165855154931214	0.18558467083687963	0.08642880485043383	0.4784639288955817	0.2450305986684787	1.2974432989344682	0.053995594410210325	0.0	0.06976806609919942	0.16552883325641815	0.0	0.10806148275880582	0.0	0.14247734296139045	0.038146195767562834	0.0	0.0
Padi1	0.043527992862661465	0.0	0.20562166260331344	0.09874735639416687	0.17473559104826747	0.10357037041951349	1.1116443603030015	0.056414607857673875	0.15574017072787888	0.021222144510935313	0.0	0.24154091600200434	3.4189760963866336	0.05034996145468171	0.29192572076931667	0.0	0.0	0.0	0.49377662339818323	2.3619213606978087	0.15710575288299755	0.0	0.025832768366810505	0.021692094201416268	0.1940845374323784	0.5442496021035592	0.0	0.0	0.03205968632655164	0.0	0.0
Ces2f	0.0052320790693794385	0.0	0.0	0.0	0.00723630314370023	0.0	0.3514486780323951	0.0	0.0	0.003269083932146894	0.0	0.05719058183605851	2.6886534811579947	0.0	0.0	0.0	0.0	0.09117012070110404	0.0	0.24122384769946828	0.0	0.0	0.0	0.0046467332717280135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lhfpl1	0.0026717204709308323	0.0	0.0	0.02135705560184974	0.004679451973021377	0.01054019622528166	0.0	0.009863037906408191	0.0	0.0	0.0	0.08766611747590417	2.5198045936881988	0.04546178256991481	0.0	0.0	0.0	0.0	0.0	0.4100859615134648	0.1106274832743411	0.0	0.0	0.0	0.08718332669592938	0.0	0.0	0.0	0.0	0.0	0.0
Clca3a2	0.03348500037223939	0.07219283019185362	0.03176562784776361	0.0	0.023553072503542646	0.073983092400464	1.1886975714410464	0.12650986169204922	0.0	0.04963360524857567	0.023121338152097597	0.4655728892143415	3.6729685336850824	0.09322361872041035	0.7122641102677629	0.0	0.0	0.0	0.0	0.2021403016459091	0.0	0.7656345410485754	0.060087274843962014	0.0	0.0	0.18056789630506695	0.0	0.0	0.0	0.0	0.0
Wdr72	0.009588126142154556	0.04000950423279685	0.020464972091718235	0.0	0.0359272989912088	0.004219169276830013	0.5804872031538367	0.0	0.0	0.01287962976214402	0.0	0.6204056994153974	3.1984007077666465	0.06733340894479613	0.08723835171786098	0.06315929393264531	0.0	0.0	0.0	3.491046855955032	0.0	0.0	0.005441689908950082	0.017385605781713692	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20186	2.6251192513324204	2.068330935323395	2.570387559908287	2.686564797574994	3.498416974030974	2.2052659760259874	4.600057973170476	2.659474387252475	2.8063864800726797	2.0933290223885206	1.6653154176954772	3.2992523608651236	6.477791564740139	3.1008571651308108	6.642886326956564	4.086991726380214	4.449835063064867	2.066900515310813	4.630432072985271	4.765151214835243	5.305707138528728	2.4592000123284	2.830890662838325	3.351851183318469	4.057326145202293	4.780564261858237	3.1273066558243237	3.3551566514243083	3.573041538640703	4.10701206664856	3.7428906493739458
Ppp2r2b	0.06746219379438345	0.20051842575254994	0.0	0.1658476288149922	0.25167878028851787	0.08395650998311918	0.8415184177156979	0.0	0.0650131851729763	0.006956469516774198	0.0	1.9866012984302412	3.737884918428103	0.02135315517633673	3.1074552355253764	0.0	0.1678554033147488	0.6604856305235999	0.0	3.0427840234250647	0.0	0.0	0.03419673676964079	0.022667650587737054	0.0	0.0	0.0	0.05000132461897244	0.0	0.0	0.0
Sprr2a3	0.006367561333184571	0.0	0.03881409956434423	0.06643441616503605	0.01068732681216495	0.0	2.931145434905507	0.0	0.0	0.001201925578887052	0.0	0.1191394749010871	3.745691765020788	0.0	0.19265231603216543	0.0	0.0	0.1277894836570222	0.0	1.962249029862693	0.015538735175818228	0.0	0.008443336055537936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0945876941664406
B3galt2	0.565720063710804	0.47057613105436935	0.6079917849115887	0.0731850132892213	0.24723143965682437	0.316160843467345	1.5141148456703297	0.4221226153995286	0.9691995529621847	0.42631767178730334	0.39431147062047484	2.4044363047935557	4.550221768688126	0.6385023719532983	0.09749444901863608	1.2493984522253792	0.3493242467873014	1.0927050292007245	0.83299436244712	3.144978279413804	1.669999047123564	0.6210381408231556	0.204340799539695	0.16435211431903374	0.7568942924844885	0.7812696180218971	0.4409481680976851	0.4217062399992732	0.16304741679512372	0.4280615265028653	0.40406947074223004
Aldh3a1	0.16043091658047423	0.07886729342527228	0.39795601479556314	0.6047821724967511	0.8882405530209252	1.2360205379619642	1.7567828829055487	0.18940935337681536	0.06681276642323865	0.04576866430707839	0.04405642957950422	1.9722217527914223	4.200018245005862	0.24944567056911848	0.022750339600972613	0.0	0.0	1.201148958566247	0.0594985479083062	5.019809912881577	0.057847494065132773	0.15886104677161367	0.10970652762182113	0.05779722972897944	0.056566246563299276	0.0	0.06491023716276641	0.04279584108286698	0.08009437291106387	0.504246946938341	0.0
Ly6k	0.20403209106366643	0.37607725621090365	0.10413214750774999	0.6758431486903502	1.5663934168628666	1.1624885543760932	1.6234369426413684	0.12455353639460741	2.2713500684181387	0.054448860015752484	0.042389948602637874	1.8119903105040351	4.41451581738044	0.0	0.3829928121444172	0.0	0.3592360745873226	0.9126593765373394	3.6973415643313463	3.2366915973912156	1.08961162969562	0.36211696733339005	0.2158574536965527	0.022698115679683502	0.0	1.8168867216359084	0.17574331696004591	0.3901524401993179	0.13906859455557335	0.0	0.1591408324621715
Gm30571	0.03090377009852191	0.0	1.0047266709768872	0.447738545693237	0.07169499462372025	0.017295480724491424	0.42304624283827663	0.45581743296779187	0.0	0.20774981373724968	0.47015401601133133	0.3147203934228164	3.5087757428920643	0.0	0.0	0.0	0.0	0.0	0.0556147418036635	1.9459813528275087	0.04340071532164013	0.6232656010382951	0.2039116940609401	0.0	0.0	0.10508261964677836	0.0	0.05000132461897244	0.05614961882080503	0.0	0.0
Gabrp	0.05823931851727553	0.413729485953841	0.14432254784489554	0.28345000635870654	0.36677068426794374	0.11981549287220349	2.6825327528090703	0.0	0.40004965339869847	0.10444734085902208	0.10571622947031672	2.544736797684669	4.652788861623441	0.2227056905254722	0.06462474772300515	0.152119944255484	0.16511125521081513	0.22023849605787876	0.09558777892772448	6.288680965633905	0.13995469854110287	0.04311733577382125	0.07277716817657146	0.01377774697852593	0.18413876328039822	0.16164549151696223	0.06553165772135411	0.14494150093282884	0.07432953992703843	0.504246946938341	0.1893883500792036
Acpp	0.027035171240693285	0.09250079730472985	0.02181992528279464	0.06584940486542729	0.04796128222305646	0.03334549446476853	0.8061850746551323	0.0	0.23965016010866827	0.019336285345946093	0.0	2.2238295945857023	4.136552947906336	0.01349028726975583	0.2848242316306806	0.7092695599962295	3.400311225708844	0.0	0.22741277488786474	3.1558053335663523	2.3171039858932705	0.0	0.016829698137487973	0.09470408971282461	0.13573457993976032	0.22366609042065258	1.0919130080577069	0.3517495471599056	0.862430034689688	0.23599301453483965	1.197591521402384
Plekhg6	0.015633123992221568	0.022737953340270466	0.12299521253559546	0.32086891413356655	0.5994876432304271	0.03656599280010413	1.1518950304575035	0.0	0.0	0.010904142990443767	0.0	1.3863889623907855	2.9383639699142456	0.0	0.0	0.0	0.11284902213854138	0.059552816707831475	0.050800467300493306	1.8228800097085534	0.0	0.0	0.04017274058659536	0.03203714180537237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmrn1	0.2592450163797971	0.15574562913753448	0.3765412200975306	0.2528590343587781	0.2575520016955916	0.39738168454009304	0.10424506869173217	0.4641797227005274	0.6894940093012351	0.2854630584429147	0.2097776529327272	0.29129095444409137	0.41721283759976685	7.820050880268815	0.7246690083543	0.4178576012111555	0.3088090464635162	0.17086445001871653	0.11965851727446564	0.49780549860598766	0.49889759264786954	0.3508955857089198	0.151134647944875	0.09502129828548095	0.25716693334027546	0.6887474910999447	0.24556714313215805	0.2970892799926479	0.09233322075847203	0.0	0.37739832028867004
Ccl21a	0.6636759239551636	1.296098431697868	0.7482075119229369	0.0	0.42387665164409494	0.9570206015945375	0.6536796786035082	0.8279006004194914	1.4688793593758942	0.7593708893958145	0.7178840453453166	0.8435453505315864	0.9771218278536415	8.51737227802131	1.1098143441170059	0.8283376997325629	1.3578613544197433	0.7018142954172043	0.8949340339726323	1.4486189722392937	1.0500813053019407	0.897166226295895	0.2685129150842998	0.3379183881475916	0.46094700108465986	1.0217317971463897	0.7258562059490001	1.0389228652216902	0.499686216417184	0.0	0.43805034994519104
Prox1	0.397075854531259	0.366063231424878	0.3106714495616055	0.1536381285517605	0.13547510679329883	0.28827322721365295	2.1963157385223324	0.6378546165709976	0.559084431638031	0.4157863183318852	0.16822069564989994	0.565048066045162	0.4962272994101953	7.091014205615236	0.38325817579232224	0.06514781468905438	0.33031028312255284	0.39655814491910746	0.16214849372711315	0.4077869956414719	0.3716250618015183	0.3014868274794297	0.7617624767889811	1.642229116271895	0.06301861355285102	0.39538621981777106	0.23655472016800283	1.0256878220676222	0.12133735255810073	0.0	0.16855755719906962
Reln	0.19412246317060317	0.09912114966815981	0.2567023133986971	0.0	0.08244774599999358	0.27378579033757233	0.0	0.05277309014651396	0.6687794976491724	0.10981932952773665	0.0	0.1497966586133497	0.1618555873458592	6.876727179536535	0.28306981017386795	0.0	0.10196089311121168	0.0	3.5648667115571406	0.3193420158385416	0.10577374486486003	0.3329917052029424	0.025725518640359126	0.06446493561626523	0.14191464304151888	0.26601415357140124	0.21404705388609388	0.061513775453159225	0.020726695616758984	0.0	0.0
Klhl4	0.04557825322256972	0.16073410410575228	0.147748051143417	0.06916346900809957	0.06203849838644713	0.10795932976685847	0.0	1.108593185473712	0.09896770223434963	0.3781258069296516	0.1788652348978861	0.04672476799512113	0.1070143182405265	5.770216544703208	0.1585237479194234	1.485533967050689	0.0	0.03931571981364691	0.17347742829363408	0.017173350883098442	0.25521847901341194	0.12163209757943717	0.8590460104257963	0.01594220562901661	0.0	0.1806715484327993	0.1119643309920698	0.1552710133148623	0.05711350302438604	0.0	0.0
Slc45a3	0.9371355496627891	0.4246063539472597	2.8286778029934783	1.5046242191175332	0.3730573967674989	1.7447242219380348	2.625457025766011	0.16074563178442056	0.154747895493131	0.04493471247154656	0.15836947539373397	1.7483358865965821	2.1337253820037025	5.896104946380638	1.2241650482342017	0.20148040238870785	0.19799254639840622	0.6268867819690622	0.2022545858800982	3.174922769957295	0.11608186610244586	1.5734156699540705	0.017688664731906122	0.07400168447791593	0.2639396902305168	0.2819401486805972	0.11546087604456096	0.22095357378419112	0.04347219011516055	0.0	0.11447080368956104
Pcsk6	0.233947286767186	0.5259238294214673	1.109646103977561	0.8738154735478858	0.841637987006217	2.426447139987896	1.8267407695262883	0.01981420469346975	0.17367014648576057	0.04801436866845741	0.0	2.189531353694968	2.6310065103881093	5.862164367081575	3.242529585245423	0.0	0.11178510620516376	2.537312113971575	0.0	2.6467168529941563	0.06301408409857454	1.103760856886969	0.036586933209278416	0.08821125634935682	0.04562168619573866	0.11370404938822465	0.058448708420934255	0.07043417025799492	0.18824565059451268	0.0	0.0
Sh3gl3	0.08411276887876265	0.25083396841240285	0.08519735294405731	0.05425242518766127	0.09429779934593444	0.10004708630296462	0.0	0.6080891573242942	0.024328757612769748	0.3953770259701376	0.044324225072227635	0.0	0.38822353803625165	5.378172129807792	0.2651342146024144	0.1427457405472092	0.26445626652025683	0.13805667427966775	0.062214741853364376	0.1464031191828947	0.2514906117226719	0.09921198593840659	0.21828451458295814	0.06296947602512473	0.7725389663409957	0.22697009515826375	0.13295639823110852	0.20578393703605843	0.05194947250739786	0.5923958122723525	0.0
Btnl9	0.04943028839778069	0.06267081891612976	0.09850779244948836	0.03532680040636359	0.06351016032680158	0.03820496676774397	0.0	0.3180515211736304	0.18950561830002544	0.3121959924796989	0.6665552242038473	0.05224531453762329	0.10674835526997278	5.346763304740488	0.07402835540853021	0.0	0.0	0.06716275376643008	0.15557680614070823	0.05326449466091185	0.10780268477988003	0.07639158541092551	0.11327579269439622	0.010900901307156747	0.0	0.21141611383613065	0.042851411284856845	0.0	0.0	0.0	0.0
Hoxd9	0.04753294465875885	0.022737953340270466	0.025108061320651874	0.016211161746369038	0.02947533770953729	0.05867362783657911	0.0	0.15391731720316015	0.016747580371937597	0.020838320452036953	0.0	0.0259579967023644	0.093344140443236	4.711571430098785	0.020359120435390128	0.0	0.0	0.0	0.0	0.05942828980743658	0.04952789682819163	0.10916254621458954	0.010808421435499684	0.0	0.06205895742018687	0.06654431513809898	0.0	0.061513775453159225	0.0	0.0	0.0
Ptx3	0.5807496846708845	0.25009482160137814	0.015891252752273627	0.0	0.13896825936572235	2.1636845418725907	0.0	0.0	0.19533967162944318	0.04208248725422443	0.0	0.12352581137201084	0.15410556823258392	5.619921685716749	0.20670304246737534	0.21280115849149372	0.0	0.37472790380449483	0.0	0.17370459842132346	0.2193930909470745	0.48364658609418015	0.0	0.08108376005643647	0.0	0.17940169784810736	0.18264260826825096	0.0	0.519170938096584	0.0	0.0
Hoxd8	0.11330840332124754	0.04804152016090231	0.029990164615639043	0.0	0.016359977197931353	0.1186673448530845	0.0	0.09829632142223481	0.057289256354822224	0.04288444373166907	0.0	0.06664469180272471	0.042675341992687424	4.664687425801599	0.15040895533167206	0.0	0.062115080028882524	0.0	0.09718967005008161	0.06183133140362003	0.0	0.08811597973678882	0.013237188905856543	0.030525071676034025	0.0	0.11370404938822465	0.0	0.0	0.04347219011516055	0.0	0.0
Nts	0.06803183279683835	0.10848179069237401	0.05379158048711204	0.0	0.06016170231287093	0.1116762897707697	0.0	0.11293345124288452	0.2222306968375416	0.07226026697223223	0.08099751443847703	0.0	0.2887123770475755	5.602894249554756	0.05279802859479199	0.0	0.10760174724997487	0.0	0.14570585367513433	0.036439101260686585	0.13270157682268985	0.3537185606826035	0.21603398198978388	0.08178787730770963	0.14612971657764628	0.46188368875117086	0.0	0.09608027049346428	0.05711350302438604	0.9450432143882425	0.10317865502797459
Apba2	0.7005185862433121	0.01654581464486143	0.03147464946954194	0.0	0.02467752645525594	0.7380095671545791	0.0	0.0	0.016747580371937597	0.04639623336663297	0.0	0.03217043522437965	0.08133479611764742	4.735349606792978	0.027647865075045828	0.0	0.041274031514965746	0.23651286827700285	0.06923799975305188	0.08621726256236709	0.010339755462852405	0.02310488148448179	0.07847253086129745	0.012860191433136065	0.13111310640635981	0.0	0.0	0.12809006953500804	0.0	0.0	0.0971424213473601
Kcnn3	0.27943100293879475	0.454618889243656	1.1861787476893189	0.5269291829797934	0.19787100365177251	1.0819244321585781	2.484849139039465	1.3416264411853371	0.08483298513637848	0.10058596521283786	0.041739394333365265	0.24898235568201935	0.2494254477779096	5.765470505100243	0.2224080634580571	0.351559369639939	0.17181282990956215	0.8108608285759169	0.18496048381793137	0.2094536452236929	0.15003466809794422	0.5576153492640048	0.4107267070668591	5.480689777811551	0.1329337203411709	0.11370404938822465	0.0	0.05607537766765768	0.6365653933564607	0.5407235113014833	0.1646048632465531
Rgs16	2.138028178707609	3.0965131576853833	0.4813268214836329	1.3771501198708813	1.8444693903460132	2.2517759078726796	3.651528904994631	0.7021621013639212	0.4570886486901904	0.8564513824626948	0.21685879559151444	0.46270385710857326	0.7641227037390641	5.869322029240594	0.8880145028060172	2.36398505587806	0.4129183353145363	4.163541397499214	0.722536427543178	1.8734579702499088	3.1946130744811154	1.188196735715605	1.705386133270078	0.19857632977900913	0.43978935389779966	0.5344967757067922	0.21549143382847652	0.1660918710810715	0.16361976931789807	0.7982194986716608	0.31132128787576646
Ccl21d	0.01306494479187569	0.0	0.0	0.0	0.013299088259484847	0.024571585944399794	0.0	0.0	0.016747580371937597	0.0014764940954671952	0.0	0.0	0.08133479611764742	3.8339280340689084	0.02538579886634312	0.0	0.0	0.0	0.0	0.037451268462026815	0.0	0.0	0.016503452733344873	0.009376399916251216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm525	0.030485269552218062	0.014960119564936947	0.04677142291364012	0.030680232474474125	0.013399888597994042	0.06420789366520414	0.19094651010547936	0.0	0.016747580371937597	0.03692520435454221	0.01423961703796053	0.00426770430527397	0.0	4.228060418477442	0.020359120435390128	0.0	0.0	0.0	0.09833008266935561	0.019647754537613707	0.02582649107301944	0.03817244640414161	0.0	0.012911766468304504	0.09351429088600799	0.0	0.0	0.0	0.04445424412144874	0.0	0.0
Duox2	0.0068778919973115325	0.0	0.0	0.048636775526864774	0.015405245944686497	0.019205039204693467	0.0	0.0	0.026240063011319995	0.0037051624740452784	0.0	0.1519760587128681	0.07807962877752121	3.943564658226123	0.0	0.0	0.0	0.0	0.0	0.20366652859396056	0.0	0.0	0.00967274852827805	0.0	0.0	0.0	0.0	0.0582638820244756	0.0	0.0	0.0
Lrrn4cl	0.39208843410936056	0.44078759321126626	0.09491033587021346	0.16010277692229324	0.4153757018919602	1.6320866055200827	0.5604879253583424	0.15031862356391212	0.10397976839713462	0.21522627116437865	0.06737939461698436	0.30586371677862906	0.2234269365222053	4.628733247176837	3.3779427372658035	0.18840443041892466	0.07997441445231926	0.9664741263395259	0.0	0.35718554783863066	0.104262568370235	0.30625116625771354	0.23231247401562757	0.11550799078859368	0.0	0.15896614281166083	0.10596415307149262	0.20877563519051173	0.0	0.0	0.0
Stab2	0.1316556109627067	0.07865349171924743	0.0292560556188179	0.1348304846356002	0.04740207088131888	0.1495690698404314	0.0	0.0	0.07604297627411848	0.06359376991074112	0.132711670701588	0.13233446313956662	0.17859675605609687	4.116702704951524	0.036210006880188966	0.18933014171919438	0.0	0.23139109323776766	0.0	0.17970239409373545	0.27371593539669803	0.0	0.10085006054737111	0.036958445625755516	0.20305923351104602	0.03658040009845553	0.05766728445665401	0.30556784742345044	0.0416451473771582	0.0	0.0
Hoxd3os1	0.058489006817993974	0.04753132761522402	0.023820298411911467	0.0	0.04034210646673422	0.060812889516177235	0.0	0.0	0.0	0.014793971198380867	0.013658439091359787	0.0	0.0	3.7152554923094105	0.17627535407058262	0.0	0.0	0.0	0.27302134632269154	0.0	0.0	0.12242770448997216	0.0	0.02378064984422717	0.0	0.0	0.0	0.061513775453159225	0.0	0.420860849480221	0.0
