	AF1	AF2	AT1	AT1_AT2	AT2	Adventitial_fibroblast	Alveolar_transitional	Arterial_endothelium	B_lymphocyte	CAP1	CAP2	Ciliated	Krt5	Lymphatic_endothelium	Mesothelium	NK_cell	Neutrophil	Peribronchial_fibroblast	Plasma_cell	Secretory	T_lymphocyte	VSMC	Venous_endothelium	aMAC	cDC1	cDC2	cMON	iMAC	iMON	maDC	pMON
Foxl1	0.9486988971764593	1.0491293567278777	0.0	0.07988574184248207	0.05159428901157776	3.1717810465353935	0.05266974866193923	0.8221037049394089	0.0	0.05334835083414419	0.09503740516779775	0.060343565685930904	0.11620019494764945	0.6225798858927316	0.8751199931972327	0.0	0.0	1.5122179389257544	0.0	0.05050519125107031	0.09464471356836698	1.5295413004009435	0.11561920960306393	0.08965186068022578	0.1535357243127253	0.061422138297448116	0.0	0.056216008808070865	0.04829411971333089	0.0	0.1416048228147711
Adcyap1r1	0.7864593487341034	1.0828057042316566	0.0	0.05647900257222205	0.05664784513519072	3.024973692557106	0.0	0.0165162495593039	0.0	0.02806138624530063	0.0	0.27046484907102464	0.09065238916586299	0.09578146670311552	0.8556320504243907	0.0	0.06711607635657514	0.0	0.0	1.7338965038844152	0.07553919258458008	0.10594710289964038	0.01114314733081041	0.06468830866808528	0.11048003485527609	0.0	0.0	0.027984205950911244	0.042700796937754214	0.3744285780805555	0.0
Osr2	0.5415505064319266	0.3342896190453982	0.06900629880572733	0.1605985317000243	0.14020078325806307	2.933653497541502	0.0	0.0	0.0	0.025259725139279356	0.055220686824707904	0.2758765828607609	1.4280165529457345	0.03179739727640111	0.0681381635896867	0.0	0.0	0.3724968847937118	0.44320261673686184	0.83054694290525	0.05961072746289767	1.03309445726816	0.06377161222111752	0.03239412134509529	0.0	0.0	0.04484665523202741	0.11855035038186593	0.07733924432035238	0.0	0.0
Hmcn2	0.44848991393121407	1.0562201385571084	0.09696898474887101	0.15522510714945212	0.02161322433967126	3.1649459830933435	0.1333800855545557	0.05543483779857086	0.19956209518825052	0.02700575880721715	0.03706103591642198	1.2857068382881718	0.0667579227888588	0.0	0.12282608704217371	0.0	0.0784299638532129	0.33905482618280186	0.19935515350885002	0.07936897228496333	0.10396515182843455	0.28660671766632956	0.03950093213612275	0.1279173917961968	0.2762855472970358	0.22229950117190495	0.12257791812820608	0.2642774187751164	0.595895034344545	0.7136931375722773	0.3149581712034828
Matn2	2.511641529640736	2.359423134288759	0.14222107676919685	0.17213337132961504	0.22753625513902923	4.146158937174617	1.5732404306843373	0.10914819920483329	0.11466640992024496	0.1318237494555847	0.19593186183520533	1.057550607359689	2.095881863939564	0.4041540094428776	2.3390882729666287	0.0	0.1499965525692183	2.700093918685807	0.32963383941110636	0.7075309141870502	0.8290648942381609	1.9110155175643357	0.3379408638307343	4.266417699004985	0.7533703824956077	0.6904798358099796	0.07424837966047633	1.4241490899172027	1.0596271194002718	0.0	0.21456722875447043
Cpz	2.079044914226629	0.17079106990813808	0.014086145464223647	0.23634244362613255	0.05695781857283513	3.626492200715395	0.0	0.01911018131732489	0.06817977228095068	0.06940469301397818	0.011362854889628333	0.10296007253019382	0.2594478486776994	0.0843451149528387	3.686600916088751	0.0	0.12813897573695981	0.23204742489225508	0.1323109135618875	0.1742133880572839	0.10142006581280412	0.3688128409954857	0.0266085824329793	0.11991663455327055	0.21981145157315676	0.0	0.04484665523202741	0.22582768219882832	0.24188310537138963	0.3744285780805555	0.10365923711922187
Sfrp4	0.3151716792059626	0.11101531757546242	0.0	0.037233190602880925	0.04541676134565695	3.1498447841821915	0.0	0.023801983849834476	0.0	0.01140809271956204	0.04038838223105806	0.04863669596162066	0.0	0.14314604260943556	0.19548646105237233	0.1522279594688202	0.08028295984114449	0.4232964962981696	0.0	0.5749187976211307	0.021080086740930877	0.47901774666004965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifi205	2.328102401977259	0.8652947194114554	0.16950233542804014	0.1019366156220431	0.23424486004429418	4.410513236318623	0.5603887618047845	0.23818361094974583	0.3324421757104541	0.24368086021329233	0.10478769235770694	0.18799204226496566	0.3670828914960283	0.24216853487746182	2.412346274068191	0.26377882856873486	0.640910745394489	0.41560613368419	1.0084093020543485	0.1527885403813492	0.1622097932895267	0.5585901908446309	0.20236290192184553	0.5281066167221101	6.3267156560220945	3.9562811891609653	4.111179843339877	0.8118142721557934	5.054384130317411	4.530724157609854	1.8919804751993279
Enpp3	0.8072997347606439	0.22927140060228943	0.0	0.02022533190842373	0.03558863619766639	3.452661207963132	0.034949726697557554	0.40913282033140136	0.06027658057705373	0.054865200856553886	0.13442065925818372	0.06101044672122391	0.31143055959905275	4.084693802009887	0.3957160717273616	0.0	0.0	3.086559877665588	0.03605453895564299	1.160241307840101	0.056992649674846775	0.6517203536177678	0.05819549202849642	0.1088654927813707	0.11735085620728479	0.03658040009845553	0.0	0.15793913086129893	0.04658507728618108	0.0	0.12458762645950044
Tenm3	0.39891896758858275	0.05278768180451784	0.0	0.027466864049469082	0.015103174819609409	3.026839779873003	0.05724458797630978	0.034309875415767445	0.016747580371937597	0.008237758762149695	0.021684357801345203	0.030452061633547006	1.147332913223413	2.3817276489797656	3.119303095685764	0.0	0.041274031514965746	0.8667654325502233	0.0	0.08565384073869338	0.0	1.443583747535867	0.01676886578479788	0.04287070642500291	0.0	0.06654431513809898	0.0	0.035126674321390536	0.017553638790808665	0.0	0.0
Ntrk1	0.6317346009405802	0.0	0.02247446163400504	0.0	0.02523334930835524	2.7456071546791296	0.0	0.07528880592774621	0.0	0.006489661152198844	0.006714053495206803	0.02193941677392575	0.0	0.03493455411786184	0.012049150713257722	0.0	0.0	0.09545504195088526	0.06878615654977736	0.03857666512392861	0.07684896559016516	0.037127431932571814	0.0	0.010422534159939307	0.11143230835473349	0.0	0.0	0.035126674321390536	0.12485507439742885	0.0	0.0
Dner	0.1605165452305399	0.07759239027769478	0.014085681823407735	0.026533233604699266	0.050120185219819376	2.763661960152241	0.9260405856324746	0.0	0.0	0.009091124104288981	0.0078081672165443644	0.3986385632234086	0.0	0.06300371070704108	0.0	0.33715513486755866	0.04265012126054647	0.032059029778332505	0.0	0.037099488605306735	0.06040360810972962	0.037127431932571814	0.018616504814881696	0.025929462104068785	0.06338334178507989	0.26882120498575784	0.0646201971796149	0.27625115153997243	0.0	0.0	0.10470849970513292
Htra4	1.4533862222527385	0.5656364539075434	0.07027361202386695	0.2569289391111346	0.1262173330058523	3.4528729127795237	2.5487495594162293	1.0391437506743502	0.020915925042384296	0.2417568994630182	0.4668369339917806	1.663066170791236	1.3436170841831534	0.057410739808694405	0.14355572451084195	0.1927095002001607	0.0	0.12732929812671323	0.07653167065324881	1.128472886741501	0.07200740398836425	1.3778520952564053	0.08537508661476087	0.833017962843319	0.16033169113347703	0.40340114117985293	0.3519979249405109	0.5531097397852341	1.7386850580588666	0.0	0.09776350400177679
Itih5	1.6773000058785843	3.729411992634167	0.13126656118209598	0.20976178606905388	0.19784958893718826	4.156804437400483	0.12161252539308827	0.15448133616349197	1.4343552100002201	0.41887874793327534	0.12647503435067908	0.5992804121441035	0.29543820356584266	4.610985383794207	1.5298938295951958	2.9633870991021896	1.399099705016815	2.7232247370636045	2.88204815742189	1.740557619233329	1.3085512859296997	1.2057522326164223	0.07443272890437888	0.19229853865756508	0.22187187601004466	0.14372757489150081	0.2801668564492038	0.39822464782367256	0.06606142433054556	0.0	0.3145673136668914
Vit	0.1447771750476786	0.626211312754738	0.019071670318865006	0.057767382385500124	0.052601907648114364	2.7971567607653793	0.11159561605025643	0.0	0.06996614826631553	0.04902842107489419	0.02034081840291487	0.9556234789851572	0.10538479398090148	0.10469124795646564	2.4016541537708425	0.0	0.0	0.7165601478595207	0.07357020026565816	0.0662389446655852	0.018129169598929795	0.5167997124239971	0.033149328439163635	0.035696722768525556	0.0	0.0	0.0	0.0	0.05454091855383734	0.0	0.0
Gpld1	1.6058694288696973	0.31619820318620734	0.4796123444752945	0.22668315359095076	0.3953589807981328	3.390248726875273	0.2214180995562025	0.4844281365549148	0.23125153925547437	0.29929634425865687	0.28892330129991606	1.1178144890749904	1.4869444305493233	1.2844349622526228	1.5028904406025272	0.07632181323273424	0.42557817953910165	0.40245786632212655	0.13432400188643784	1.2385237899173618	0.3706797279634056	0.3261830676986538	0.27780495730517824	0.11736254101570275	0.1675758081664621	0.092016567862508	0.9703425666326858	0.12916308525988693	0.219202587792412	0.0	0.0
Bace2	3.457556613063381	2.441085936856008	1.949484684079246	1.4249535033072736	0.594332103364665	4.897861250587574	2.09638998724562	3.553749371642668	0.2647921513376685	2.4489542022136916	1.731984364421996	3.0627391907277826	4.257166111357296	1.7594554529623838	5.635054498135416	0.7673570596138182	0.2999409093725023	3.8804362297269672	0.4289627506923057	3.5319585229318227	0.8318265926410893	0.9533814347836774	4.371542859467573	0.4611396675045489	0.4723829585438749	0.47884803971271767	0.1043877670698783	0.6790752140380788	0.2890457160781431	0.689872612134014	0.5666071755517863
Ephb2	1.3807850047467491	0.0834290841456056	0.06979868265662514	0.10033464861473365	0.11047255447979148	3.3087184522139346	1.9445120728849201	0.0	0.11953408130874772	0.02510612127527567	0.021648293051397236	0.5221665722946869	4.322975581115741	0.25672802129078276	0.8479791592856231	0.0	0.20212255646518437	2.3980148171997695	0.08963980660641724	2.7633526088151896	0.06763903209306019	0.6934266077726141	0.039283061972373814	0.09460192602154968	0.26183400991610367	0.7587466375800604	0.1300973787068147	0.19138550011744176	0.12602017322542855	0.37507709779871296	0.2541633186146825
Mn1	1.9586597059048476	0.941398001076272	1.456011937498385	0.931582414852494	0.2013800923204233	4.010537613481538	0.38939684343881137	1.7478072463902716	0.14528583603660608	1.5106314344586125	0.7447177472028867	0.13825506603258803	0.30714642484545934	2.304105236574057	2.8177487953218434	0.29367866947411114	0.20422518889142682	2.7997761868826516	0.26288620252241945	0.21441662158046068	0.3835566369412034	3.1420403054615313	1.8998843277182877	0.8954179484354831	0.0650732220939046	0.9686936671910403	0.11721814827718093	0.1789252964608908	0.025546840937585528	0.3505164587188305	0.1304914331635053
Cldn4	0.04436039588189351	0.05981029710278765	1.3584725615869866	0.4603895828532861	0.6460119718753394	0.09715078773450467	5.794843851607213	0.10988312841946866	0.02625479086663945	0.05252297077729496	0.0	2.734069578677874	3.3141771060718677	0.0	0.08165526644133551	0.4043069763875444	0.0	0.24667515826159692	0.3299196746580063	3.5728527955297076	0.212279091787875	0.036970997235412896	0.023811991678441873	0.014934784222200723	0.08631381097297579	0.0	0.0	0.0	0.03701538213308608	0.0	0.0
R3hdml	0.001072177436187899	0.0	0.18599695263294017	0.0	0.040393971300189166	0.0	3.822276643184231	0.0	0.06292698119655579	0.002328959977553892	0.0	0.13934667526486624	0.0	0.05054714201685306	0.0	0.0	0.0	0.0	0.0	0.4907689766949855	0.0	0.0	0.01836636620515092	0.0	0.14218604881494168	0.0	0.0	0.0	0.0	0.0	0.0
Cldn6	0.017782809364807355	0.0	0.20924537797903495	0.18136697249638234	0.1143704603359791	0.004645917181843759	3.6588032852366874	0.0	0.0	0.013206405204398733	0.0	0.06086352192985343	0.05418083362295164	0.0	0.027352062072005846	0.0	0.0	0.0	0.0	0.6630424429315093	0.0	0.0	0.0	0.017206884239853313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psca	0.002720724918924981	0.05415125835817849	0.1923636731361822	0.05792896061983148	0.22177051168599157	0.004645917181843759	3.9307897621525285	0.0	0.0	0.006822658620945738	0.0	0.5568984984424907	0.3654922401136876	0.0	0.0	0.0	0.0	0.0	0.0	0.030932787266473624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1300373760794569
Il24	0.0	0.0	0.030144678921759628	0.0	0.004792006562259002	0.0	2.9132114134922404	0.0	0.0	0.0	0.0	0.025055916932905136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Homer2	0.26746048282477813	0.048984835200953085	1.3647552503871148	1.119007102162339	1.7484828997925979	1.3639632532547132	5.017443015492169	0.09662908787270028	0.1488000007350237	0.11971029811636316	0.1099755586036393	1.7548965915445423	1.9361497567113513	0.22704929654529024	1.9677418123709634	0.0	0.19165881543500607	0.13365219838807826	0.1829620461166655	3.067320592823933	0.036064420778353916	0.1641035901831146	0.09835877427706209	0.043721112917378104	3.5318999922802283	0.059916551845384525	0.0	0.48289543876547	0.033011244073700166	0.6079227501878532	0.26246006949431294
Gjb4	0.09566572114049597	0.0	0.35671912692415847	0.029068982672830472	0.24828145461382561	0.11049238503065105	3.6567909421273814	0.006973861926214589	0.07485531695354643	0.021143118376784134	0.0	0.11118289966156365	1.9712116626786076	0.0	0.7363876149946242	0.0	0.0	0.0	0.0	1.0199503002076726	0.09415952480455447	0.0	0.0	0.017206884239853313	0.08631381097297579	0.0	0.0	0.0	0.0	0.0	0.0
Sprr1a	0.023772718481985877	0.13823631689192756	1.0375492306483654	0.9273970123062518	1.2926598261729831	0.02265802113647796	4.933353364382844	0.0	0.09967200712182377	0.03575549018485249	0.07890955460710244	0.23504195137990735	3.836952878338203	0.046168941147016924	0.7633280796253323	0.0	0.13317284297074042	0.07548541237933551	0.08252266934707894	1.5873509836138158	0.04384992342831646	0.13314420694017237	0.01597986502355415	0.029786511809805714	0.0	0.0	0.0	0.0	0.0430662981017966	0.0	0.0
Wnt10a	0.18331010210535345	0.0	0.3284459811420405	0.10896835512653397	0.007768718112553407	0.19588219073613816	4.096725771751177	0.0	0.44389836098883845	0.009351908153128977	0.0	0.11913525239905598	3.710839122909303	0.0	0.0469356680721914	0.0	0.10907277946427332	0.21655642625088226	2.365313668960997	0.6133802712493406	0.09625128251393697	0.0	0.012831573938629165	0.0043969068321754725	0.08631381097297579	0.4197363562227738	0.0	0.0	0.13596186961504989	0.0	0.0
Tnip3	0.12510922203085184	0.1624681743021135	1.54353180685446	0.7661932776161015	1.3055091479664371	0.15490267893815335	6.128524104617385	0.04461402583904735	0.4156158510031164	0.1026420326323973	0.05538342113546277	1.3433271610560793	3.0662220496191575	0.0	0.24806521803137416	0.6352695619689649	1.5248443547484394	0.051308111452859566	0.8693901988634247	2.4404050477337513	0.980524827511262	0.16605364924689803	0.10822298969429543	2.439410472804677	5.737695906218116	6.648274818898673	4.3098339839610516	4.735159413471429	4.505440112168844	6.450826334325856	5.308332500391355
Prss22	0.014156246088064674	0.059291679782110814	0.023914840811593344	0.0	0.08272509942279549	0.03249379979559517	3.8561856779696475	0.0	0.0	0.01085529995951675	0.02842908341786147	1.8641502946182773	2.5180404626843957	0.0	0.0	0.09121617116561874	0.0	0.10309501500517891	0.06460813626967504	1.0417316866749384	0.022210936316556972	0.0	0.054728751337679314	0.14655351387814636	0.15226111296337985	0.0	0.0	0.0	0.26769455870136644	0.0	0.0
Tmem54	0.014336030498852875	0.09578021847814806	0.10573452215974692	0.3590513000583645	0.7293115790590786	0.04119263797034828	3.547661662886927	0.0	0.011135732056427719	0.02205991269801077	0.029277010177584883	1.6752430386429062	1.112426272769351	0.03584322473437856	0.06815851968800729	0.0	0.0	0.1449813321246717	0.0	2.479745042204457	0.05781601775852253	0.0	0.0	0.08141710799877024	0.05417773847056921	0.11648791506622917	0.1196804161006487	0.0	0.0	0.0	0.0
Ccl20	0.06314589550314105	0.33913991222784745	0.33055873315814693	0.5317188914526453	0.7359933696254563	0.061354618940570135	5.124927983971683	0.08704559254348194	0.08134214972420575	0.12289784341936066	0.0963674407379239	1.4003965893326418	3.5437279336470398	0.3208502929858876	0.38160323412591846	0.0	0.3083352360425508	0.10948795964672221	0.23002925653834413	3.6699671206483675	0.7723992586699602	0.11290778527630951	0.0708493951246151	0.07280040212227473	0.0	0.10894933341503414	0.0	0.12315792066280895	0.01791722721645279	0.0	0.0
Plekhs1	0.047381825832097775	0.049113319014273765	0.0	0.0	0.05932684131041484	0.03346750843789916	3.3194072315967325	0.03193750093032733	0.0	0.034987977915911676	0.031584156048073055	0.5322248611920138	0.2197140582993575	0.25596174811569256	0.1597765829596873	0.0	0.0	0.1044325563205336	0.04533189658179699	0.520216293877256	0.0	0.0	0.04194230944988064	0.02236644122283216	0.0	0.0	0.0	0.0	0.0	0.35526291205076693	0.0
Gpx2	0.19208392555426806	0.23806386876266464	1.3919543595899708	1.8751995916953679	2.5386000678607017	0.13364976402958423	6.004822746366373	0.049741237904419915	0.3912627947877786	0.18152976390579537	0.1788155835706431	5.793824082696993	6.52370380082979	0.42405862795935023	0.43563918230527465	0.0	0.5097733426819754	0.46011924224405243	0.0	6.200480448413275	0.33900307412687275	0.25619412988651147	0.19287791049295144	0.1865187987739262	0.25407330766947644	0.18156969667479375	0.06038890418376168	0.3317962065515133	0.04802965453229504	0.5806881013800207	0.24395329451254258
