UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
CSE1L	0.062720536	0.045959289	0.06054388	0.080231228	0.063042523	0.123861843	0.150253767	0.252475093	0.113997933	0.302101447	0.067149053	0.257135891	0.160943019	0.124109457	0.16884658	0.292238974	0.246165482	0.462025532	0.427258945	0.613955455	0.733040726	0.576992364	0.551739985	0.359556344	0.230218919	0.276548163	0.134342345	0.067467481	0.074470602	0.090854577	0.054732186	0.06729016	0.107889326	0.150554601	0.1717673	0.17216371	0.129519065	0.032959879	0.027825348	0.012772505	0.033874753	0.006079416	0.06713478	0.030736425	0.027549717	0.014415432	0.012375387	0.002869124	0.008085082	0.037888475	0.023511944	0.05189522	0.249935974	0.185598546	0.266638478	0.221032012	0.154665818	0.13609416	0.22614457	0.153975906	0.15698513	0.049151488	0.051067327	0.057106311	0.048684459	0.006876377	0.067113623	0.153010698	0.196984784	0.186782434	0.037136096	0.090981495	0.06029027	0.1845058	0.18743366	0.206518236	0.178483238	0.253341389	0.048533015	0.087982042	0.103724824	0.008128594	0.011505613	0.034073546	0.097108873	0.044261967	0.049729919	0.1109697	0.063319044
A4GALT	0	0.000512734	0	0	0	0	0	0	0	0	0	0	0.010978727	0.001929276	0.00996606	0.049638708	0.067242099	0.131014902	0.269922386	0.4789444	0.887390541	0.982050908	0.783681479	0.542790121	0.014462479	0.031873122	0	0.005018089	0	0.002758458	0	0	0	0	0	0	0.000350744	0	0.00065173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001593666	0	0	0	0	0.000543395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038097	0	0	0	0	0	0.001603775	0	0	0.68842703	0.627242577	0.612266473	0.544737603
HBQ1	0.001853898	0.002569709	0.006154934	0.005569989	0.003100662	0.0109637	0.006661818	0.003022462	0	0.034357227	0.066611978	0.116594429	0.236477309	0.321697021	0.413518209	0.52096495	0.533577034	0.563819499	0.79540656	0.917015712	1.363972853	1.126137081	1.240696301	0.999492669	0.077518832	0.032997732	0.515235918	0.007565498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007069378	0.007604303	0.000790436	0.001003421	0	0	0	0	0	0	0	0	0	0	0.000407524	0	0	0	0	0.000610695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPCAM	0.032244773	0.022821032	0.01285782	0.019639604	0.012485435	0.022381601	0.01288258	0.024306514	0.007745892	0.041288496	0.031965756	0.221128962	0.36993017	0.324032624	0.700043017	0.982321022	1.237917165	1.23788501	1.739423612	1.704224844	1.824059521	0.759079884	0.163817147	0.055060647	0.024729558	0	0	0.008676687	0	0	0	0	0	0	0	0	0.000150746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01410236	0.027836973	0.004052093	0.002617116	0	0	0	0	0	0	0	0	0	0	0.001897019	0.000695682	0.001185842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C3	0.438083641	0.50790051	0.514396137	0.565973924	0.511278858	0.588268135	0.575876746	0.554268241	0.693744622	0.549155882	0.474867526	1.049110494	0.738545574	0.891946463	1.001839501	0.967060144	1.091419003	0.982461703	1.362581404	1.49237888	2.204477024	1.808708668	0.885134572	0.306647977	0.256477643	0.14519237	0	0.112848641	0.05676275	0.462766461	0.376747897	0.232283053	0.129841049	0.131963381	0.239910032	0.108306844	0.020887322	0.096944	0.071581311	0.05652601	0.051942282	0	0	0	0	0	0.001505595	0	0	0.013625939	0.002925292	0.506303075	0.336204595	0.50854973	0.496490993	0.24305906	0.089151091	0.003024413	0.004576798	0.006476643	0.000857356	0	0	0	0	0	0	0.058733067	0.114812348	0.038004993	0.203240141	0.446424791	0.239883927	0.199060231	0.173910594	0.208295237	0.004983779	0.08302899	0.001602143	0.032189669	0	0.001288752	0.075862304	0.013279277	0.111881917	0.10280051	0.042588772	0.220570016	0.080077288
ASF1A	0.095948951	0.097050353	0.084727808	0.093897613	0.090186919	0.098289408	0.10553818	0.116735841	0.119877412	0.188476719	0.118769553	0.288043767	0.184846995	0.193344017	0.263302898	0.24094995	0.340129153	0.330439319	0.492293712	0.577862476	0.735210058	0.600785787	0.636799355	0.455633009	0.161901061	0.258528214	0.037640933	0.033729637	0.005368166	0.092750819	0.105053666	0.081623539	0.081228945	0.112355838	0.120702626	0.09410847	0.090376043	0.086080079	0.076311661	0.057766626	0.040301913	0.028577505	0	0.033965336	0.078434825	0.065316217	0.110723066	0.132086323	0.083741425	0.067844909	0.042148397	0.026943036	0.239695806	0.116384251	0.106489042	0.086325382	0.05684402	0.009102096	0.037487294	0.029486435	0.024459172	0.00372153	0.006752558	0.033479979	0.013548608	0	0.009325612	0.041580357	0.062080739	0.03593368	0.087024647	0.091609393	0.076370469	0.106765672	0.079244094	0.074829962	0.060129192	0.088368399	0.037841064	0.065302771	0.035317631	0.02261686	0.037363315	0.029982401	0.033599716	0.062160292	0.065672533	0.220778961	0.11317674
ARV1	0.02333859	0.049568167	0.027085234	0.061252007	0.040178222	0.083269367	0.072231018	0.086482814	0.08650111	0.124389775	0.07776319	0.226155543	0.236188738	0.215668359	0.367418763	0.37681601	0.554226169	0.552236065	0.740407165	0.831201343	1.006696522	0.932480272	0.503067976	0.306016786	0.153829939	0.34711747	0.056305592	0.033534887	0.007210811	0.026752478	0.031956438	0.036945002	0.05179164	0.037432249	0.033199968	0.034998209	0.045866593	0.030033948	0.00519423	0	0.009828119	0.018998181	0	0.071488922	0.00475403	0.009246424	0.013516509	0.0072555	0.00659816	0.001958801	0.007586792	0.014008159	0.110176121	0.121011847	0.105092072	0.092728298	0.06890883	0.047500394	0.041273506	0.035498473	0.008030654	0	0	0	0.002923128	0	0	0.052530539	0.082568867	0.053387324	0.013025312	0.086682064	0.042153101	0.025346494	0.029168293	0.034272498	0.024476698	0.049393472	0.008198804	0.029706271	0.011543088	0	0.02486804	0.023125804	0.009523014	0.065047008	0.051951772	0.19001148	0.062926901
DNAJC11	0.078972373	0.052988471	0.049680449	0.065205107	0.055320801	0.079573025	0.076795322	0.072824033	0.052565167	0.130142492	0.068698157	0.156007222	0.113663724	0.114914178	0.141353507	0.179912037	0.212878672	0.264366143	0.293043141	0.384489689	0.521751289	0.356240943	0.197025826	0.173213415	0.125528638	0.134389878	0	0.048544425	0.047789666	0.042786648	0.049837819	0.059051324	0.079191101	0.071670453	0.092827053	0.052206801	0.096773529	0.028306738	0.041571072	0.045559511	0.031914311	0.060327663	0	0.04448639	0.058565226	0.040714051	0.054591221	0.037189686	0.043998017	0.05252476	0.038941356	0.047068112	0.082694422	0.092864515	0.093035577	0.088817633	0.078448978	0.034878013	0.067457877	0.076603286	0.060547467	0.021881394	0.021167053	0.02120139	0.031294774	0.007643904	0.045942027	0.076166861	0.088098685	0.066136485	0.038368286	0.088934947	0.052131501	0.036475395	0.045073152	0.047994068	0.038811806	0.057559315	0.038301876	0.04320527	0.026723875	0.015652077	0.035435864	0.025695795	0	0.011709445	0.076183913	0.057778805	0.035085584
ESPN	0	0	0.000336344	0	0	0	0	0.000211044	0	0	0	0.004801967	0.006134439	0.007131411	0.019476812	0.035185397	0.07137294	0.079146864	0.117400557	0.179352139	0.255748221	0.308236693	0.135143006	0.267316125	0	0	0	0.000717615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009781979	0	0.00189425	0.003921314	0	0.002731337	0.018219495	0	0	0	0.000560919	0	0.000736439	0	0	0	0	0	0	0	0.002086138	0	0	0.000274771	0	0.000538363	0.005226353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP37	0.104668679	0.116040361	0.079673243	0.110497211	0.087239871	0.145017794	0.133284523	0.181374305	0.149308613	0.188399012	0.12121673	0.329509349	0.198893521	0.168162924	0.282610832	0.330614451	0.415245743	0.515433432	0.674260683	0.835670864	1.010734031	0.717631595	0.512535285	0.360466283	0.297548367	0.481868986	0.093946525	0.047268714	0.007651013	0.077161984	0.038918148	0.061399992	0.060918977	0.087747131	0.135488335	0.06701793	0.104847781	0.027514044	0.01212845	0.004308705	0.037817313	0.091193465	0.202043217	0.028172084	0.0750904	0.065805373	0.087977593	0.078765865	0.076588583	0.039648339	0.036911822	0.094250769	0.267056187	0.215803238	0.212507114	0.178519934	0.147211142	0.067354342	0.112551593	0.09589402	0.074089648	0.02212753	0.01641123	0.01349143	0.019899225	0.044020832	0.021009192	0.12773641	0.154336976	0.122885196	0.046779452	0.108007229	0.068037531	0.072467081	0.063875139	0.094518334	0.115664745	0.108815472	0.048658368	0.069979677	0.075617404	0.013944875	0.029452536	0.06718363	0.009523014	0.058793187	0.088296207	0.118706481	0.078875066
PPIL1	0.017895773	0.022911433	0.024454575	0.046559972	0.027981674	0.072708096	0.054543916	0.105394703	0.069468115	0.146350239	0.060478703	0.198686755	0.139083185	0.088477305	0.180249242	0.264737737	0.303380918	0.379880823	0.442808477	0.565824869	0.676859195	0.426399724	0.209601006	0.106384648	0.225839363	0.430563323	0.056305592	0.017957704	0.029425102	0.007357371	0.012183963	0.044706567	0.036212502	0.042331053	0.051881438	0.030222738	0.118547792	0.008883221	0.000954156	0	0	0	0	0.057384392	0.005508168	0	0.015993776	0.001975354	0.002687854	0.003204491	0.00542793	0.012585895	0.061957959	0.133377588	0.12739563	0.117159745	0.085192824	0.024322085	0.046290526	0.041754787	0.018421368	0	0	0.003895932	0	0.022969491	0	0.054639144	0.075106213	0.063356592	0.015222336	0.038296599	0.014561663	0.018006246	0.016265906	0.028310576	0.029379332	0.038514735	0.011149208	0.023029023	0.016121863	0.005087887	0.004165281	0.004277696	0	0.044431268	0.037769088	0.104783098	0.057112827
MUC1	0.021871903	0.015222573	0.011047989	0.01483919	0.006896377	0.016776513	0.021763264	0.011279891	0.007208411	0.011019375	0.008467639	0.059761801	0.04516177	0.040836161	0.090327749	0.114354823	0.15272946	0.194719724	0.250056283	0.300887435	0.318582352	0.110445853	0.027893586	0.015138061	0.008903788	0	0	0.011120068	0	0.008532239	0.000964158	0	0	0	0	0	0.00045966	0	0	0	0	0	0	0	0.005981808	0	0	0.00374476	0.009047064	0	0.007958903	0	0.053463542	0.016286774	0.018689324	0.053099063	0.077742663	0.037638514	0.01215842	0.009529436	0.018993658	0.00776428	0.008897655	0.025265499	0.027757999	0	0	0.019606905	0.007840286	0.01895393	0	0.001321756	0.001758106	0	0.001436688	0	0.001426417	0.004060207	0.002183961	0.001070634	0.001462391	0	0	0	0	0.034562814	0.058572272	0.021040307	0.037245322
KCNH2	0	0	0	0	0.0011609	0	0	0	0	0.052297552	0.03534087	0.490895313	0.399241661	0.402159144	0.703196045	0.909604131	1.343332085	1.437261964	1.922340117	2.318883866	2.734678793	2.410747947	2.025668916	1.14480484	0.001544499	0	0	0.328178541	0.403395693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007318	0	0.000227172	0.005348581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL35	0.057098489	0.038492258	0.064398282	0.068008394	0.065149855	0.101432724	0.076085667	0.11574739	0.107866678	0.132932512	0.099451816	0.192977955	0.143938491	0.128722527	0.193036207	0.220719017	0.289685074	0.37453247	0.484934397	0.599720052	0.817097772	0.823567636	0.414775311	0.294191469	0.204632898	0.295874462	0	0.050489887	0.026141536	0.064808702	0.062794643	0.082799087	0.07095001	0.075335934	0.120777951	0.064196784	0.114844506	0.044529676	0.035184929	0.009093498	0.033394658	0.006290144	0.084962463	0.132453316	0.041908774	0.033338839	0.055480903	0.055129636	0.071030337	0.031987363	0.022292996	0.0737964	0.123008906	0.141049424	0.123983484	0.12046374	0.11493372	0.06927463	0.08945064	0.088380028	0.068312669	0.036807992	0.061425864	0.066719146	0.050492085	0.007230192	0.077169543	0.098410058	0.129064687	0.093835251	0.07652704	0.11462552	0.117318196	0.07452214	0.07125809	0.079157073	0.069489729	0.085423737	0.048088465	0.075165581	0.056138316	0.008843885	0.070097673	0.062387995	0.115412577	0.075603219	0.120398459	0.289664225	0.178425854
FAM178B	0	0	0	0	0.000630117	0	0	0	0	0.013589286	0.024427389	0.362134067	0.481132872	0.367980143	0.87884898	1.129610722	1.851540389	1.615650603	2.313322166	2.860881887	3.119468315	2.157286058	0.888186976	0.287094263	0.000830725	0	0	0.052801546	0.041567457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMU	0	0	0	0.000604931	0	0	0	0.00049442	0	0.010396865	0.001203016	0.065202431	0.052712688	0.007043532	0.050486685	0.215761405	0.289037605	0.504385	0.950212532	1.239454915	1.345050417	0.16124197	0.007390253	0	0.000311522	0	0	0	0	0	0	0	0	0	0.002413202	0	0.000154748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS28	0.121523961	0.075676798	0.073460264	0.09411313	0.076806343	0.114297976	0.109746891	0.112609296	0.137585857	0.146726188	0.072231785	0.086199726	0.103302592	0.0838448	0.134599721	0.208617914	0.229240552	0.300263971	0.436798792	0.539992321	0.737481896	0.54401818	0.304596764	0.212635334	0.14529418	0.243127579	0.096701412	0.056152831	0.055098334	0.04811321	0.031213429	0.042295985	0.044317267	0.03311227	0.047419129	0.037032272	0.109311541	0.029414659	0.023504405	0.021571615	0.01871427	0.035701892	0	0.138312028	0.030545915	0.038574759	0.045714105	0.056562846	0.058331863	0.030254774	0.01413327	0.039261383	0.230543404	0.191364925	0.172077632	0.169788233	0.129508204	0.045139425	0.115233397	0.105439859	0.048368463	0.0209501	0.01940538	0.01652374	0.019999289	0	0.010856223	0.133695305	0.207220489	0.140707575	0.056310812	0.173725007	0.081812058	0.09829028	0.065527707	0.048406795	0.102907849	0.155239486	0.049125708	0.103791282	0.050818259	0.015359828	0.040514014	0.063054819	0.097662205	0.148124992	0.135968797	0.289140853	0.157896658
B3GALNT1	0.037918405	0.048578355	0.040594615	0.042270261	0.033558276	0.065173798	0.076898575	0.077996996	0.061140332	0.067975162	0.051853087	0.070072252	0.085239378	0.07113813	0.116443853	0.124211078	0.158560746	0.165464623	0.27173296	0.310812988	0.512092527	0.215718069	0.201095528	0.065745782	0.060591752	0.051026718	0.056305592	0.065106581	0.011915434	0.035307656	0.023236838	0.027432146	0.011952358	0.015589221	0.01703893	0.022174557	0.032364907	0.017447172	0.001933789	0	0.008500991	0.013452081	0	0.008602101	0.001010664	0	0.003546386	0.001694264	0	0	0.00406204	0.004937582	0.061410056	0.075119736	0.079467836	0.055939596	0.027689671	0.019799706	0.038298899	0.023063095	0.011726336	0.003741416	0.003672894	0	0.004028329	0.022637965	0	0.036847895	0.043095803	0.038984793	0.013087908	0.028290065	0.028089099	0.071785157	0.03273978	0.015948133	0.019278623	0.036493323	0.019091198	0.028053577	0.012620558	0.018674709	0.007183607	0.02160466	0.065253966	0.126574042	0.092139315	0.246263844	0.087842744
METTL13	0.045411086	0.025504887	0.025639972	0.03716186	0.034699964	0.046825465	0.055880224	0.054132782	0.041816218	0.089932499	0.042342138	0.132081448	0.111046318	0.107473593	0.157774824	0.199223925	0.274102974	0.298842901	0.379518254	0.50032458	0.649286806	0.397220688	0.315755712	0.180175053	0.070924739	0.129149244	0	0.028251738	0.015142645	0.022490412	0.018106492	0.018147737	0.015635238	0.019444907	0.039303975	0.014806907	0.023400778	0.051302699	0.014382391	0	0.008161346	0.014126357	0.035499764	0.059266131	0.01465096	0.017628085	0.019757647	0.017660007	0.013918472	0.019484133	0.005319361	0.033212258	0.043654704	0.059535206	0.054442079	0.050206627	0.027807306	0.00328677	0.024922628	0.024510676	0.020169541	0.013410843	0.011740655	0.022661598	0.015803698	0.007518557	0.035656131	0.030513311	0.044207564	0.02814204	0.014300947	0.047362633	0.024140283	0.005514011	0.021072993	0.024368881	0.013410422	0.032343182	0.01864087	0.017618178	0.016737794	0.009388736	0.011787428	0.021851845	0.049677074	0	0.012710958	0.04330033	0.017792993
PKLR	0	0	0	0	0	0	0	0	0	0	0	0.023452199	0.023401408	0.020073142	0.063621365	0.095637436	0.188880261	0.166572246	0.333358455	0.456352889	0.58503527	0.461208772	0.361675536	0.132181284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A4	0	0	0.000577499	0.000340055	0.000544814	0.000364693	0.002693409	0.000388965	0	0	0.000507229	0.0108882	0.004644919	0.004002574	0.005575216	0.026084357	0.040024987	0.054235409	0.130007929	0.193444726	0.299665817	0.067427684	0.022758667	0	0.00038291	0.001864504	0	0	0	0.002460046	0	0	0	0.00315232	0.002550368	0	0.00146062	0.002995281	0	0	0	0	0	0.050507429	0.007270564	0	0.004493964	0.001798186	0.004476541	0.003941972	0	0.002350108	0	0.00053508	0.001572137	0.000185943	0.001432368	0	0.000773212	0.002484876	0.007448084	0.001731439	0.004026987	0	0.000833373	0	0.009894319	0.001465639	0.002289334	0.001288634	0	0.003543715	0.003968746	0	0	0.001522994	0.003663743	0.006374095	0.001551671	0.006142181	0.003177435	0.002281625	0.008131558	0.001430264	0	0	0	0	0
GPT	0	0	0.000517273	0	0.000465863	0	0	0	0	0	0	0.001161454	0.008136531	0.001545879	0.008866811	0.033782511	0.055195604	0.058101515	0.164077243	0.255214119	0.382903213	0.230871386	0.106187537	0.011884778	0.000524814	0.008062378	0	0.000595058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00310896	0	0	0	0	0.000157296	0	0	0	0	0	0.001273882	0.004138296	0	0	0	0.003706547	0	0.000534206	0	0	0	0	0	0	0	0	0	0	0	0	0.008045633	0	0	0	0	0	0	0
SLC16A9	0.084669507	0.031804954	0.034181328	0.01663759	0.015341871	0.01607715	0.031412035	0.012648316	0.009489737	0.003516343	0.003513724	0.001645382	0.006668494	0.005043911	0.011068957	0.014172301	0.028295874	0.025050633	0.093527283	0.15605173	0.359623169	0.215144646	0.037904254	0.002397336	0.005826101	0	0	0.002383718	0	0.008443794	0.000149222	0.002479026	0.00687653	0.002418442	0.005908328	0	0.004649285	0	0.007699461	0.02029943	0.130987903	0	0	0	0	0	0.001365262	0	0	0	0	0	0	0.008293478	0.012664508	0.003383642	0.000500583	0	0.000862361	0	0	0	0	0	0	0	0	0.000528243	0	0	0	0	0	0	0	0	0	0	0	0.000821866	0	0	0	0	0.085088406	0.037142271	0.016511287	0.011952596	0.059582301
RNF123	0.01972262	0.021783287	0.027529626	0.031625462	0.034663152	0.035310127	0.040684819	0.060324458	0.050353403	0.07092755	0.054805038	0.104040204	0.105308394	0.116914824	0.148323547	0.145907409	0.194814162	0.204599977	0.219408692	0.251471055	0.339707075	0.470598171	0.607377623	0.564968651	0.063737099	0.113964287	0	0.02815699	0.027445762	0.047015052	0.041475095	0.04554309	0.026165209	0.038594233	0.043308809	0.033323821	0.036287952	0.015342701	0.023530373	0.030900191	0.016944492	0.019717971	0	0.015839361	0.005836243	0	0.01762363	0.032206509	0.015926841	0.001991766	0	0.024941742	0.029034765	0.042667739	0.048354865	0.032406871	0.023212085	0.012724664	0.042724676	0.036235503	0.024036049	0.021189389	0.011108694	0.012536018	0.022761621	0.006750524	0.019502841	0.031310109	0.046469979	0.03496768	0.035321323	0.05188218	0.051653919	0.029829965	0.047920624	0.063440666	0.053831405	0.052085249	0.045773574	0.031746643	0.027603066	0.014985583	0.028053763	0.027961192	0.015525031	0.033553462	0	0.05556405	0.035368562
HIST3H2BB	0.002373341	0.001789881	0.000572983	0.001081707	0	0.00090991	0.002988898	0.006017399	0.000735986	0.011701887	0.000578947	0.009900831	0.001320492	0.001112251	0.00044561	0.000874957	0.001940554	0.005432384	0.000527181	0.003561834	0.004579977	0.031939518	0	0.060824328	0.004602672	0.00337645	0	0.003679678	0.019788083	0	0	0	0	0	0.002539937	0.001820241	0.003827048	0	0	0	0	0.010899919	0.021714	0	0.002954615	0.017420956	0.002319844	0.005160138	0	0.00194912	0	0.00381738	0	0.000651155	0.002115743	0.000601596	0.000533555	0	0.002180325	0.001493122	0.002515329	0.001264999	0.001256801	0.010509551	0.000610241	0	0	0.001359308	0.000527749	0.001236933	0	0	0	0	0.006387102	0.004894139	0.001920374	0.004043213	0	0	0.005267287	0.001985328	0	0	0	0	0	0	0
ARHGAP23	0.017547146	0.023861707	0.028507276	0.032121455	0.01790858	0.043026438	0.047527798	0.060140474	0.048027557	0.016336476	0.008452108	0.016549682	0.022233745	0.016364807	0.01533595	0.032651804	0.039995372	0.080727993	0.06414118	0.086771088	0.163608693	0.181380467	0.414356172	0.594102715	0.01188489	0.003536792	0	0.011198528	0.00596288	0.022171206	0.032585722	0.01171556	0.020589717	0.035117714	0.028020708	0.02144928	0.023654522	0.033622841	0.024488935	0.043047154	0.02235376	0	0	0.026364951	0	0	0	0	0	0	0	0	0.030344605	0.045819499	0.063914015	0.064951528	0.051755283	0.033027935	0.027126371	0.02122041	0.013085948	0.000574687	0.002690594	0	0.002501881	0.008660337	0	0.034722654	0.039084003	0.025446542	0.005999608	0.032918988	0.017016632	0.028346961	0.034093135	0.041507222	0.020801745	0.041568124	0.003989051	0.021252003	0.00501978	0	0.007244974	0.013546415	0.008099908	0.269452757	0.281787987	0.279391212	0.205314277
TNXB	0.005116704	0.00334957	0.001779739	0.001752627	0.002752358	0	0.004508667	0.001141142	0.001428408	0	0.002763722	0	0.001641789	0.00307592	0.002956495	0.00433058	0.018422378	0.029162309	0.042096064	0.079136291	0.154898626	0.199944465	0.28583729	0.300730549	0.021141823	0.033460556	0	0	0	0	0.001736454	0	0.001333283	0.002513095	0.000747932	0.001970265	0.00016573	0	0.002134648	0.004136092	0	0	0	0	0.001252888	0	0.002549572	0.003829708	0.003375136	0	0.004002911	0.00129994	0	0.001255591	0.001117637	0.000815745	0	0	0	0.000537639	0.00221341	0.001838469	0	0	0	0.008753303	0	0	0	0	0	0	0.000758488	0	0.001091477	0	0	0	0	0	0.001709346	0.002686749	0.000905496	0	0	0.111182071	0	0	0.041716873
RRM2	0	0.00323596	0.001023355	0.016065556	0.021179167	0.031728452	0.080957111	0.533720415	0.013079933	0.645276874	0.00713248	0.280098094	0.120430473	0.017144713	0.061623831	0.272445261	0.11323773	0.727181433	0.24263996	0.529184125	0.961752488	1.190780111	2.476854573	1.741093688	0.470005798	0.975592845	0	0.101701452	0.147099023	0	0.042262548	0.220516607	0.475881825	0.601797077	0.517081344	1.161281553	0.692659582	0.59571541	0	0	0.021394872	0	0	0.005737764	0.013085663	0	0	0	0.002191114	0	0	0.009736499	0.312402582	0.087607547	0.359115981	0.114711065	0.083556413	0.063340686	0.30156614	0.183393716	0.423594724	0	0.001354981	0.064518048	0.019907566	0.052837344	0	0.053709508	0.106133226	0.14005571	0	0.034192075	0.066557884	0.828812834	0.74513316	0.630756054	0.594843058	0.714182487	0.005947533	0.01171089	0.307645558	0.00638167	0.012483317	0.023765213	0.020030529	0.004684147	0	0	0
PITX1	0	0	0	0	0.000436358	0.000256972	0	0	0.000671931	0.003432859	0	0.001065896	0	0.001433687	0.000592783	0.000585609	0.000396389	0.001583774	0.001231922	0.001617095	0.005673958	0.005783616	0.070798496	0.089209673	0.000393457	0	0	0	0	0	0.000374285	0	0.001196594	0.000774985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000420677	0	0	0	0	0	0.001313228	0.008257377	0.022397752	0.00833403	0	0	0	0.00077227	0	0	0	0	0	0.001097985	0	0	0.001483764	0	0	0.001175232	0	0.000402793	0	0	0.028849053	0.01169364	0.024259668	0.053112136
C5orf30	0.045952275	0.04934575	0.074778199	0.078267986	0.073183579	0.098024095	0.084465373	0.07709478	0.075358789	0.105537851	0.141806716	0.124615268	0.131864091	0.133003726	0.179472169	0.170765408	0.20445026	0.187413766	0.219581748	0.224974351	0.313170929	0.374381155	0.64475246	0.504734336	0.171197215	0.227957938	0	0.06453082	0.04588085	0.060374248	0.073968999	0.093138283	0.121859355	0.07465961	0.073103274	0.115528914	0.070174594	0.064194832	0.029058998	0.015256069	0.004816653	0	0.061331959	0.060381822	0.000456249	0	0	0	0	0	0	0.013642352	0.036130829	0.092006783	0.083491892	0.059392216	0.03593929	0.021861834	0.045457917	0.030533904	0.046357865	0.001660671	0.00702408	0.014239747	0.011089407	0.27363105	0.028361156	0.043865113	0.047470686	0.04452578	0.022075881	0.055554301	0.030843869	0.055488393	0.043202784	0.037193493	0.03039317	0.043378714	0.017886892	0.030191281	0.015254955	0	0.00924107	0.009114773	0	0.03129062	0	0.023801146	0.007689605
PIGQ	0.036623858	0.068237318	0.053451524	0.076371806	0.059214021	0.085625735	0.101105011	0.141898839	0.098416549	0.167941874	0.076250052	0.172577888	0.145701246	0.112035524	0.164415951	0.241727637	0.261809552	0.347879981	0.370506119	0.475516222	0.615558968	0.888929528	1.270981648	1.380460977	0.111267546	0.097875543	0.056305592	0.082734014	0.116469049	0.084880143	0.098660377	0.117477799	0.144080433	0.148131133	0.129469288	0.156764537	0.10413294	0.097383533	0.063608513	0.08351538	0.058419019	0.01588118	0.021714	0.070104852	0.003114513	0	0	0	0	0.044604742	0.032907376	0.02502172	0.134966178	0.097931309	0.118596308	0.100572035	0.118479684	0.077549951	0.061443189	0.07579537	0.06212285	0.028574426	0.016336951	0.018710841	0.022737374	0.017041746	0.014112209	0.087102962	0.078547354	0.081814362	0.101535225	0.123677423	0.09182622	0.121229868	0.117246721	0.125063956	0.075039632	0.070828687	0.057745263	0.071212987	0.062276319	0.011725939	0.057758518	0.042104378	0.060986224	0.095553905	0.076650457	0.109517912	0.088824272
