UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
IL7R	0.003080203	0	0.001922191	0	0.002053551	0.002418357	0.039549337	0.020998006	0.064058829	0	0	0	0.00731487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000437893	0	0.276036057	0.758403854	0.484037434	0.172769187	0.103793367	0.430887699	0.129279199	0.213504043	0.049023944	0.065863562	0.095786672	0.046368413	0.033523215	0.029454261	0.013603048	2.469338826	1.94185254	2.557069354	2.192439384	2.196504417	0.444320868	2.726691665	0.088572725	0.045858041	0.003741102	0.002386703	0.000303476	0.000487571	0.006112314	0	0	0.002695191	0.004418927	0.003713664	0.414708965	0	0	0.032906735	0.00062646	0.002427142	0	0.161720157	0.028893917	0.016108724	0.041723989	0.039258144	0.030621982	0.001160968	0.007667932	0.001548461	0.014873246	0.001473605	0.01924317	0.009880934	0.006219787	0	0.012871205	0	0.018868603	0.002930429
CD8A	0	0.000692355	0	0	0	0	0.002295471	0.000610678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000451899	0	0	0.002398121	0	0	0.001201769	0.001829639	0.003925969	0	0	0	0	0	0	0.003109638	0.006245143	0.031948154	0.053218193	0.005732876	0.102324551	0.025804053	0.006708581	0.048667099	1.341482445	1.813494951	1.107973715	0.402168977	0	0.000538934	0.000458543	0.001696413	0.001363099	0	0	0.000505816	0.000751845	0.001353839	0	0.027149165	0	0	0	0.000283945	0.002611915	0.000867101	0	0	0	0	0.001128634	0.00170153	0.000669877	0	0	0	0.001433166	0.002088912	0.002757331	0	0	0.02360411	0	0	0
ST3GAL5	0.019334485	0.009386769	0.005860328	0.00807061	0.005135441	0.009675209	0.019778484	0.017494025	0.034854863	0.00179317	0.004315345	0	0.001441462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003447551	0	0.064835626	0.078144089	0.056006605	0.061670923	0.100113151	0.051607225	0.080191169	0.073439714	0.077992214	0.061731362	0.043181284	0.411130128	0.203143559	0.238057912	0.073643016	0.160379919	0.278422956	0.2255873	0.233369958	0.246407555	0.362168434	0.479837162	0.343276766	0.041983936	0.010514585	0.012235715	0.00521705	0.00142619	0	0.027635162	0.026706878	0.031691044	0.069536074	0.092641984	0.0554781	0.045983749	0	0.535045321	0.014803075	0.01885431	0.019174019	0.120587818	0.046844847	0.11568019	0.102367663	0.174776858	0.179219573	0.025493953	0.035397892	0.043632548	0.040167236	0.02598567	0.043115641	0.50858085	0.103634253	0.054884309	0.038476452	0.077705903	0.030572101	0.007019937
KIF5C	0.003503071	0.000650941	0.001441857	0.000428425	0	0.003218585	0.001420156	0.002834985	0.001505083	0.004794662	0.000735151	0.001910764	0.00093927	0	0.000761845	0.002080748	0.000930363	0	0.00131847	0.000509169	0	0	0	0	0.001234187	0	0	0.001142221	0.00906996	0	0.000447004	0.00076563	0.001635686	0.004913561	0.002009007	0.005749241	0.006845568	0	0.000395846	0.008926566	0.004343934	0.019823898	0.139031213	0	0.076559871	0.027119111	0.017962927	0.015623054	0.023613473	0.010353825	0.109991804	0.003690266	0	0.004264774	0.001501627	0.003635862	0.001840457	0	0.003648347	0.007063221	0.007720603	0.00171288	0.002055493	0.007410174	0.001439699	0.02755607	0.029328055	0.004181987	0.006808512	0.002358326	0	0.002442482	0.003788783	0	0.000452412	0.001739386	0.01135828	0.003958934	0.021622731	0.006382059	0.013239419	0.018730936	0.001095767	0.004968696	0	0	0	0	0
BRD1	0.125522974	0.141120027	0.175969043	0.146679391	0.147334078	0.157356018	0.185434245	0.185757683	0.19869785	0.156904548	0.150916136	0.187293278	0.222374046	0.20847219	0.209632464	0.164302978	0.207975099	0.1988032	0.212692069	0.186231079	0.19932977	0.188471726	0.093438929	0.095230813	0.154849861	0.138023464	0	0.231975838	0.326961413	0.412946324	0.452053494	0.361127505	0.333234747	0.371405062	0.355415434	0.334452527	0.418870496	0.537606477	0.451277014	0.814006439	0.353157368	0.16873197	0.097317536	0.120351395	0.480586971	0.444990836	0.279078916	0.234608246	0.297569608	0.77421094	1.072335086	0.787553291	0.382978986	0.157633027	0.171601055	0.146280871	0.106270894	0.111552296	0.151944478	0.196418277	0.213337465	0.169643986	0.158029236	0.215322429	0.129839202	0.03211671	0.161715211	0.136710404	0.153697611	0.146113064	0.437773623	0.190170637	0.260172481	0.203222616	0.254065647	0.248042147	0.251122602	0.173829405	0.257283303	0.208685861	0.288196188	0.351087303	0.28987042	0.326591474	0.074106204	0.304932317	0.418728093	0.169060515	0.302854095
DUSP8	0.011806928	0.014728291	0.021034542	0.021807401	0.050530567	0.028273662	0.014588975	0.015456361	0.008194292	0.041506945	0.017692396	0.001830246	0.022169071	0.013298411	0.008004085	0.004562735	0.009357323	0.004006588	0.00871786	0.006300951	0.000966142	0	0	0	0.011808084	0.02251667	0	0.061601485	0.078474423	0.004620387	0.011227324	0.009084858	0.004014225	0.013749213	0.01393578	0.001322173	0.000947763	0.016597711	0.030894463	0.066599293	0.019510577	0.216264109	0.16996383	0.035947093	0.174808877	0.267107912	0.10121699	0.065270864	0.061717711	0.261341317	0.308872786	0.077005403	0.025190835	0.026567214	0.022324657	0.028004596	0.012899757	0.005056643	0.004763832	0.007338083	0.001904864	0	0.001671082	0.012502878	0	0	0	0.008807504	0.008033571	0.002719211	0.023785893	0.009270933	0.019329463	0	0.014395465	0.009121577	0.004805329	0.00203737	0	0	0.001176796	0.001221182	0.009206878	0.010105027	0	0.053295082	0.035271301	0	0.107096888
PHACTR2	0.41600126	0.395815205	0.450677924	0.41590643	0.380751214	0.393639499	0.438080608	0.379107442	0.309857414	0.411335416	0.410936495	0.444650423	0.399329217	0.455219426	0.457959724	0.405148208	0.403075486	0.380019529	0.365747345	0.335225441	0.262990415	0.178230912	0.059336029	0.00924061	0.530876382	0.497137022	0.056305592	0.354399731	0.313901479	0.268861157	0.106310301	0.072376194	0.075867976	0.076964438	0.095721895	0.116156464	0.075359433	0.076349536	0.009739805	0.003070105	0.026229683	0.052355516	0.144921605	0.013283265	0.578674443	0.246017948	0.243807476	0.191648111	0.09682411	0.323501373	0.998084495	0.211207134	0.268540575	0.361834187	0.375456835	0.304834605	0.214325368	0.164111876	0.313473508	0.338024594	0.395805705	0.330145028	0.348067306	0.353483418	0.38967524	0.462229252	0.180812675	0.261924937	0.359411018	0.306287163	0.351026935	0.348596261	0.267948467	0.241060572	0.258827267	0.200170991	0.394532751	0.376357919	0.327347746	0.406462267	0.421154929	0.315479451	0.106642681	0.267944906	0.535656284	0.455057122	0.34264363	0.398865323	0.394195498
CCL5	0.002207922	0.007014545	0.008609776	0.002840838	0.004684319	0.011641726	0.017608899	0.014987044	0.007567797	0.006843428	0.002076982	0.003629249	0.004188679	0.002357927	0.00396832	0.002234105	0.00088562	0.002303688	0.000285501	0.000220247	0	0	0	0	0.098188022	0.728324466	4.109552857	0.021205944	0.046027053	0.007257663	0.005902823	0.004157082	0.013198012	0.005769428	0.013952113	0.004703148	0.002468553	0.020889186	0.007048399	0.008834116	0.00925783	0.081729579	0.114987838	0.077643999	0.703588951	0.056394105	0.009208352	0.008389005	0.116670878	4.995577022	3.966363078	3.815254135	0.019267326	0.017172254	0.019181637	0.016800784	0.044097605	0.029888888	0.03330295	0.026705	0.021539318	0.010780594	0.014252931	0.246370321	0.003199343	0.00914505	0.042006381	0.045106199	0.019326058	0.039324527	0.027993741	0.026446798	0.008702723	0.007604999	0.018216782	0.005376244	0.008598138	0.005660242	0.025195609	0.009211374	0.050975197	0.047329239	0.006984034	0.002584043	0.035842358	0.069556164	0.089885028	0.022851495	0.060749031
CD96	0.009222637	0.001711565	0.006914179	0.006842474	0.002562648	0.017348651	0.022967851	0.057650405	0.085343873	0.01173476	0.005063622	0.00137307	0.019275775	0.002919574	0.002499727	0.012714591	0.017131188	0.0147024	0.00788078	0.007929636	0.006252374	0	0	0	0.011120545	0.011526167	0	0.007261508	0	0.099196225	0.451776736	0.443970129	0.191821736	0.189764041	0.378266573	0.194341624	0.214509337	0.094157176	0.175233671	0.275678966	0.01232674	0	0.082177235	0	0.62818591	0.568686228	0.493511815	0.528542184	0.640987259	0.691223895	0.730679965	0.711947337	0.031908924	0.048373878	0.048028067	0.055583781	0.066749965	0.084069869	0.005477158	0.001967434	0	0.00069403	0.002595984	0.05927091	0	0	0.016079217	0.022258296	0.01670915	0.008398764	0.305671346	0.052941627	0.045066441	0.032155024	0.031901488	0.021874765	0.002631269	0.004235307	0	0.001186642	0.000510702	0	0.006819695	0.002670789	0	0	0	0	0.003295847
SH2D1A	0.003641093	0	0.006389903	0.009858942	0.00221229	0.021261903	0.014824773	0.029344156	0.05247567	0.009610372	0.006150918	0.004547126	0.002109132	0	0.000488053	0.000727722	0	0.000637088	0.000315952	0	0	0	0	0	0.000799845	0	0	0	0.010969443	0.125599339	0.030632365	0.016821446	0.013460104	0.01102606	0.00706502	0.006927474	0.001040746	0.030228723	0.006535608	0.01258662	0.004222361	0.007875297	0	0	0.380442475	0.208367311	0.206577281	0.207358038	0.191964241	0.812613402	0.48138616	0.629973086	0.011042931	0.006167261	0.010819191	0.008092017	0.005252926	0	0.000747516	0.001154899	0	0	0.001127213	0.078318725	0	0	0.009296081	0.001511364	0.001151346	0.001708304	0.083367804	0	0.004527197	0	0.002680472	0.004330553	0.000923422	0	0	0.004655608	0	0	0.001274496	0	0	0.009199626	0.01018653	0	0
GBP5	0.138688731	0.06257249	0.061153489	0.069615723	0.070008973	0.072688331	0.087126078	0.067123474	0.061295024	0.071723022	0.054547182	0.039067968	0.037322648	0.044082115	0.024136437	0.005141372	0.004000786	0.000751031	0.001799112	0	0	0	0	0	0.054004747	0.034317181	0	0.014766694	0	0.063066238	0.04689651	0.038443571	0.011578348	0.015755947	0.025161734	0.007968729	0.004441556	0.013892286	0.010447876	0.008541888	0.010717297	0.046544093	0.087970303	0.069553135	0.299990287	0.085058825	0.166814509	0.086221716	0.085510214	0.423514176	0.499965318	0.414001588	0.008042481	0.06884004	0.088675772	0.063876498	0.042752821	0.051597551	0.03914658	0.024238972	0.032638934	0.155250534	0.083539718	0.143400665	0.025642229	0.016239185	0.385784913	0.045317844	0.027281345	0.027768194	0.038139522	0.029654442	0.008246411	0.012379949	0.006800039	0.006435532	0.00705944	0.010642537	0.002506729	0.01574948	0.011612403	0.013605	0.002354405	0.004225858	0.179989777	0	0	0	0
PARP8	0.028722844	0.034376338	0.042833449	0.025678362	0.037472996	0.056241523	0.062404409	0.086387335	0.107836001	0.042313379	0.040283677	0.028941888	0.04638609	0.056700209	0.046849525	0.016794825	0.03167238	0.024074668	0.011147367	0.006981992	0.001193283	0	0	0	0.069816456	0.075427117	0	0.126401893	0.082334561	0.111311233	0.121948131	0.099696931	0.085232195	0.084293718	0.093700816	0.086242573	0.039316821	0.061856388	0.079441746	0.100361507	0.189462174	0.245543494	0.028878857	0.054567505	0.605145514	0.274402224	0.297516239	0.212322718	0.343971186	0.951237076	1.048201602	0.765301745	0.043790672	0.081954897	0.08813467	0.108137567	0.161948892	0.57465348	0.34892082	0.292984141	0.289552728	0.188996671	0.156189085	0.399228417	0.208505233	0.252052965	0.040185567	0.28035703	0.29007226	0.335211735	0.154327907	0.17862594	0.186912843	0.148361972	0.163163416	0.160114486	0.17931505	0.281153943	0.161192857	0.306883413	0.1530095	0.07417703	0.090743086	0.137635935	0.096886123	0.277167902	0.125572237	0.222308272	0.363109606
ARNTL	0.017327657	0.015780672	0.020585687	0.015383426	0.017293717	0.013973213	0.038271133	0.021927251	0.023226409	0.02566931	0.020443566	0.008915712	0.021700917	0.016775744	0.013852163	0.008792682	0.008315736	0.006293005	0.005358985	0.001476991	0.003018412	0	0	0	0.012547979	0.025476081	0	0.035658346	0.075683841	0.051573988	0.020376779	0.011802876	0.017882256	0.010841967	0.013504083	0.014628064	0.007836774	0.013007837	0.023724541	0.036079296	0.012361606	0.067819483	0.063974493	0.032156555	0.205381693	0.220614749	0.105870746	0.079631981	0.111349476	0.261593516	0.417929981	0.493111549	0.029919964	0.012336638	0.019354528	0.010281536	0.006921046	0.011667315	0.014484021	0.03607492	0.040935864	0.132793389	0.129811952	0.12647799	0.095285895	0.076978128	0.091226794	0.010535649	0.035275601	0.02658784	0.138330525	0.0255904	0.042948037	0.026970574	0.025179897	0.026125566	0.047883324	0.025077865	0.054653845	0.057815603	0.062989304	0.069721727	0.035622229	0.056847056	0.042983165	0.060794582	0.06419192	0	0.00342189
FAM102A	0.016940179	0.015676629	0.022120049	0.021065928	0.025182723	0.013777284	0.031470477	0.031937989	0.012265634	0.009230581	0.005149939	0.012692155	0.007981096	0.006927494	0.010612536	0.004448143	0.007649167	0.009330373	0.006705718	0.00553886	0.007561591	0	0.022280615	0	0.006768983	0.008806083	0	0.026454297	0.01647265	0.0224725	0.026619246	0.043093633	0.04678164	0.066107721	0.049444827	0.056602226	0.046456318	0.060789102	0.065080191	0.132983789	0.039394658	0.202418465	0.095892216	0.105760973	0.356563183	0.474023544	0.543075552	0.481029367	0.546928563	0.47669924	0.507807906	0.055210251	0.070230333	0.017045051	0.018453975	0.014161753	0.011351394	0	0.017554138	0.025439776	0.011593257	0.004410925	0	0.042476726	0.002549196	0	0.01081665	0.015876544	0.025000044	0.019537717	0.013759169	0.012704865	0.018802586	0.076269779	0.036440292	0.045432096	0.023350521	0.020804023	0.024039041	0.012176898	0.014396812	0.008249758	0.029490605	0.017020756	0.115482099	0.04965502	0.044860037	0.039036715	0.039840579
RALGAPA1	0.215818504	0.16710623	0.184999035	0.170564932	0.143152089	0.168122421	0.179327308	0.187860309	0.185786644	0.177624467	0.159420555	0.188326119	0.197877748	0.177877438	0.180038136	0.159091048	0.173029605	0.153916932	0.151536898	0.151273156	0.130292475	0.120758704	0.059106675	0.049974226	0.158932938	0.108351986	0	0.233655331	0.170382286	0.247342333	0.204104541	0.187764105	0.142257136	0.190302588	0.197104848	0.163254881	0.126597699	0.253616767	0.148426846	0.250655989	0.144068138	0.228595486	0.075559618	0.222132573	0.351324281	0.31373312	0.310512987	0.198797456	0.231977372	0.592587734	0.585579461	0.489225569	0.127116225	0.172828503	0.180594522	0.182797042	0.126713182	0.197242177	0.147312669	0.131364248	0.191055132	0.126622913	0.11422773	0.260241601	0.130538892	0.041435303	0.169804764	0.162007818	0.16988328	0.1582274	0.198268614	0.20840214	0.199059722	0.137705925	0.16721476	0.211392094	0.133455863	0.151615084	0.161781756	0.155091722	0.154657828	0.132734531	0.23059168	0.129085555	0.120999674	0.270753226	0.0804839	0.176168798	0.151443417
STAT4	0.163736893	0.134885316	0.078952489	0.075252991	0.074510962	0.071404661	0.095729987	0.050474837	0.035892727	0.03705397	0.04431359	0.011260906	0.0261745	0.018088926	0.013996565	0.012127026	0.007727068	0.004493804	0.006493884	0.001279237	0.001009927	0	0	0	0.050782765	0.054293197	0	0.145829386	0.151275962	0.033076937	0.07882501	0.042697244	0.022171457	0.016057816	0.016907475	0.015046143	0.017151783	0.018148161	0.015491702	0.015372991	0.005099875	0.068412084	0.029454261	0.019478936	0.53834975	0.640886099	0.645849614	0.602445324	0.833162017	0.995195417	0.963754909	1.14719697	0.041884801	0.069884695	0.072409476	0.111123996	0.076927799	0.02466129	0.020641924	0.023141809	0.007207431	0.005141431	0.010338631	0.163121842	0	0.008330765	0.042893304	0.061336188	0.035381252	0.042257989	0.049602866	0.047510711	0.07890554	0.053125982	0.058183819	0.069228754	0.029043048	0.019844933	0.045080219	0.041878294	0.024178549	0.064744635	0.114018197	0.077857686	0	0	0.016554001	0	0.005421877
GATA3	0.099476502	0.09236553	0.066562434	0.037727296	0.005624028	0.009500531	0.046615491	0.007853681	0.002140575	0	0.005230976	0.001834478	0.002809665	0.000866607	0.00046023	0.000498739	0	0	0	0	0	0	0	0	0.000546778	0	0	0.001071619	0	0.009452279	0.00208103	0.000798728	0.002864863	0.002271032	0.001413121	0.000678966	0.001360454	0	0.004567021	0	0	0	0	0.005267862	0.540098025	0.300429166	0.18811954	0.123499661	0.11159096	0.427593011	0.489001314	0.439245114	0.020287823	0.001229286	0.011699779	0.000297939	0	0	0	0	0	0.003180119	0	0.053861724	0	0	0.007034884	0.000193546	0	0	0.159499008	0	0	0	0.003218377	0	0.000926093	0	0	0	0	0	0.001087988	0	0	0	0.012290718	0	0
LYAR	0.070502969	0.067541212	0.063201489	0.110154369	0.100258297	0.197546772	0.200403739	0.308957023	0.1797744	0.347609884	0.185698408	0.69590143	0.559980013	0.641952788	0.870861166	0.962296607	1.055182839	1.246522091	1.281151368	1.537487477	1.577071147	0.910245303	0.271610175	0.128309393	0.389263407	0.459196739	0	0.121546706	0.072971583	0.022120571	0.094645751	0.182627057	0.141318217	0.102904443	0.196859873	0.117181018	0.474859726	0.118929544	0.008179608	0	0.021251361	0.006985731	0.083043262	0.017526471	0.540671125	0.194891369	0.094727086	0.068598147	0.135375181	1.526338869	1.885405839	1.219280096	0.315785583	0.425794499	0.407129172	0.399430647	0.255684408	0.02176558	0.203901678	0.154071649	0.161038717	0.086288941	0.125631704	0.279223849	0.126872532	0	0.050491451	0.221724905	0.289254941	0.209406949	0.023267113	0.121112859	0.064965891	0.08915236	0.077486888	0.070923793	0.143664525	0.208221589	0.073581087	0.095238735	0.116080323	0.026492787	0.01920257	0.078207652	0.042484203	0.131243643	0.099478074	0.163616602	0.15254441
LAX1	0.015103626	0.004138724	0.006242474	0.008726435	0.007673882	0.012198297	0.016482281	0.016067533	0.011691264	0.00244572	0.004477023	0.001902921	0.005281399	0.003932713	0.005482815	0.001257468	0.00191428	0.000519831	0	0	0	0	0	0	0.001330032	0.001864504	0	0.126908637	0.111916334	0.005261136	0.014656001	0.012968027	0.014144754	0.019336451	0.014081712	0.018412298	0.009998557	0.073451206	0.015724732	0.01876074	0.004265608	0.017108892	0.03896317	0.154596558	0.188221413	0.258993005	0.081351466	0.080823447	0.070713592	0.195871128	0.223067872	0.25826637	0.019946436	0.014310061	0.013507164	0.022582784	0.013036157	0.014029231	0.007940535	0.009920812	0.005156452	0.001037415	0.003289694	0.025221868	0.003570089	0	0.003586522	0.013112751	0.007229353	0.009399927	0	0.013948452	0.00587574	0	0.004918266	0.006784403	0.003755105	0.004726296	0.002916618	0.00610723	0.000680941	0	0.004890968	0.008298284	0	0	0.004272984	0	0.005804671
TNFAIP3	0.271746007	0.28505742	0.153579572	0.103728204	0.136606169	0.09253611	0.19407976	0.163964179	0.101699146	0.086100269	0.060863788	0.09334607	0.120113012	0.059693197	0.041828517	0.050275001	0.038237484	0.037115642	0.034027228	0.017464123	0.003355182	0	0	0.004527006	0.047694498	0.046283399	0	0.47796494	0.446627007	0.187174701	0.221137118	0.30027463	0.331312847	0.678454998	0.500301079	0.349248269	0.274115877	1.186040799	0.608441386	0.9822123	0.558513146	0.676442937	0.205772966	0.498840834	2.54863139	3.036067851	1.958914724	1.530333653	1.341540544	2.311902702	3.382891083	1.361041173	1.30598015	0.105448215	0.116162348	0.107605914	0.131805818	0.228910553	0.18038164	0.312749433	0.357722936	0.831389792	0.526118452	1.303297681	0.394409416	0.060676045	0.463456693	0.161134647	0.197743357	0.181451553	0.427417491	0.138237142	0.130480281	0.150212244	0.192980933	0.301774011	0.296228875	0.241724747	0.271085695	0.259090325	0.413313406	0.325896005	0.563740137	0.165509326	0.024460018	0.261816165	1.000856549	0.816604822	1.65123833
GPR65	0	0	0	0.001667398	0	0.002251765	0.007212443	0.009366959	0.01749548	0.002339281	0.001121466	0	0.002989826	0	0	0.000450466	0	0	0	0	0	0	0	0	0	0	0	0.291043697	0.367993218	0.014244596	0.033263887	0.028251984	0.013851771	0.011257364	0.026910483	0.011824925	0.040569096	0.030068748	0.003870451	0.008899724	0.040591376	0.208510827	0.298169786	0.037159347	0.29798627	0.263905134	0.136830261	0.172391589	0.135091652	0.423371161	0.964561484	0.983080417	0.080572168	0.016891634	0.012299533	0.01697534	0.004769506	0.002728073	0.114415393	0.162223218	0.218007758	0.264118116	0.203581975	0.257138653	0.285663732	0.176267626	0.321611231	0.056957937	0.116160088	0.100940326	0.033002686	0.09798932	0.204352133	0.066630638	0.213196895	0.234406573	0.283431724	0.134891597	0.432424674	0.151249564	0.384307468	0.771150307	0.371004069	0.575600543	0.009831918	0	0.023027383	0	0.010383392
KLRG1	0.105968772	0.069850846	0.094151798	0.083074268	0.109786756	0.059764528	0.084587545	0.06599978	0.040158427	0.098775943	0.140466655	0.072192454	0.042268703	0.032701337	0.043012528	0.038850738	0.036000202	0.024420623	0.038533777	0.032621592	0.04860359	0.095431608	0.026272354	0.006956964	0.0940722	0.023819006	0	0.065454499	0.012185734	0.021008598	0.017560279	0.027053118	0.020483816	0.04287882	0.024321929	0.014277895	0.023293891	0.040862317	0.00750808	0.014708248	0.006577421	0	0.035499764	0.011487236	0.066748348	0.03243791	0.018723698	0.01854983	0.014985305	0.361827274	0.371155678	0.122423827	0.099071052	0.066831104	0.078799149	0.049534687	0.04837973	0.035652228	0.046293384	0.062664007	0.049819461	0	0.005962934	0.029925094	0.012521768	0	0.01179306	0.048605499	0.063905055	0.033619121	0.004547106	0.052517411	0.020008601	0.020760231	0.013093561	0.014411626	0.048515996	0.067501096	0.032158384	0.029569061	0.054915698	0.015744984	0.010604243	0.045392135	0.010306668	0	0	0	0.002729828
