UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
CD34	0	0.006588553	1.251609079	0.110618122	0.215644154	0.001695596	0.018048736	0.011827554	0.790937576	0.190720293	0.031882359	0.006976614	0.006638687	0.005487368	0.001631981	0.000878553	0.007058737	0.01890784	0.011573498	0.434463675	0.029774992	0.012090693	0.002619824	0	0.001654176	0.00520932	0.001943641	0.004645218	0.760626849	0.536511356	0.92461648	1.494213422	0.358946802	0.628128617	0	0	0.031405603	0.004660603	0.008508888	0.004639979	0.005679206	0.004124042	0.035066514	0.00184766	0.022111593	0.024695661	0.021041153	0.048850578
CYTL1	3.452342043	0	0.005991968	0	0.001690704	0	0.005823711	0	0.012578988	0	0	0.09390956	0.019674799	0.011122354	0.001626524	0	0.011016322	0.004956952	0	0.484356493	0	0	0.032529126	0	0.001294199	0	0	0.018365803	0.047794821	0	0.1007714	0.542899444	0.127641298	0.092555138	0	0	0.037866812	0	0.000900176	0	0.006624369	0.006336277	0.008040775	0.000575013	0.001156677	0.000322607	0.004943938	0.009364329
JAM2	1.263124027	0.073160919	0.225861064	0.051809323	0.200393855	0.025177235	0.020426774	0.054701209	0.07201026	0.016093104	0.017409547	0.064908201	0.007349819	0.005329481	0.009513199	0	0.037638026	0.013981477	0.051095505	0	0.046577059	0.025506723	0.005494995	0	0.003816721	0	0.008797953	0.004213638	0.937988792	0.579564836	1.72619762	1.478962234	1.222673939	0.009137767	0	0.004168893	0.02206478	0.007419993	0.018416076	0.005982332	0.007732587	0.00726587	0.01012666	0.00429288	0.028355387	0.013649302	0.006325713	0.015480047
RBP5	0	0	0.053522229	0.028797814	0.020880477	0.032256816	0.002296789	0.012050871	0.038982413	0	0.091602446	0.005184029	0.009008894	0.005744899	0.017785646	0.009102214	0.008914262	0.030695168	0.003245728	0	0.006888771	0.002504529	0.012363083	0	0.016993275	0.053679094	0.029616184	0.059929167	0.01443468	0.001530987	0.02284434	0.408398255	0.151792485	0.0088889	0	0	0.028540795	0.000852638	0.009150524	0.011954821	0.030455527	0.058040442	0	0.008160035	0.006623448	0.00185502	0.010018677	0.010609855
RAPGEF3	0	0.029283536	0.033449002	0.034421022	0.010035568	0.004345782	0.027293552	0.009656299	0.060259271	0.016117187	0	0.006778624	0.055628771	0.003887616	0.006476805	0.036056383	0.003909364	0.007750241	0.005099067	0.148329378	0.037666304	0.001359152	0.011108285	0	0.02403602	0.00624781	0.002179347	0.035937038	0.208457125	0.11658745	0.3675486	0.569585143	0.361954273	0.048041094	0.008515085	0	0.031216009	0.053655492	0.01223199	0.038544824	0.054493547	0.068964429	0.050591925	0.085032447	0.097683787	0.065709399	0.202164777	0.261584805
ARHGEF15	0	0	0.002801676	0	0	0.012488998	0.014360742	0.001567785	0	0	0	0.002805883	0.002671179	0.003761206	0.006137088	0.020711085	0.001279581	0.005021043	0.002477324	0	0.000956249	0	0	0	0.002268257	0	0.008810726	0.003508186	0.445569158	0.444688548	0.391513662	0.546094316	0.33633699	0.161589422	0	0	0	0.003446765	0.003160069	0.00574841	0.000758713	0.002602541	0.008460096	0.013056294	0.00175535	0.002885069	0.00320557	0.01455435
ECSCR	0	0.008585297	0.008726881	0.01799806	0.007879304	0.003971207	0	0.015199527	0	0.016117187	0.004949294	0.010379752	0.178177351	0.044077521	0.001477862	0	0.002121264	0.073522905	0.026669642	0.441955525	0.005802536	0.008465265	0.010318113	0	0.002196194	0	0.001542081	0.015595048	1.020096084	1.175254086	1.61596773	1.899089137	1.30581919	1.797252986	0.002576013	0	0.008302578	0.006822432	0.015029096	0.023115427	0.011391581	0.008332916	0.001318564	0.007524227	0.028965568	0.012974257	0.077734111	0.053775801
PDE2A	0	0.003258691	0.031265796	0.00918374	0.044797032	0.142826659	0.041268965	0.119388576	0	0	0.007471442	0.084162873	0.061413	0.076646855	0.069879912	0.011464471	0.069662143	0	0	0.262809121	0.002014915	0.008774221	0.024317289	0	0.034760801	0.104688601	0.017126095	0.071233207	0.019847579	0.024537825	0.010703294	0.684240973	0.326003149	0.918267377	0	0	0.001969073	0	0.006285587	0.007764154	0.018922892	0.037820541	0	0	0.03774952	0.001635194	0	0
RBP7	0	0.006095094	0.018601751	0.012589914	0.006408479	0.017680263	0.06427134	0.013991551	0.181334231	0.256919204	0.026400382	0.315154459	0.417337053	0.884820078	0.6449732	0.000878553	0.066184051	0	0.004869954	0	0.010743986	0.010491547	0.024524214	0	0.008679526	0.018605163	0.022515711	0.003909723	0.106142247	0.014694124	0.509267378	0.980320206	0.256429102	0.250377411	0.021103914	0.023627629	0.081699283	0.101483715	0.059070484	0.013628058	0.011770751	0.017211984	0.031309396	0.031358013	0.024936247	0.102835705	0.111636314	0.392233134
ABCG2	0	0	0.012224247	0.07141059	0.129544815	0.056305761	0.025792271	0.048427704	0.005008202	0.020569642	0.02847781	0.097365252	0.38385295	0.018482719	0.012995689	0.018325797	0.027836861	0.009754561	0.022137487	0	0.063938331	0.021790101	0.022066536	0	0.029193977	0.055383581	0.015157834	0.009465647	0.079559389	0.016360801	0.12779517	0.595935843	0.450730746	0.036567773	0	0	0.028341437	0.022253097	0.012798882	0.009410589	0.017098836	0.015094204	0.015490889	0.022161456	0.034260229	0	0	0.016245961
ABCB1	0	0.070536759	0.054504015	0.007083509	0.017225254	0.012057581	0.032168516	0.001666206	0.146798147	0	0.046062319	0.015556742	0.021779637	0.010709796	0.004886379	0.056555915	0.067093707	0.013390899	0	0.051279027	0.020542186	0.241632206	0.420428684	0	0.154263649	0.010877814	0.099682423	0.110624325	0.091636113	0.090400513	0.176652219	0.630977799	0.24641515	0.005767887	0	0	0.003744875	0	0.00816302	0.003334838	0.017786076	0.01046759	0	0.001618165	0.000897973	0.002101091	0.002446998	0.004028312
CPXM2	0.812135258	0.075399569	0.50073285	0.069254921	0.078818199	0.013686252	0.287703756	0.102421649	0	0	0.053612115	0.00578841	0.004671777	0.005059476	0.009417063	0.006891693	0.011650533	0	0.111178655	0	0.003018918	0.002750687	0.002443612	0	0.002606593	0.010674745	0.015637621	0.001222834	0.003927205	0.015186622	0.084247169	0.665908429	0.205539745	0.174181656	0.034394904	0.015113318	0.213288996	0.104434366	0.014555464	0.01051747	0.023543538	0.006145074	0.026876633	0.029361346	0.036522365	0.111738263	0.009135748	0.088514483
SPRY1	0.963716023	0.321822741	1.186952401	1.339013914	1.275939705	1.346741614	0.796975326	0.811358308	0.787219503	0.053750604	0	0.124711458	0.34623427	0.066209778	0.046048319	0.015027189	0.074816791	0.06933428	0.225132271	0.616048206	0.05297261	0.169535659	0.10058646	0	0.17466291	0.02216887	0.076034619	0.11709508	0.216204497	0.187948567	0.202598316	1.93923316	0.56576952	0.948239712	0.10425879	0.429897674	0.980350049	0.543135932	0.12077562	0.169534732	0.183034613	0.253712083	0.265188287	0.175187154	0.167637614	0.832206535	0.179190937	0.412409643
VWA1	0.440236518	1.704983383	0.149387462	0.088878346	0.275803874	0.179770412	0.446085007	0.238962522	0.005454118	0.225169253	0	0.006193894	0.005230596	0	0	0.004958888	0.007041204	0	0.339686313	0	0.008696292	0	0	0	0.006322605	0.025089072	0.006470769	0.001224063	0.102137714	0.115878944	0.101719885	1.141359521	0.326782435	0.08569266	0.753175686	0.267985487	0.335950937	0.413434967	0.202001859	0.383711685	0.348711381	0.577187498	0.156446414	0.467218228	0.393618715	0.847228529	0.271921106	0.390081721
CLEC14A	0.383160777	0.003976059	0.119856702	0.112559175	0.131300394	0.064567496	0.033228251	0.015897075	0	0.105033683	0.004775374	0.039833716	0.025802318	0.026808175	0.00719342	0.065256331	0.009322091	0.022305711	0	0.087910032	0.004448922	0.018012739	0.017206767	0	0.001056891	0	0.003132601	0.040672675	2.234226073	1.589212674	2.653922564	2.087221145	1.730543939	0.345508364	0.039422183	0.04358638	0.017868762	0.015984734	0.017892288	0.024137948	0.028220106	0.00789496	0	0.007668668	0.042122192	0.017022179	0.00655911	0.015866873
FAM241A	0	0.149159846	0.231088445	0.068640508	0.097261553	0.296882412	0.101368344	0.300370755	0.393801471	0.045433224	0.128907537	0.185108235	0.237060537	0.164334441	0.182273579	0.325115209	0.214524428	0.270897987	0.096643048	0.13327178	0.113020575	0.106124315	0.034238183	0	0.342141798	0.161994748	0.058402412	0.213584222	0.346716409	0.171850882	0.558666421	1.131456087	0.574221909	0.384069421	0.100537389	0.007373487	0.148827698	0.10630023	0.031068277	0.253901114	0.201935691	0.392077432	0.064575724	0.087200579	0.105632778	0.141628533	0.190252224	0.209361398
TMEM255B	0	0.052257236	0.022504525	0.012138526	0.037103371	0.013687624	0.051413072	0.010089619	0.028574356	0.030184837	0.010762466	0.279359871	0.147851369	0.068635228	0.06991007	0.015702146	0.183550142	0.004569464	0.442361928	0	0.018233629	0.002501123	0.004161991	0	0.009756155	0	0.041218481	0.318527081	0.53651792	0.214926838	0.530864735	0.931854549	0.844287952	0.801087608	0.199573784	0.111231765	0.010604042	0.033449126	0.011185744	0.041526085	0.031161438	0.009220435	0.004649021	0.006274684	0.01174858	0.012670335	0	0.007018174
HSPG2	0	0.960815834	0.933786781	0.553705332	0.630040212	0.403699311	0.898898927	0.698697529	0.401575645	0.030173879	0.085199212	0.026781827	0.035169603	0.0171493	0.004457866	0.001661197	0.05491429	0.134648509	0.031720432	0.139189059	0.056458405	0.039440525	0.025596122	0.080048595	0.04881511	0.073267646	0.018252397	0.257108313	0.188709282	0.041018419	1.707352588	1.839219053	1.71297659	0.650799774	0.29507613	0.053481363	0.526977236	0.312372095	0.191455276	1.081267604	0.246061872	0.501488355	0.111758283	0.275287897	0.200543226	0.328223986	0.12848757	0.141912873
AQP1	0	0.947614668	0.089436022	0.177241402	0.276610233	0.20854147	1.056322756	0.314282378	1.197446406	0.127900723	0.085780672	0.034386142	0.03692064	0.031314744	0.077212422	0.05833524	0.034404624	0.107160338	0.019706817	0.242671106	0.062815169	0.016875496	0.049632619	0	0.051686105	0.073273613	0.0835341	0.032794911	1.861682428	2.487641898	1.889161273	2.339709791	1.993144843	0.082572254	0.007508115	0	0.048965294	0.054047358	0.103995181	0.620736147	0.127522887	1.104371461	0.138647464	0.021542201	0.07670153	0.037236322	0.036045591	0.183844655
MYCT1	0	0	0.002066975	0.018062219	0.0017676	0.008198655	0.002542738	0.006565706	0	0	0.035833487	0.005281108	0.007198845	0.003192014	0.000702897	0.032844122	0.003252212	0	0.006471425	1.177639042	0.006713729	0	0.01313673	0	0.030832883	0	0.000981049	0.001007102	0.817008486	0.504903864	1.017832387	1.112908749	1.092872316	1.06169651	0	0	0.005706249	0.000965475	0.234669064	0.005206443	0.011895193	0.003785428	0.028124998	0.003887432	0.012909828	0.002211387	0.006432214	0.0136501
SOX17	0	0	0.000745683	0.002524692	0	0.008075144	0	0.003479989	0	0.021438543	0	0.006174882	0.019970482	0.001295962	0.006397686	0	0.019593144	0.005357437	0	0	0.003450196	0.003376289	0.00135532	0.479393831	0.002535735	0	0.003351879	0.004880994	0.5926743	0.151451834	1.526201816	0.869461615	0.08170197	0.011511192	0	0	0	0	0.001517835	0.012946516	0.006071768	0.001976125	0	0	0.008203764	0.00126966	0	0.035690161
NPDC1	0.812135258	0.186142349	0.612244843	0.365382054	0.379551494	0.238021083	0.297050966	0.315807955	0.933150673	0.032066177	0	0.071359942	0.013929319	0.026098621	0.015783034	0.030556105	0.042292171	0.146964465	1.755735764	0.207697289	0.015590165	0.052282747	0.02238287	0	0.113671425	0.161722847	0.007822684	0.013186995	1.350123308	1.483803774	1.987219533	2.098880531	1.813375438	0.282759193	0.340171761	0.555126772	0.304832418	0.590539223	0.038713122	0.031115348	0.132636487	0.062597006	0.208504115	1.291041193	0.622220369	0.885658326	2.264126195	1.724909974
TPD52L1	0.812135258	0.296729113	0.058623776	0.062199986	0.418832461	0.003641915	0.167959094	0.075117131	0.452012532	0	0	0.021492234	0.128714063	0.016537763	0.013175708	0.030187343	0.025838904	0.002257759	0.122486204	0	0.028967313	0.026771436	0.012531021	0	0.031105295	0.112511654	0.025944305	0.028886779	0.019209794	0.006377034	0.140956278	1.062085581	0.468804687	0.07254968	0.234524787	0.866008302	0.336154422	0.576293702	0.050795666	0.052139173	0.175565723	0.515584405	0.221353518	0.510550586	0.616415286	1.239790415	1.869924988	1.589068079
GASK1B	0	0.97685587	0.296769665	0.120968271	0.085514999	0.009142453	0.03951155	0.059122926	0.078055967	0	0.066353428	0.560834325	0.080628798	0.580759689	0.317781837	0.041212782	0.20707992	0.005506362	0.015567306	0.045349793	0.029941032	0.002620361	0.004092348	0	0.007264571	0.012513699	0.002575928	0	0.076527538	0.013167059	0.205996126	0.820229247	0.248686792	0.156614021	0	0.005894244	0.066622047	0.007967829	0.034865999	0.311012479	0.030344289	0.052692952	0.01012666	0.003334361	0.023279435	0.005790816	0.014956996	0.0027083
SOX18	0	0.003655716	0.009909179	0.007793987	0.001708583	0.00161402	0.014360742	0.006820446	0	0.018048098	0	0.00460098	0.006104881	0.005694979	0.004885594	0	0.00094884	0	0	0.205708761	0.015007287	0.001046556	0.011481642	0	0.003422425	0	0.005723133	0.023874507	0.970497189	0.675429172	1.322395255	1.194549602	0.989211466	0.585949421	0	0	0.000763906	0.012151827	0.004573113	0.012767881	0.014818848	0.003254842	0.012257857	0.000605104	0.006619762	0.013298195	0.007077715	0.001697398
PALMD	0	0.644974369	0.152629867	0.113982239	0.107497895	0.034713139	0.009040771	0.038829396	0.292159543	0.016093104	0	0.015900479	0.01402525	0.010785546	0.006926812	0.001776364	0.019377705	0.002183091	0.013183419	0.099859666	0.001469055	0	0	0	0.005507038	0.014320795	0.005436426	0.004284504	1.121707022	0.178248967	2.056832942	1.447245972	1.301729229	0.194266961	0.14716457	0.183112237	0.533455024	0.183671581	0.856513563	0.022265272	0.123621681	0.01036124	0.152788475	0.094854601	0.137105032	0.730969888	0.342815191	0.511943041
C2CD4B	0	0.002648113	0.001237112	0	0.001465196	0.00317734	0.006651621	0.001399457	0	0.069340046	0.004909919	0.002224485	0.000367026	0.00190445	0.005322977	0	0	0	0.667621937	0	0.006196606	0	0	0	0.001440172	0	0.001685419	0.001252915	0.082598873	0.091209231	0.319872048	0.645516583	0.546901995	0.136574896	0.007632066	0.064809051	0.016922913	0.107961824	0.083172054	0.000803053	0.001639333	0.006435724	0.043889536	0.072043338	0.011898952	0.028009897	0.015929427	0.024275536
HAPLN3	0	0.563543641	0.077012262	0.100298148	0.069018664	0.051227731	0.158965666	0.202217016	0.129526021	0.014056692	0.500212137	0.057558901	0.018581159	0.02494476	0.044271312	0.06522424	0.13040147	0.035970432	0.006211167	0	0.037099711	0.027918165	0.027878242	0.073948464	0.09930362	0.336497722	0.022103888	0.011602317	0.04104812	0.025324969	0.14461955	0.656954306	0.293619797	0.250912448	0.060372211	0.087304373	0.132541012	0.098728406	0.005959348	0.00905668	0.057317152	0.065406528	0.04208553	0.122661533	0.093006266	0.267928793	0.019046817	0.160465638
RUNDC3B	0	0.012038829	0.016443474	0.003144384	0.018914253	0.003985611	0.050213936	0	0.003853014	0	0	0.014605107	0.014794301	0.004656778	0.008025489	0.051858249	0.011708589	0.009260998	0	0	0.003697204	0.020630748	0.026087873	0	0.009000904	0	0.00120356	0.001580491	0.033361886	0.032656058	0.113529772	0.341512575	0.051966549	0.003599955	0.055025072	0	0.010827574	0.003868579	0.035221851	0.034826886	0.008962692	0.011116243	0.12482333	0.000692541	0.004138459	0.001931535	0.004943938	0.08329682
FOXP3	0	0	0.000345931	0.001468632	0	0	0	0	0	0	0	0.003239143	0.000921068	0.003426997	0.003486969	0.010590248	0.001320489	0	0.037061449	0	0	0.001524951	0.001012267	0	0.007839915	1.643772245	0.000784718	0	0	0	0	0.002856795	0	0.000868547	0	0	0	0.000559454	0.001020474	0	0	0.004187524	0.000916592	0	0	0	0	0
IL2RA	0	0	0.016089488	0.013566224	0.001070738	0.001910464	0	0.003375317	0.004345107	0	0.398334005	0.360861343	0.042207995	0.030628211	0.024185784	0.190088611	0.137638722	0.036020996	0	0	0.006132736	0.042575516	0.0469523	0	0.258410688	2.773200528	0.157031324	0.120409801	0.007848418	0.004751155	0.008767689	0	0.025370882	0.028216583	0	0	0.002906791	0	0.004557648	0.00137592	0.011746227	0.009362197	0	0.00084623	0	0	0.001649725	0
CTLA4	0	0	0.003352804	0	0	0.009793753	0	0	0	0	0.144599097	0.017194265	0.000791007	0.003730076	0.004426208	0.231256915	0.037331778	0	0.108367812	0	0.007976597	0.137454612	0.00718385	0.093645285	0.181137981	1.763713938	0.017846184	0.008122046	0.00132376	0	0.002188217	0	0.002023323	0.008991434	0	0	0	0	0.000533486	0.003221729	0	0.000872703	0	0	0	0	0	0
ICOS	0	0	0	0.000940988	0.001978175	0.001423903	0.003784116	0.001329263	0	0	0.002513865	0.007506597	0.123830238	0.001700711	0.005412029	0.003870926	0.003465346	0	0.005365609	0	0	0.27624234	0.019912906	0.127661398	0.595414092	1.744731117	0.002788372	0.007830509	0.007047989	0.003309392	0.001148055	0.001286841	0.004342065	0.000914173	0	0	0	0	0.002322123	0.002194522	0.00079512	0.003538227	0	0.000687694	0.015656661	0	0	0.002755983
CD28	0	0	0.000445568	0.001382941	0	0	0.002579177	0.004972233	0	0	0.007777204	0.02652284	0.002434267	0.00074577	0.000742801	0.008767303	0.004544455	0	0.003116268	0.024076803	0.026814029	0.17223568	0.003943463	0.261159981	0.521078392	1.440489622	0.008396375	0.00500966	0.000887505	0.001430465	0	0.005717404	0.002606041	0.000563873	0	0	0.000761405	0	0.000823795	0	0	0.001723028	0	0	0	0	0	0
LINC01943	0	0	0.144438756	0.103655747	0.043122225	0.16210054	0.002503928	0.024563071	0.13362115	0	0.04218303	0.052614241	0.039945058	0.099260691	0.041668308	0.144293019	0.085762663	0.020725189	0.006705591	0.110259748	0.257749632	0.243234772	0.0388277	0.080048595	0.191850226	1.737104884	0.010409175	0.012789277	0.006965044	0.001270919	0.039305038	0.057187073	0.03587228	0.191447655	0.004847042	0.00432606	0.009702863	0.001498362	0.019782416	0.011052971	0.039095339	0.006525054	0.005343539	0.005929384	0.061455436	0.003744187	0	0.001039229
TIGIT	0	0.006642893	0.004228411	0.007366092	0	0.002379455	0	0	0.004149364	0	0.011749245	0.003772668	0.00554271	0.001976271	0.000997934	0.001903418	0.004592784	0.001839784	0.006211167	0	0.032995422	0.843247162	0.412037077	0.473274029	0.108355261	1.641451634	0.033403245	0.016378001	0.002680534	0.003431831	0.001018433	0	0.00917699	0.01170747	0	0	0	0	0.004706519	0.014482461	0	0.006675821	0	0	0.001113477	0	0	0
LINC02195	0	0	0.000489384	0	0.012537764	0	0	0	0	0	0	0.003460174	0.00053037	0	0	0	0.001106252	0	0	0	0	0.071523167	0	0	0.040151783	0.502815599	0.002329695	0.003097301	0	0	0	0	0	0	0	0	0	0	0.001052076	0	0	0	0	0	0.003325067	0	0	0
BATF	0	0	0.01938063	0.003605127	0.0613746	0.012213054	0.02198179	0.016664281	0.005008202	0.435489471	0.344855658	0.149711632	0.083715971	0.234853549	0.127216153	0.09505542	0.159605335	0.027857942	0.154763798	0.312969112	0.191290302	0.497539496	0.371071532	0.218326741	0.88132192	2.25794902	0.224026712	1.180265818	0.013151603	0.012827243	0.010962294	0.039797768	0.028220494	0.094760565	0.223898239	0.028781714	0.202886635	0.152815417	0.105897597	0.019521934	0.201686835	0.131228327	0.067888196	0.14711604	0.200393727	0.196186952	0.194920821	0.041646062
CCR8	0	0	0	0	0	0	0	0	0	0	0	0.000782695	0.000759732	0	0	0	0	0	0	0	0	0	0	0	0.001433225	0.346876585	0.001273131	0	0	0	0	0	0	0	0	0	0	0	0.001631838	0	0	0	0	0	0	0	0	0
LINC02099	0	0.014630056	0.009333782	0.002731328	0	0	0.003155521	0	0	0.101929294	0.060508982	0.024077563	0.017566315	0.017596019	0.024129499	0	0.006696529	0.013765825	0.039102789	0	0.03108938	0.001580571	0.004241727	0	0.013338859	0.627991197	0.012380748	0	0	0.007505519	0.003464752	0.001437764	0.001556476	0.004966152	0	0	0.004905939	0.011429467	0.005684689	0.001659601	0.002125309	0.00096648	0.002104013	0.001454671	0.003686607	0.000973228	0	0
ZC3H12D	0	0	0.005907057	0.004220364	0	0.00185844	0.016248799	0.001494284	0.004149364	0	0.133993777	0.146258311	0.015842725	0.031800616	0.05059671	0.101764567	0.057529317	0.050759117	0.004212592	0	0.035911672	0.067046108	0.013166034	0	0.208593301	0.859319978	0.220398146	0.002837863	0.003335668	0.003111392	0.003036437	0.002179976	0.006079831	0.001023727	0	0	0.000562737	0.006493282	0.032303177	0.004541466	0.005257859	0.047672263	0.002597116	0.004159381	0.032303385	0.00240893	0	0.001493068
