UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
TNXB	0.439583858	0.002931209	1.949230166	1.487631619	0.826032013	0.090350355	0.227308903	0.123897753	1.259742221	0	0.088408309	0.089799799	0.109211942	0.058834418	0.086395537	0.094974445	0.071523302	0.109360744	0.013584925	0.481541554	0.030343759	0.057853082	0.059498168	0	0.050767006	0.090280168	0.042508851	0.070195689	0.410858545	0.644884939	0.309403065	0.403915282	0.757258669	1.216394335	0.00199277	0	0.043998329	0.001675919	0.09448346	0.060924597	0.084243239	0.067717097	0.006003596	0.011262019	0.042024565	0.006771429	0	0
COL6A1	1.93954279	1.652287479	2.412484283	2.234118388	1.464879881	1.362399036	1.690886177	1.430354667	1.835985692	0.031803882	0	0.057004436	0.066700957	0.010362455	0.006382538	0.014669272	0.002217896	0	0.053695914	0	0.045589866	0.049199484	0.013663661	0.459841944	0.00963987	0.006384255	0.003936212	0.001734937	0.10954037	0.072026273	0.214614676	0.180264883	0.15430919	0.250815473	0.234337556	0.030776627	0.144829774	0.072336762	0.099821867	0.065333918	0.083785046	0.036630622	0.144325702	0.039875234	0.049592139	0.145717174	0.045291164	0.080355893
THY1	0	0.283719757	1.033736443	0.059083915	0.724877633	0.574807865	0.396944011	0.276624443	0.360431104	0	0	0.0005354	0.00098831	0	0	0	0	0	0	0	0	0	0	0	0.00835896	0.042383038	0	0.001479141	0.009497384	0.001342827	0.026706156	0.061577832	0.000997523	0.006959186	0	0	0.001675457	0	0.006494175	0.000887054	0	0.000856225	0	0.006309185	0.001751809	0	0	0.001511335
CFD	0.481797475	0.071201544	3.446118532	3.070825141	0.340824879	0.113917474	0.061431093	0.16163878	0.378972744	0.223986481	0.136752859	1.662072903	2.229140707	1.756496506	2.119518197	0.170849144	0.595422014	0.146774914	0.142273519	0.403680526	0.231413334	0.10258702	0.093790646	0.822184488	0.055618684	0.085535031	0.103937826	0.110139772	0.089542426	0.167640251	0.11093236	0.123444575	0.107789297	0.120769964	0.076672479	0.369344447	0.487863835	0.637308563	0.438545988	0.272938482	0.248999101	0.251879197	0.556041224	1.176781693	0.562878088	0.464779402	0.148304819	0.112557785
AGRP	0	0	0.013498812	0.006115837	0.013975118	0.005586882	0	0.021726428	0.006733477	0	0.049500578	0.065499654	0.880193243	0.066001002	0.019685817	0.00857923	0.020832037	0.025546001	0.015168759	0	0.019263804	0.006607709	0.008523072	0	0.012086596	0	0.014726386	0.002481513	0.027544869	0.007081802	0.012563727	0.018313077	0.014046597	0.015939519	0	0	0.01663539	0	0.016944823	0.021065926	0.015485637	0.016301947	0	0.018700994	0.048723344	0	0	0
CYP27A1	0.450988769	0.543443902	0.620668538	0.462380652	0.246084575	0.197476441	0.286385402	0.172303246	1.160008716	0.120669056	0.062944674	0.543159482	2.42367513	0.330329212	0.096712218	0.074286467	0.111474788	0.016535562	0.218671159	0	0.109660325	0.029919184	0.08331982	0	0.039541212	0.041771855	0.057716084	0.061871589	0.146231291	0.178224579	0.14869345	0.138497861	0.127441796	0.216132763	0.332740494	0.003019291	0.212734014	0.094879655	0.557361616	0.151714166	0.124244414	0.29477611	0.017238563	0.068911276	0.150503758	0.342875907	0.311411446	0.091541234
MARCO	0	0.029017717	0.2116251	0.182104893	0.235686679	0.221699334	0.249336413	0.255104425	0.342921811	0.14635491	0.222852261	0.94561944	3.213680095	0.801992339	0.452037342	0.280387046	0.394384729	0.123792701	0.126466428	0.396525777	0.341291105	0.116083475	0.258132276	0	0.096866663	0.162952361	0.199572915	0.132497255	0.219542469	0.23941605	0.18215499	0.191944442	0.210805455	0.224776714	0.007932697	0	0.167618348	0.184995896	0.179278608	0.229148623	0.297378414	0.230408301	0.024130121	0.231472052	0.356780729	0.001444467	0	0.014992033
MCEMP1	0	0	0.086756133	0.07362668	0.141276471	0.116408269	0.024775288	0.114971287	0.078338066	1.601082121	0.127095923	0.258334688	2.345479334	0.974505154	0.139532311	0.051178946	0.256200591	0.110782677	0.095816138	0.38233718	0.156852195	0.06534144	0.098778716	0	0.045538897	0.106507462	0.127445693	0.092525222	0.115084306	0.098636131	0.084575723	0.115947586	0.098959037	0.081009382	0.170317196	0	0.074223442	0.013168192	0.082603725	0.112471573	0.152345902	0.109787456	0.008011077	0.070776074	0.126330331	0.000803675	0	0.002696173
PARAL1	0	0	0.014864641	0.013763846	0.005845439	0.012735578	0.063702756	0.013055926	0.044714977	0.017366275	0.003928553	0.048829117	0.887363179	0.025756475	0.013224879	0.001200003	0.04474504	0	0.001771856	0	0.030760476	0.004057779	0.021591137	0.392778536	0.002689762	0.00522599	0.019574464	0.007825998	0.029484138	0.011322659	0.013996905	0.015558759	0.016902748	0.017638326	0	0	0.00829285	0.00557344	0.015374177	0.017037802	0.026092905	0.016686365	0	0.019576742	0.039503899	0.002521563	0	0
GPD1	0	0	0.01148704	0.037020106	0.01067992	0.009290278	0.018831037	0.023953416	0.012842621	0	0.004571735	0.028548711	0.721166018	0.0059756	0.007846863	0.017190583	0.008039486	0.002833402	0.031703983	0.209937673	0.021217062	0.004609215	0.00723814	0	0.001097711	0	0.009944394	0.006133825	0.020387735	0.012703105	0.018474223	0.006718306	0.011174584	0.012131641	0.00313117	0	0.01590456	0.016541459	0.023371542	0.026099367	0.037758402	0.035338459	0.034146748	0.028052555	0.038745571	0.049371512	0.024573914	0.293284584
GLDN	0	0	0.034123534	0.083928028	0.011895094	0.013023303	0.121608737	0.073127174	0.004190983	0.016200966	0.361239446	0.352136073	1.402783965	0.128572814	0.033856715	0.019500562	0.324612265	0.026587646	0.152566931	0.255394333	0.025945074	0.016523406	0.013452254	0	0.006881233	0.039066372	0.005573046	0.006438885	0.021420426	0.00936969	0.031679284	0.04278844	0.024748928	0.025593908	0.118683186	0.02111973	0.02315508	0.055161761	0.029448518	0.017204802	0.067939674	0.039213082	0	0.023648465	0.0885108	0.000814612	0	0
LINC02154	0	0	0.002916719	0.013598678	0.007802125	0.005210164	0.002986611	0.003877258	0.006757852	0.036763419	0.0213351	0.021500191	0.358777893	0.005448168	0.007679729	0	0.00381923	0	0.001826511	0	0.00389826	0.003516802	0.010218603	0	0.003778706	0.003187551	0.009193091	0.012846978	0.012561253	0.007194543	0.004605631	0.009992586	0.003788461	0.002022873	0	0	0.003831822	0.000898734	0.005353424	0.007979082	0.00497461	0.004955336	0	0.004821336	0.009796294	0	0	0
TREM1	0	0	0.088690747	0.06550822	0.073466873	0.069161238	0.045934428	0.103201372	0.260120251	1.451443997	0.089796903	0.523198768	2.239666152	1.006760585	0.683333523	0.1131842	0.657714176	0.106403592	0.106298211	0.33610643	0.082012656	0.030827499	0.10546899	0	0.025108308	0.105603224	0.118199048	0.074537666	0.097317683	0.088233864	0.070774056	0.087864944	0.072665426	0.084615892	0	0	0.062297709	0.02098257	0.139709428	0.115664855	0.155041228	0.191900659	0.049997084	0.046806126	0.157914926	0.001337326	0	0.005992529
MIR3945HG	0	0	0.0113509	0.023783602	0.007813482	0.001765638	0.014141741	0.01481768	0.005786061	0.395405984	0.085191875	0.18060086	1.054512123	0.284260686	0.203718371	0.038219359	0.197297263	0.026230064	0.070255969	0	0.009812126	0.01433387	0.018057225	0	0.005148498	0	0.051744654	0.017441801	0.030879612	0.010023678	0.015456212	0.012025941	0.017249758	0.02458365	0	0	0.031235914	0.013542395	0.018807037	0.015498274	0.017220754	0.015354868	0.003910992	0.003876264	0.021583813	0.002737617	0	0.0012412
PPARG	0	0.032296389	0.111233991	0.125507679	0.04190745	0.085763464	0.025416467	0.10828783	0.164424994	0.064557897	0.225195514	0.580191411	2.194195401	0.642567504	0.218623438	0.081580675	0.289035592	0	0.048114961	0	0.075878177	0.072667857	0.068518238	0.097878284	0.200348833	0.196937781	0.080647567	0.029263865	0.135446577	0.070900028	0.356392819	0.386745579	0.149140486	0.699107504	0.002313733	0.001473325	0.25515642	0.096783288	0.072578583	0.129555607	0.091276332	0.115610199	0.086000499	0.108961596	0.08942074	0.015745715	0.017409076	0.182910338
INHBA	0	0.259847055	0.381598644	0.091742687	0.500877535	0.089809695	0.371073795	0.293394761	0.214350529	0.037846059	0.295444969	0.075499661	1.936575418	0.159492851	0.100450971	0.055773692	0.163700518	0.026100262	0.757473893	0.279217912	0.084993848	0.031842167	0.050662624	0	0.028362322	0.006311436	0.072381456	0.025643751	0.044479771	0.065503927	0.050857439	0.075134533	0.0599502	0.065610818	0.001904602	0.053273273	0.031576589	0.039373068	0.043270302	0.087144794	0.11400797	0.065423804	0	0.036163643	0.157471102	0.367853951	0.139295416	0.01545931
STAC	0	0.002020874	0.028559461	0.005923534	0.00958208	0.026981795	0.070689621	0.030420488	0.004190983	0	0.092299213	0.239041562	1.084438552	0.13921653	0.024832059	0.042488322	0.213979725	0.00243689	0.197835359	0.087921987	0.017613811	0.024291558	0.019870944	0	0.034121523	0.030219601	0.009545488	0.005332425	0.011004026	0.00319173	0.006952861	0.013684934	0.009322964	0.020409912	0.001925845	0	0.050606204	0.01188744	0.018261317	0.008343678	0.020684228	0.035237424	0	0.002108011	0.034428511	0.027442429	0	0
ACP5	0.778379412	0.658931524	0.37252028	0.366357528	0.193930941	0.154865584	0.057142991	0.149022942	0.35488939	0.165580162	0.275298773	1.707445711	2.996301834	0.589166149	0.354562181	0.569523036	0.988808166	0.341602005	0.328237165	0.688723719	0.522048737	0.275590076	0.189907875	0	0.171747088	0.626906703	0.653506422	0.458934944	0.228530828	0.273539006	0.153318657	0.185527771	0.395787691	0.214927743	0.02800525	0.048740076	0.357159807	0.201846667	0.178656394	0.392639945	0.464591648	0.533643588	0.091835444	0.285324315	0.336908792	0.113384506	0.22644051	0.194003504
OASL	0	0	0.055896019	0.03169432	0.032890331	0.010212276	0.037339024	0.011302685	0.023346075	0.071250756	0.052352658	0.107949756	1.06130775	0.119510348	0.122697096	0.071903637	0.108958168	0.004598488	0.034720611	0	0.037484085	0.285001946	0.195243816	0.86013263	0.142455047	0.134825517	0.030826918	0.009661638	0.046740406	0.045818213	0.065562196	0.051711324	0.033841862	0.017828021	0	0	0.051476076	0.01849554	0.026764925	0.046539083	0.036999671	0.028036123	0.021540417	0.032176735	0.045739295	0.004302221	0	0.07603996
OLR1	0	0	0.085368236	0.12623554	0.062331987	0.060960222	0.025816712	0.084872254	0.538634982	0.103890277	0.332535444	1.239743962	2.515408393	1.079934183	0.236097667	0.070859781	1.398771663	0.114463604	0.093391124	0.196500614	0.153254363	0.06997198	0.109015958	0	0.056663924	0.111932055	0.099030646	0.144187971	0.07111892	0.098203502	0.08552831	0.079393686	0.087058092	0.096573074	0	0	0.106833316	0.06975928	0.083050755	0.093714234	0.14607237	0.127805017	0.000860132	0.036755805	0.159492333	0.001958036	0	0.004665687
RETN	0	0	0.06911163	0.069837914	0.104050265	0.053263012	0.008003597	0.077109436	0.036864932	0.609219544	0.099543649	0.321068416	1.66413832	0.977986147	0.230741552	0.133633475	0.280834554	0.119899192	0.071519011	0	0.080197722	0.043017739	0.0384765	0	0.081646769	0.14247801	0.081411502	0.034207315	0.084151579	0.094209086	0.050243388	0.068056423	0.100636884	0.061613336	0.068980585	0	0.072448485	0.106562189	0.057121545	0.065530523	0.083637711	0.099270881	0.004470763	0.090569948	0.113601329	0	0	0.004224471
CXCL5	0	0.014203492	0.031464658	0.018915627	0.03129017	0.028152711	0.004061179	0.011237541	0.022321009	0.021329738	0.039897275	0.083510537	0.791598603	0.073846688	0.025181935	0	0.051252426	0.004216008	0.023687879	0.372788504	0.0068106	0.02146425	0.046373843	0	0.012406755	0.024955845	0.013285788	0.024019612	0.024329377	0.02331909	0.020266368	0.007671725	0.018999291	0.025456438	0	0	0.025063096	0.024598319	0.01869557	0.014155308	0.022227077	0.037407559	0.026328514	0.098204539	0.112455684	0.108664559	0.019512577	0.011844283
OSCAR	0	0	0.055251338	0.016993858	0.015285827	0.015163146	0.017389455	0.013851593	0.006516955	0.055283354	0.272175291	0.465776583	1.247776181	0.517164578	0.389140681	0.263562367	0.576047337	0.068714318	0.012999221	0	0.015840596	0.015717782	0.019104254	0	0.01461826	0	0.066236842	0.022955157	0.007478835	0.041041455	0.0127686	0.016009432	0.011461124	0.015477993	0.001384495	0	0.017578477	0.013059235	0.02351823	0.022667719	0.040760518	0.023885286	0	0.035283234	0.052099548	0.024171958	0.009334594	0.001110407
MME	0.338795554	0	0.08919863	0.523782732	0.033830819	0.009443696	0.031370143	0.017966858	0.007996167	0.706116657	0.082427051	0.034125621	1.156067938	0.024121069	0.020007039	0.056788624	0.046907671	0.042974964	0.068171625	0	0.035046112	0.011468628	0.017751153	0	0.021643079	0.037737725	0.089427841	0.004885348	0.031842713	0.025039848	0.019672554	0.018404284	0.031730294	0.033366184	0.07585776	0.003548493	0.042172862	0.00939217	0.046392729	0.046413906	0.438331716	0.038853107	0.002085255	0.007063059	0.262370249	0.023421588	0	0
FBP1	0	0.005153734	0.274778027	0.615804894	0.336310306	0.103441917	0.37903008	0.196410547	0.339362338	0.369550115	0.234034352	0.862114676	2.734922066	0.724917069	1.08287092	0.313514449	0.89731768	0.271461473	0.464667512	0.170464775	0.413071807	0.119342196	0.197197684	0	0.104805359	0.306281612	0.315442993	0.497306366	0.176736541	0.188689002	0.172069233	0.178618354	0.171120795	0.154266537	0.002758832	0.002033118	0.190188922	0.097256313	0.250375252	0.333845139	0.724241158	1.036100315	0.065915171	0.403663834	0.764387217	0.432027388	0.58774864	1.013885966
GAPLINC	0	0	0.017926015	0.010257293	0.01904038	0	0	0.032927761	0.006197729	0	0	0.112617931	0.483982428	0.017584882	0.007333322	0.009804447	0.009912782	0	0.012782318	0	0.004175474	0.002700603	0.00371806	0	0.007876195	0	0.002663118	0.003298022	0.010529065	0.009964228	0.008870377	0.0207009	0.004137871	0.012660416	0	0	0.031373873	0.016019033	0.016564855	0.006345664	0.016667305	0.01899248	0	0.001673785	0.037527866	0.003719701	0	0
LPL	0	0	0.052170063	0.696043655	0.168377233	1.188477571	0.049259733	0.114756419	0.007274686	0.08881482	0.144682039	0.304319069	1.73940322	0.109938142	0.234133364	0.024985526	0.155059154	0.022274119	0.184668048	0.209937673	0.098546274	0.025630846	0.043829833	0	0.046977819	0.037311744	0.022472555	0.043849012	0.32624663	0.07702238	0.051254238	0.047293436	0.039417942	0.048157905	0	0.005895834	0.034805902	0.000837803	0.041602252	0.130264884	0.097970209	0.804227207	0.002107595	0.030060292	0.064828171	0.001372338	0.0240764	0.008221781
FFAR4	0	0	0.013959748	0.004305855	0	0.00470377	0.007585428	0.014221948	0.01270808	0.059838265	0	0.066629181	0.535201362	0.041970895	0.001843333	0.145490547	0.087639161	0	0.090817559	0	0.013314955	0.018035527	0.00510873	0	0.00399697	0	0.013345001	0.001280104	0.006230435	0.00295775	0.008501132	0.002667125	0.00532959	0.003796491	0	0.039396812	0.000906242	0.008752382	0.011908387	0.002109287	0.008045802	0.009543831	0	0.010251503	0.009615157	0.000438276	0	0
CD5L	0	0	0.000389808	0.003929775	0	0.007046364	0	0.008730796	0	0	0	0.024953422	0.35069476	0.005360294	0.003642116	0	0.003424557	0.003114925	0	0	0.004126441	0.001140773	0	0	0.001726595	0.002640483	0.040890437	0	0.001850904	0.010195569	0.004949955	0.00053478	0	0.002382152	0	0	0	0	0.00186416	0.001957069	0.00552128	0.009542375	0	0	0.013897348	0	0	0
ARRDC4	0	0.050206465	0.103971177	0.038776284	0.067186874	0.051553756	0.046153129	0.106752122	0.119668536	0.034905222	0.052421285	0.192562296	0.941095862	0.181610269	0.09301059	0.096240829	0.134516656	0.090286866	0.134648552	0.023126156	0.014142265	0.009794573	0.036951944	0	0.006278927	0	0.027113218	0.096104721	0.035554298	0.038157159	0.063053176	0.04026923	0.052552505	0.210768755	0.072879763	0.102707532	0.101135426	0.082169753	0.222440262	0.063642341	0.048965013	0.058202505	0.289564428	0.081054142	0.06189686	0.147846931	0.092158774	0.103561314
ABCG1	0	0.676823644	0.158066368	0.08340017	0.087644966	0.075125512	0.044638418	0.03215965	0.144163027	0.238395804	0.499903283	0.628080327	1.889701367	0.288303235	0.194106488	0.212952757	0.353107021	0.242284435	0.284876259	0.33610643	0.101053029	0.194793394	0.118240857	0	0.13448352	0.226469368	0.249962968	0.049119376	0.489420798	0.55438498	0.478049948	0.460454626	0.458537412	0.72903689	0.264580558	0.391038358	0.39870301	0.149938659	0.118499938	0.040199794	0.075595166	0.049562155	0.134020396	0.213943168	0.11372178	0.049333502	0.142202431	0.163270831
SNX10	0	0	0.08119154	0.089022798	0.125318672	0.077547508	0.036932737	0.080476353	0.333588755	1.856994849	0.422956255	1.133642565	2.399831746	1.179940486	1.108965528	1.333941069	1.139907789	0.469481856	0.184658956	0.224986084	0.129275061	0.270533649	0.324705846	0	0.201734376	0.60231302	0.551655637	0.45207316	0.059256546	0.060995143	0.142076488	0.116764332	0.087276411	0.168052202	0.09809512	0.0144421	0.049873222	0.114782475	0.081703153	0.128625379	0.102602622	0.062214805	0	0.056095884	0.115497622	0.010698595	0.008700653	0.005184113
CD300LF	0	0	0.019723698	0.019456753	0.05069888	0.00711747	0	0.004728435	0.091949839	0.050642838	0.014582572	0.258237599	0.86081316	0.296803715	0.580812181	0.040721818	0.293671055	0.036121619	0.002140954	0	0.015459768	0.009197349	0.034442331	0	0.007262055	0.053452183	0.004841817	0.091235926	0.01366202	0.010716778	0.01337003	0.005931733	0.007899516	0.013086261	0	0.226877652	0.011102111	0.000826523	0.008629644	0.008808198	0.017806733	0.006639073	0	0.036144629	0.060052464	0.001356321	0	0.002964573
CCL18	0	0	0.154558181	0.173734332	0.183542105	0.248501381	0.122981399	0.139662792	0.238631037	0.627296914	0.178104832	0.971507655	1.848784937	0.191052171	0.147716603	0.131627229	0.154243323	0.091356057	0.099498991	0.468578653	0.20816587	0.16597456	0.245248269	0	0.114208104	0.120569822	0.246367326	0.15137251	0.274533941	0.201529712	0.157252251	0.178519089	0.129642087	0.144152828	0.072155592	0.069282768	0.101037744	0.089359615	0.151381892	0.173471744	0.220995464	0.199672963	0.000805022	0.078722086	0.307896362	0.001205979	0	0.01043237
SPOCD1	0	0.022228971	0.0200079	0.018995802	0.066764183	0.010505949	0.320859234	0.021118977	0.011890861	0.013998216	0.008466165	0.017361273	0.552358781	0.00510349	0.002636432	0.006375644	0.00973367	0	0.005463029	0.572815597	0.009396899	0.008479485	0.006221861	0	0.010965638	0.04528429	0.003380131	0.001719348	0.007937311	0.005412964	0.006575433	0.018180209	0.006390784	0.043035232	0	0	0.022537299	0.044189906	0.011406825	0.00739946	0.018126852	0.010191937	0.000916592	0.008231789	0.012399076	0.001798299	0	0
RMDN3	0	0.457013462	0.303163206	0.174273118	0.219143403	0.263072906	0.170586294	0.172330413	0.29579974	0.052344685	0.073785414	0.318253198	1.537667806	0.141293385	0.169546054	0.207284819	0.18753034	0.346646284	0.127509465	0	0.237689013	0.160382871	0.253535098	0	0.099641895	0.223038959	0.15370149	0.154496387	0.153997629	0.313382638	0.271571605	0.275501223	0.17021358	0.226662964	0.395195825	0.246214139	0.262776643	0.436359551	0.430332517	0.309609613	0.279823756	0.394593361	0.412842425	0.570632801	0.355317538	0.375572418	0.260644456	0.33035777
PLA2G15	0	0.10372261	0.072566344	0.03293528	0.056531984	0.021831667	0.043216012	0.040154226	0.147481661	0.021126521	0.003898769	0.420617086	0.772617267	0.090034147	0.080147358	0.008051287	0.176615292	0.041464595	0.053823457	0.138959035	0.149673361	0.065507792	0.025004853	0	0.023016639	0.018739997	0.043316122	0.02379665	0.039619583	0.036470348	0.04504959	0.060224978	0.049318974	0.09883932	0.040605748	0.171341482	0.072032564	0.059650817	0.060344545	0.10865997	0.067046286	0.066925386	0.0748739	0.088553288	0.053718818	0.053349305	0.046792844	0.018278054
NCEH1	0	0.064442684	0.207113042	0.080257076	0.040634108	0.071798813	0.051279031	0.043015815	0.295152133	0.514057014	0.141937264	0.811153726	1.535936427	0.29592274	0.210151129	0.144667788	0.341430643	0.026900936	0.103485015	0	0.089252446	0.057062536	0.093371527	0	0.056256287	0.103319819	0.082073283	0.065942263	0.119514602	0.101489328	0.121373711	0.139643539	0.169265166	0.190462535	0.038646767	0.087152915	0.240430576	0.154620458	0.420871084	0.387212106	0.370254919	0.432883154	0.297296414	0.267300405	0.201190607	0.159948819	0.178817162	0.18480764
FCGR1A	0	0	0.021224079	0.014381669	0.010013719	0.082096625	0.002376768	0.037088174	0.145991297	0.74074811	0.047052827	0.682248188	1.089023657	0.623873087	0.40151541	0.020384818	0.438222464	0.003473829	0.01502655	0	0.022939359	0.013595093	0.006265782	0	0.003688154	0.008209656	0.019042092	0.011538843	0.009540107	0.01913157	0.010551409	0.010128273	0.024867613	0.016592839	0	0	0.004070969	0.00041312	0.066031847	0.022495307	0.028588646	0.021575937	0	0.005421519	0.02844314	0	0	0
PCOLCE2	0.812135258	0.007578447	1.331576841	0.050250918	0.104852781	0.007946406	0.079153869	0.097526928	0.797587958	0.013998216	0.200819274	0.103771986	1.320514932	0.155680278	0.051158533	0.105121947	0.060932954	0	0.103413288	0.209937673	0.047581927	0.028518143	0.074666919	0	0.02682195	0.023555719	0.06842168	0.01451994	0.031865046	0.01503442	0.03233709	0.024336145	0.019078895	0.036961313	0	0.06717962	0.056099008	0.0010111	0.034795854	0.013949981	0.065232482	0.049386392	0.00940783	0.046106475	0.059914918	0.002950013	0	0.027658753
LINC02785	0	0.004986856	0.017708864	0.038984708	0.045575874	0.001592482	0.023327036	0.020517593	0.005008202	0	0.017080472	0.097567982	0.602434103	0.201881727	0.07170923	0.043478946	0.100082758	0.002253701	0.005176109	0	0.015114249	0.017026408	0.011597548	0	0.004501156	0	0.030838734	0.01719047	0.007477244	0.019876427	0.002754866	0.003019805	0.007236186	0.017154368	0	0	0.001234806	0	0.002367748	0.010826286	0.008504295	0.009754636	0	0.001285322	0.002440054	0	0	0
SLC19A3	0	0.005650084	0.058835087	0.084446462	0.007000292	0.010460499	0.009866451	0.036815772	0.067782237	0	0	0.018175774	0.600199015	0.012852483	0.016505249	0.008489618	0.013922437	0	0.002472823	0	0.038203747	0.015537651	0.007638675	0	0.033509061	0	0.005649319	0.035598758	0.013802919	0.007142658	0.099735711	0.016947832	0.014009084	0.010637391	0	0	0.015734052	0.003725882	0.016616553	0.17468903	0.015413285	0.134184244	0	0.058425427	0.032243147	0	0	0
CAMP	0	0	0.025719927	0.003875596	0.001711217	0.009971315	0.026380454	0.01463823	0.017823438	0.393043208	0	0.019946154	0.357884502	0.022468394	0.010471872	0	0.038058522	0	0.009195204	0	0.016969495	0.001951876	0.007943038	0	0.002545706	0	0.00152759	0.008809899	0.007194482	0.005804309	0.01955641	0.011000209	0.010942181	0.012250156	0	0.091654475	0.007733289	0.003432787	0.009346973	0.015410314	0.009169053	0.013134578	0	0.011302315	0.013683746	0.010301144	0.101767233	0.017252444
FAM89A	0	0.398078644	0.105088072	0.084506965	0.102365176	0.089375715	0.016344449	0.155346432	0.206574137	0.100970094	0.042698555	0.103612403	1.1506432	0.144725625	0.080505193	0.073335068	0.067864957	0.015997452	0.118964472	0.087910032	0.07855758	0.052639266	0.110143312	0	0.052300981	0.053350821	0.073062389	0.065137944	0.41137856	0.321097008	0.360832231	0.316713194	0.420813748	0.586563398	0.025346472	0.068165431	0.282974822	0.033023889	0.024188731	0.02545883	0.091782963	0.113391448	0	0.014837452	0.058012603	0.039715064	0.037805711	0.046860329
NCF2	0	0.00366386	0.052471758	0.037452963	0.064092726	0.06688431	0.123673894	0.05274979	0.023402978	1.686100302	0.086075224	0.945873987	1.766036903	1.279719973	1.324523084	0.118483904	1.046006684	0.135852103	0.046467967	0	0.113918223	0.031156633	0.031803966	0.537340539	0.03156192	0.277332303	0.201971995	0.028931298	0.038252091	0.030972942	0.030001854	0.03558617	0.049257194	0.029615496	0.09076647	0.00432606	0.035087037	0.075664445	0.229766804	0.037627819	0.040416473	0.032161325	0.55108528	0.157231771	0.054233434	0.093726304	0.009022803	0.004445503
AMIGO2	0	0.468315163	0.060774569	0.098593217	0.093149928	0.012926214	0.283824031	0.325231858	0.166831876	0.041810059	0.036240532	0.086261178	0.902090956	0.086846866	0.008409494	0.009480293	0.04448509	0.094166228	0.465924717	0.309264123	0.058948989	0.079567942	0.027975102	0	0.064262779	0.05109707	0.028521609	0.10703954	0.214689984	0.197353407	0.127890653	0.092988057	0.187845567	0.044924426	0.007026887	0	0.201927643	0.054496524	0.081818742	0.119078046	0.083736751	0.026529569	0.00648223	0.00680868	0.035962054	0.01757078	0	0.009890188
IL1A	0	0	0.012358734	0.006364444	0.007651448	0.021735454	0.011557044	0.002290583	0.033430207	0.07006221	0.065348543	0.04064634	0.373642402	0.077636222	0.0112703	0.003666307	0.027983605	0	0.004759102	0	0.004884986	0.014364742	0.006575277	0	0	0.026024286	0.003632181	0.007051578	0.015855718	0.025327183	0.006751318	0.012362427	0.003521009	0.008408974	0	0	0.005760368	0.020771248	0.00739919	0.002491563	0.007573729	0.004418325	0.004198417	0.017070358	0.014998418	0.007617252	0	0
FABP4	0	0.003195511	0.402294925	0.47449578	0.643276858	0.730897322	0.484331724	1.075625671	0.694228524	0.712787067	0.353798915	0.422500259	3.008175731	0.441050643	0.358740188	0.353949745	0.368455494	0.288140635	0.512298335	0.486202634	0.629205374	0.316463069	0.400468073	0.127661398	0.29168097	0.280965857	0.412822783	0.347718968	0.57590363	0.516829357	0.548227059	0.783769172	0.536505632	1.994660585	0.236399253	0.019962649	0.392167924	0.231217638	0.386952667	0.607536256	0.706605493	0.558883611	0.041666001	0.47631955	0.661918954	0.001709113	0.02792322	0.096274737
PNPLA6	0	0.286274768	0.182986589	0.153307481	0.13658437	0.152683861	0.259056756	0.133328708	0.210132339	0.209573343	0.270767236	0.561643658	1.554788389	0.550811537	0.559820033	0.716780512	0.632854431	0.256695204	0.350032252	0.050770062	0.172491262	0.212868532	0.123223984	0	0.093841027	0.216036712	0.132920675	0.155788378	0.214616293	0.184250296	0.21045752	0.197630278	0.208098538	0.293121746	0.239934846	0.221288551	0.18535753	0.224609949	0.248999073	0.267737832	0.174132143	0.183825893	0.112678559	0.20534388	0.235082623	0.20313422	0.089656236	0.11022845
IQSEC3	0	0	0.052493301	0.01146362	0.006890579	0.025565445	0	0.013423752	0.029729199	0	0.14804912	0.012067551	0.486428476	0.015524934	0.013060892	0.143846119	0.008992229	0.024890016	0.004435918	0	0.028277005	0.002707907	0.021363987	0	0.005922754	0.047276079	0.013524187	0.0259644	0.007041742	0.006510845	0.003241876	0.011109807	0.032469531	0.05943025	0	0	0.00265614	0.000210666	0.007204635	0.005053417	0.00374924	0.014274515	0.005023722	0.002211394	0.006486515	0	0	0
PRUNE2	0	0.137062675	0.058775168	0.009478061	0.242427616	0.007348048	1.994176045	0.235065563	0.192803261	0.060372586	0.112519065	0.121454198	0.140854592	0.043376224	0.063884233	0.02839173	0.072747277	0.138440977	0.689805869	0	0.020660909	0.067942717	0.024333388	0	0.026969064	0.040477172	0.047298087	0.031686706	0.023032316	0.001992108	0.101579255	0.04971599	0.034609271	0.231910997	0.070156645	0	0.029203905	0.003381673	0.710610891	0.006818227	0.031456272	0.060342626	0.128166504	0.013755916	0.038164469	0.004285322	0	0.002505422
