UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
MUCL1	0	0.001217768	4.94E-06	0.00094077	0.000650475	0.002037503	0	0.000259445	0.003129953	0	0	0.000715414	0	0	0	0.006300815	0	0	0.008591364	0.004264481	0	0.001128993	0.017264045	0.639410349	0.164124085	0.0711748	0.031858854	0.048660259	0.004519582	0.012604849	0.024465573	0.022929046	0.142520093	0.074425853	0.039386039	0.070772013	0.109447697	0.006725546	0.031802774	0.004206107	0.003024769	0	0.002754211	0.008780655	0.003401306	0.005723309	0	0	0.042350233	0.002515231	0.003026445	0.000396304	0	0.074713669	0.0081785	0.013901962	0.003244679	0.001132029	0.005853623	0.00179695	0.005934367
POMT2	0.115262817	0.031231313	0.021885668	0.018642982	0.010549281	0.022535126	0.011114558	0.026081247	0.074588052	0.066490093	0.020141958	0.033750659	0.07856093	0.054022915	0.004851462	0.027172644	0.008232497	0.029482193	0.056907773	0.068350345	0.063085198	0.041595023	0.051100167	0.534459204	0.112642142	0.097705152	0.028047171	0.024881313	0.032267427	0.02321932	0.048121477	0.022722061	0.033820965	0.032876756	0.017097987	0.018065156	0.031158921	0.028195617	0.009893459	0.034669827	0.002763842	0.007411181	0.017923364	0.009550039	0.007736175	0.00831146	0.040444856	0.024982635	0.033512424	0.004374736	0.014863027	0.005030414	0.019860564	0.033329223	0.019662833	0.023264083	0.023188267	0.016566434	0.009940015	0.008451476	0.02281689
DUOX2	0	0.00070886	0.004910643	0.002425548	0.000651164	0.008819965	0	0.000324336	0.001912226	0.004413571	0	0.004310314	0.012195937	0	0	0.007335722	0	0	0.007463793	0.033858711	0.037595835	0.052261274	0.0287772	0.78151262	0.047233299	0.172054702	0.030472765	0.270924864	0.048585254	0.033579503	0.015279746	0.004416749	0.019945108	0.591488663	0.001038269	0.017502374	0.107073513	0.034991975	0	0.002041944	0	0.001393271	0.001570284	0.004510951	0.004385509	0.005021603	0	0	0	0.046434128	0.001902147	0.007817536	0	0.000836542	0.003546048	5.24E-05	0.002060151	0	0.004556435	0	0.002749898
BEST4	0	0.000369568	0.014161323	0.027899044	0.00087927	0.009644829	0	0.00051746	0.01925487	0.004333393	0	0.002194888	0.004418187	0.008032751	0.009963158	0.008289931	0	0.017413719	0	0.00073612	0.002637339	0.005457013	0.001331073	1.004045324	0.435262549	0.162526718	0.002251833	0.00592235	0.022652506	0.006578242	0.034583533	0	0.021526199	0.018443821	0	0.006376021	0.007638542	0.002682287	0.000734405	0	0	0	0.011000927	0.008483569	0.010093976	0.016479915	0.012628565	0.014076863	0	0.000256926	0.006542245	0.014055076	0.005445801	0.000904142	0.001613368	0.001001687	0.003986885	0.001504037	0.006512115	0.001335075	0.002993125
PANX2	0	0	0.023665821	0.00142567	0.001000031	0.003224257	0	0.004109979	0.016816732	0.002174959	0.004859974	0.005804838	0.008827017	0	0	0.000746921	0.000465947	0	0.012107627	0.03340151	0.017919638	0.01158023	0.006440281	0.373970611	0.085597997	0.044759893	0.022479008	0.05644081	0.04640863	0.020361285	0.016881027	0	0.016711689	0.082262532	0.011080981	0.006281436	0.03357751	0.018270158	0.015152737	0.014384436	0.066348181	0	0.00668042	0	0.005809499	0.010164188	0.047788354	0.024073792	0	0.001265045	0.003089504	0.002974056	0.002550611	0.009728051	0.001421482	0.010500548	0.00091736	0.002694095	0.011844372	0.002668348	0.009401161
C2orf73	0	0.002137056	0.002433204	0.00642451	0.004367073	0.023915801	0	0.019189641	0.00828382	0.001615363	0	0.01146336	0.006736246	0	0.000754234	0.005007097	0.00140641	0.001094964	0.055667679	0.00090955	0.000194435	0	0.001393634	0.463223314	0.577579359	0.239760738	0.003479265	0.007370406	0.003844636	0.003117796	0	0.008091673	0.000611598	0.014553082	0.001581969	0.00537351	0.006575764	0.001181864	0	0.002041944	0	0	0.001813902	0	0.00312444	0.005115686	0	0	0	4.84E-05	0.003388978	0.02201339	0.000415142	0.001383962	0.001525309	0.028852554	0	0	0.005111618	0.006054315	0.002287648
DRC3	0	0.035582354	0.029148532	0.030452193	0.047145351	0.074980962	0.091150254	0.120477086	0.106105864	0.029229462	0.010233862	0.037817598	0.026537918	0	0.079741096	0.016041804	0.008383061	0.017413719	0.092156079	0.007785623	0.07638497	0.019448843	0.020969475	1.4257498	1.418070513	1.014844504	0.020933864	0.021305603	0.0398039	0.03662831	0.091571712	0.04430848	0.018029581	0.058432737	0.003260101	0.025902227	0.050857447	0.022399337	0	0.005175026	0	0.004033421	0.058873665	0.052443043	0.029163461	0.046292011	0.14206836	0.025219428	0.02354129	0.031254803	0.050454259	0.014914953	0.021680638	0.025657862	0.029320596	0.006730633	0.008859947	0.006598014	0.022093687	0.014343261	0.046649407
TSPAN19	0	0.030244934	0.015084008	0.040778237	0.001069608	0.055955986	0.11750612	0.021913525	0.068811841	0.00227818	0.003924685	0.035546427	0.001436375	0	0	0.013781006	0.000575292	0	0.007152119	0.001789592	0.002564749	0	0.003071306	1.2138781	1.538581956	0.6471788	0.007435711	0.01037529	0.031426252	0.024020385	0.113381776	0.004416749	0.007221443	0.105082401	0.038310109	0.0584099	0.06490361	0.019576011	0.127457976	0.010061023	0	0	0.006416365	0.019586181	0.016188062	0.026589838	0.035573028	0.054675472	0	0.008195542	0.009556969	0.007020273	0.011847034	0.002525197	0.005054733	0.000485626	0.001220533	0.001649642	0.014135853	0.005974781	0.012026366
C9orf135	0	0.046934091	0.023275496	0.009234864	0.001544956	0.014880583	0.011824371	0.008140383	0.053698443	0.000801308	0	0.005541421	0.001084885	0	0	0.014423333	0.002027794	0	0.082145744	0.012049728	0.001704327	0.002288645	0.017386192	1.77449059	1.377686466	1.244187772	0.006547027	0.038015734	0.027429651	0.015910562	0.052927975	0.01280795	0.029402187	0.086389721	0.038149788	0.03899768	0.042356414	0.04791128	0.015080766	0.049192731	0.001056918	0	0.024526743	0.038495496	0.033205387	0.02106321	0.061023065	0	0.02354129	0.016503325	0.017745598	0.011400971	0.012156666	0.009395284	0.01113945	0.002342327	0.003689986	0.004155868	0.011597159	0.003162251	0.0199862
FAM227A	0	0.010794499	0.018827301	0.013363985	0.05190771	0.020579138	0.017053905	0.047456671	0.047124283	0.018285265	0.010233862	0.025877899	0.020622935	0.002910927	0.001483635	0.013613423	0.003943741	0.047735868	0.086814174	0.008348523	0.063694029	0.011489837	0.024390629	1.06183317	1.146946491	0.934347688	0.011850691	0.013690301	0.042555006	0.012237481	0.055966467	0.077806512	0.038554605	0.050497838	0.009211147	0.062418708	0.03199957	0.014447761	0	0.014772393	0.011348144	0	0.033146062	0.015710706	0.029690896	0.030139529	0.035573028	0.008837335	0	0.022324381	0.03845419	0.005387166	0.012622209	0.020920363	0.018241941	0.001137612	0.005028994	0.00458889	0.015265924	0.011465632	0.029653703
FRMPD2	0	0	0.000322147	0	0	0.004896682	0	0.010775893	0.029857129	0.000912337	0	0.000419535	0.000411704	0	0	0.004261309	0.000575292	0	0.011795953	0.018838842	0	0.000974607	0.002279307	0.94438345	0.810009819	0.122392798	0.005125959	0.006415419	0.004644797	0.005746042	0.018475364	0.043137257	0.007120914	0.034553172	0.000373562	0.009878406	0.012347301	0.007409919	0	0.00918653	0.000630449	0	0.004994635	0.008483569	0.004883123	0.006881889	0.018418701	0.008837335	0	0.006524653	0.007742713	0.001440192	0.005388818	0.001302413	0.001669604	0.001854142	0.001873068	0.004155868	0.006418318	0.001851351	0.005402432
FAM81B	0	0.000351706	0.001617092	0.006999692	0.00896644	0.034325273	0.071487377	0.014021113	0.051949242	0.002562822	0	0.01135662	0.003672443	0.056552257	0.030522375	0.015553737	0	0.014243643	0.004643834	0.00804138	0.016465382	0.003229493	0.013814555	1.31527519	1.191042572	0.85702524	0.009605755	0.018667153	0.032073241	0.014367998	0.039062341	0	0.012921644	0.039752211	0.026260433	0.026557897	0.025629761	0.006276017	0	0.008690177	0	0.00656127	0.025395819	0.02417084	0.011297777	0.022732826	0.035573028	0	0	0.009870991	0.022721903	0.005262266	0.005758939	0.003825298	0.009801849	0.011219251	0.003213598	0.004155868	0.01082899	0.0019903	0.008415568
RIIAD1	0	0.002346545	0.021882228	0.007833802	7.60E-05	0.006533334	0	0.003551043	0.031412687	0.010513764	0.013623128	0.013553669	0.000818294	0.017590831	0	0.006273296	0.004171344	0	0	0.002451918	0.014726393	0.003618358	0.016720317	0.989029511	1.008302906	0.452197526	0.004814253	0.008888184	0.015273015	0.015631057	0.040545385	0.027507129	0.006113261	0.026837756	0.00363596	0.015781657	0.004973888	0.008174214	0	0.013299241	0	0	0.016466834	0	0.012682222	0.008658027	0	0	0	0.005092938	0.026424984	0	0.003478066	0.002335991	0.002669032	0.000203432	0	0.001505159	0.003490084	0.00079161	0.007999969
DYDC2	0	0.002113623	0.002965766	0.011952485	0	0.008598975	0	0.008390592	0.050696313	0.000610848	0	0.025772248	0.003506716	0	0	0.015097033	0.000575292	0	0	0.020597296	0.001375215	0.001235768	0.001365655	0.796803434	1.137400997	0.903504672	0.007719575	0.009917896	0.022636468	0.018699171	0.031042535	0	0.005120348	0.026361853	0.018269418	0.028860416	0.024836277	0.005016885	0.004616451	0.192775168	0	0	0.012206264	0	0.010267136	0.01183905	0	0.071057565	0	0.006509182	0.006911238	0.001606814	0.00477749	0.00294556	0.001798131	0.011290833	0.001284046	0.004155868	0.014187274	0.007528728	0.005736496
ENKUR	0	0.001398608	0.011903236	0.041931363	0.010035306	0.03338812	0.105666191	0.026947702	0.076380476	0.002693149	0.001675533	0.006839584	0.076701805	0	0.009581775	0.003554292	0.000365767	0.012498773	0.013235198	0.023024639	0.024195384	0.005989523	0.021063043	1.033847611	1.197353061	0.915256192	0.008193469	0.016435673	0.03222734	0.018940016	0.018819105	0	0.027046839	0.070257453	0.009071417	0.023981569	0.016634213	0.020949131	0	0.013666392	0	0	0.023989862	0.003541334	0.02903321	0.025686231	0	0.025219428	0	0.013099208	0.018286061	0.006312675	0.010720686	0.005665425	0.005938012	0.032616554	0.001220533	0.002726353	0.012800561	0.010452563	0.016914853
CCDC146	0.06258885	0.09211289	0.074835963	0.035360601	0.042408895	0.094939682	0.148763457	0.061609915	0.180918082	0.085970993	0.028820595	0.120793464	0.086911233	0.004141663	0.041440545	0.066042244	0.067085766	0.073715139	0.007152119	0.08212808	0.103778477	0.008447584	0.054966607	1.61109894	1.767688761	1.42440846	0.016662882	0.08409313	0.096275937	0.062556194	0.071633332	0.071033762	0.097707836	0.163295806	0.045932578	0.071080342	0.130182472	0.063689776	0.020210886	0.025058446	0.002935604	0	0.096357206	0.057310879	0.073409735	0.102354085	0.092164965	0.065958473	0.043101069	0.027349525	0.073822842	0.014467626	0.070009008	0.049379616	0.086309073	0.034170717	0.007588507	0.064713345	0.046852871	0.034842054	0.085999127
C9orf116	0	0.004921081	0.034502886	0.045883018	0.009712965	0.06867375	0.025898604	0.011820604	0.162312296	0.03615535	0.014322526	0.074106387	0.018465995	0.059479844	0.04253982	0.03022491	0.017173112	0.017506821	0.014078753	0.041104983	0.027657749	0.076152382	0.024513785	2.27033715	2.021655437	1.83949848	0.063267643	0.107145723	0.063383205	0.055679612	0.079635053	0.05906197	0.070009942	0.149357072	0.072691131	0.075525227	0.104354725	0.06673011	0.005052302	0.049282185	0.001177175	0	0.031489589	0.065085	0.03159508	0.042553614	0.035573028	0.01722958	0	0.037540342	0.030912778	0.019831044	0.043496533	0.013581176	0.020524803	0.039250854	0.01721099	0.017860452	0.018485421	0.013349697	0.027696587
SNTN	0	0.002149303	0.029152584	0.036811667	0.002886768	0.069022872	0.006939523	0.0211923	0.097828972	0.002123556	0	0.03807849	0.00386897	0	0.009581775	0.023496052	0.000365767	0	0	0.006785102	0.012703287	0.042436528	0.005753797	2.26398718	2.062987811	1.390147872	0.025401399	0.048560603	0.063551587	0.042106744	0.069779466	0	0.016216059	0.149879472	0.052685997	0.095853747	0.055406079	0.025768461	0	0.246395608	0	0	0.020793731	0.044666958	0.037330092	0.048822361	0.035573028	0.025219428	0	0.054408164	0.038604472	0.010171607	0.017664544	0.006186871	0.046150159	0.025621977	0.00305774	0.007833497	0.021578247	0.009423931	0.021467046
CFAP100	0	0.012478328	0.022873431	0.024701111	0.008340226	0.01317935	0.025281362	0.013777879	0.022075938	0	0	0.037006781	0.000521629	0	0.009581775	0.006139452	0	0.040519173	0.01597513	0.023145703	0.005290739	0.00321214	0.026814912	0.692513239	0.840219018	0.23846009	0.003185525	0.009229435	0.019626607	0.007673365	0.016938412	0	0.018961556	0.045591659	0.000316452	0.010168728	0.024055724	0.01012375	0	0.007139534	0	0	0.034248787	0.007227136	0.029640974	0.034947946	0.018418701	0.008837335	0.02354129	0.009843257	0.016936572	0.003452835	0.013743901	0.012216775	0.0149357	0.000209919	0.008829896	0	0.018598226	0.007077085	0.027209665
C11orf97	0	0.000439388	0.039425513	0.03835725	0.002181951	0.01058806	0	0.008326277	0.042143464	0.00017381	0	0.032617088	0.000590565	0	0.009052886	0.014075967	0.000575292	0	0	0.001329866	0.000203469	0	0.002536583	1.402715525	1.308491474	0.819414232	0.004793888	0.019643966	0.032852429	0.012399253	0.035708023	0	0.014757542	0.033909015	0.025838434	0.031291232	0.030940644	0.011525753	0	0.018687413	0	0	0.008886674	0	0.011630609	0.023302402	0.080934205	0.008837335	0.009971134	0.009800157	0.010893866	0.001947673	0.010657342	0.003009874	0.008265177	0.012404906	0.002451577	0.004680304	0.007712591	0.011767185	0.011050426
LRRC71	0	0.014700106	0.007285422	0.006764489	0.004618274	0.02047461	0.00145662	0.011908641	0.015410594	0.012652627	0	0.00277713	0.000901634	0	0.009581775	0.009822209	0.000575292	0	0.033408497	0.000940675	0.005154598	0.000828679	0.008587642	0.562914135	0.689093857	0.42268264	0.003719078	0.001970792	0.005319468	0.005218602	0.016750356	0.004416749	0.006380249	0.017843273	0.017917066	0.005380587	0.009688555	0.006955635	0	0.004329048	0	0	0.003190761	0	0.004949714	0.003678641	0	0	0	0.00281795	0.004414702	0.001804774	0.004173242	0.003359575	0.010202024	0.000240753	0.003743256	0	0.004121288	0.027163714	0.002460024
C9orf24	0.06258885	0.006202259	0.151362402	0.080677366	0.026313392	0.149730021	0.04822352	0.044626328	0.306486182	0.018276831	0	0.069925198	0.03936339	0.051527012	0.099297965	0.09439795	0.015479338	0.007425773	0.109344053	0.078117399	0.029537967	0.063644736	0.043959933	3.0901359	2.904234242	2.29670208	0.063063985	0.112796414	0.14684633	0.096071189	0.224634215	0.053658444	0.104422555	0.223555395	0.240026938	0.163710483	0.171846093	0.079895151	0.099598535	0.086033653	0.021492564	0.10360025	0.080208191	0.084694392	0.07075178	0.117136968	0.11931517	0.06550795	0.074818055	0.064516804	0.087438001	0.087358396	0.043837845	0.024682335	0.062483287	0.046946973	0.03788858	0.028339187	0.076219991	0.028229462	0.063223491
TUBA4B	0	0.028450908	0.012837232	0.004762996	0.004651992	0.007346311	0	0.016536458	0.049930594	0.000406894	0	0.0023094	0.003366586	0	0	0.001258581	0	0	0	0.002562667	0.004984881	0	0.002702934	1.24024274	1.088385516	0.825414908	0.00163156	0.015256443	0.021348521	0.016415497	0.043825408	0	0.007696486	0.038051251	0.003755645	0.031537278	0.027918542	0.006962532	0	0.015061674	0	0	0.014695289	0.008747861	0.010613979	0.011461068	0.018418701	0.01722958	0	0.004703869	0.00954997	0.003946162	0.000716805	0.003172109	0.001979088	0.010581849	0.006104128	0.000241089	0.008591539	0.001416006	0.009602669
CFAP43	0	0.008981225	0.0483509	0.036155413	0.039410857	0.029608568	0.180550661	0.031129734	0.084330483	0.004555649	0	0.054185783	0.006039979	0.020571815	0.024919785	0.009383229	0.020598174	0.053311417	0.015517998	0.004395242	0.060239081	0.005690528	0.099283223	0.988658912	1.593104281	0.929657368	0.012294844	0.006844611	0.037771643	0.017817391	0.019453186	0.004416749	0.034326741	0.0800236	0.006475664	0.030144469	0.010859035	0.024528992	0.007739291	0.025943761	0	0	0.023977438	0	0.023742039	0.038862423	0	0.097270283	0	0.029956472	0.018548883	0.020902926	0.014222076	0.018524716	0.010881245	0.021814304	0	0.011140221	0.019187769	0.01173057	0.024608996
SPAG6	0	0.046521943	0.011927789	0.046057009	0.004529591	0.033687957	0.008396143	0.007411894	0.064679501	0.000568996	0	0.035234934	0.001688995	0.035980442	0.041474659	0.008456135	0.000830562	0.007425773	0.081217443	0.050254118	0.010378652	0.001976373	0.01518821	1.56406898	1.431199649	1.36167814	0.006270876	0.018484784	0.024344098	0.024338005	0.027483298	0.031923878	0.064002675	0.050053508	0.019485487	0.026822679	0.012483584	0.011888525	0	0.007273337	0	0	0.054050668	0.020485948	0.017941438	0.034827838	0.012628565	0.024073792	0.067538845	0.041481039	0.02086281	0.01375667	0.008294966	0.022110313	0.018607326	0.011481879	0.004518611	0.00200003	0.025050824	0.012044703	0.023027989
CFAP46	0	0.001743283	0.003126989	0.008662247	0.012564366	0.010461695	0.077253407	0.01357553	0.021198586	0.000771132	0.003334388	0.002528681	0.001335039	0	0	0.004601027	0	0	0.011795953	0.003144147	0.002471571	0.004664502	0.005241385	0.706734199	0.939160193	0.718216408	0.008170262	0.007629194	0.035664183	0.010114716	0.020364741	0.004416749	0.019672971	0.034993004	0.006102101	0.007433524	0.015140882	0.009155523	0	0.00775546	0	0	0.022340531	0.010552993	0.003603339	0.005524451	0.035573028	0	0	0.002178699	0.009953553	0.003615613	0.001856576	0.003184377	0.002951871	0.000389136	0.004437586	0.001117388	0.006052357	0.015261103	0.006335817
SPATA18	0	0.002300211	0.019770279	0.029229928	0.006491763	0.012299186	0.011824371	0.002445256	0.07154946	0.020583034	0.0137125	0.013705179	0.016529696	0	0.003416497	0.010217359	0.024889658	0.001566595	0	0.078073532	0.010175891	0.034346885	0.020538273	1.20396061	1.152932862	1.14567126	0.027768741	0.032453084	0.046102086	0.045332944	0.049195124	0.013910308	0.059751717	0.03501472	0.017397764	0.036307607	0.023943847	0.034578983	0.047708065	0.053074121	0.010293772	0	0.008964259	0.010552993	0.011151012	0.013262281	0.018418701	0	0.009971134	0.003576079	0.028049155	0.020819971	0.008936755	0.003651467	0.010167316	0.006114845	0.007058422	0.004182773	0.015570718	0.010657442	0.008559862
C5orf49	0	0.003138881	0.028935149	0.035583736	0.013478207	0.049111107	0	0.014521765	0.119731841	0.006454939	0.026217898	0.035526442	0.006937114	0.002927587	0.015843145	0.062352253	0.069575098	0.004614108	0.004643834	0.105699427	0.016979889	0.106029741	0.040003236	2.06467368	1.95688765	1.9984091	0.023761428	0.041299688	0.051416805	0.049712464	0.059622273	0.004416749	0.056752372	0.100236704	0.059549239	0.07112472	0.04962788	0.044763232	0.094546233	0.049110847	0.000406149	0	0.030758771	0.036555186	0.034362197	0.049783982	0.027816291	0.008837335	0	0.025021522	0.030758781	0.011670966	0.010562105	0.006814814	0.013736349	0.031487674	0.008332173	0.005061869	0.022831344	0.012230071	0.025497705
DRC1	0	0.007722202	0.003923114	0.021556898	0.006262942	0.025497057	0.006939523	0.012930666	0.03377729	0.00085503	0	0.011528146	0.006642372	0	0	0.004025531	0	0	0	0.001996161	0.013867503	0	0.004462664	1.005851498	0.935103839	0.56384758	0.001358419	0.007022151	0.008375927	0.009412456	0.027745265	0	0.013127011	0.02687918	0.006102101	0.007130217	0.005979007	0.006727122	0	0.014744039	0	0	0.018442393	0	0.012869064	0.017353112	0	0	0	0.013349699	0.005797726	0.002468131	0.012971629	0.007602313	0.009826833	0.020546076	0.006969617	0	0.005296694	0.002728486	0.010665472
MORN5	0	0.0074934	0.007899415	0.010985019	0.019674522	0.051265028	0.001626877	0.009235221	0.101689615	0.002647222	0.003184441	0.036414269	0.00156084	0.086082166	0	0.016781734	0.003447313	0	0	0.010987913	0.005881562	0.000828679	0.042716528	1.51327282	1.676936507	0.913177346	0.0193695	0.027104473	0.028407424	0.030737669	0.139458364	0.008682749	0.013951834	0.067831344	0.082781178	0.057016977	0.084237643	0.030593919	0.017671301	0.04645813	0.007699698	0	0.020148083	0.020485948	0.036948269	0.033926737	0.051625475	0.008837335	0.009971134	0.033427675	0.018168735	0.017456658	0.011849894	0.029446988	0.016330598	0.01126139	0	0.033756192	0.018701417	0.017685425	0.035038728
CCDC170	0	0.000360881	0.043654467	0.035604231	0.005310059	0.023805758	0.06363953	0.00885471	0.141455962	0.000986776	0.011638088	0.043974707	0.041295184	0	0.055819705	0.027205315	0.001010788	0.007425773	0.006926634	0.009115318	0.032118033	0.017801918	0.038598522	1.77426238	1.707978976	1.58923874	0.004403212	0.0466384	0.05269763	0.018223713	0.058774976	0.004416749	0.021740957	0.135682549	0.014128966	0.048783534	0.042124955	0.013562556	0	0.019478704	0	0	0.023859889	0.009189571	0.037552193	0.037095493	0.066709093	0.114499863	0.08544788	0.018400191	0.028169645	0.016980083	0.082525531	0.09569437	0.076780793	0.065254416	0.022233084	0.152838659	0.084715136	0.058170123	0.117791692
CFAP52	0	0.015455268	0.021726166	0.029763095	0.034157817	0.007071521	0.011824371	0.006308073	0.044607747	0.002240282	0	0.058577626	0.003568757	0	0.086251077	0.043649728	0.002356394	0	0	0.000824898	0.037037733	0.04314637	0.037340459	0.934786494	1.217016041	0.38276832	0.003957398	0.010845735	0.029593965	0.011442671	0.013057211	0	0.009312792	0.042536683	0.000675413	0.026955431	0.012382079	0.006499092	0	0.011459886	0.001056918	0	0.013044013	0	0.012349659	0.023129041	0.035573028	0.008837335	0.02354129	0.01300667	0.033727053	0.006859369	0.00545449	0.01141541	0.011404277	0.012746007	0	0.001819634	0.014317433	0.004829807	0.017460311
SPEF1	0	0.003082431	0.014260508	0.0058778	0.001450111	0.014226825	0.007356583	0.003646984	0.040164406	0.003102055	0.003184441	0.005658724	0.002677897	0	0.024919785	0.007669859	0.005803412	0	0	0.002690842	0.005306854	0	0.003415844	0.981121494	0.963125489	0.764718268	0.005388221	0.007508698	0.015378912	0.007407998	0.025967917	0.03298733	0.025396127	0.026444434	0.01474264	0.014440109	0.013050875	0.007146542	0	0.006555037	0	0	0.004527955	0	0.007454113	0.012372103	0	0	0	0.002921682	0.017824882	0.00175899	0.006664895	0.0024314	0.002113673	0.00064427	0.001220533	0.000241089	0.002304141	0.000822764	0.009305544
RSPH9	0	0.007383909	0.023953902	0.051191221	0.018928661	0.060666766	0.078714529	0.022979608	0.065565574	0.062878457	0.010988138	0.063267181	0.009285944	0.033184644	0.03173322	0.041990589	0.01366218	0.057697222	0.016063064	0.006369902	0.033873288	0.052414881	0.018690779	1.239001517	1.463206081	1.6293715	0.024395523	0.020933928	0.023570599	0.022505167	0.067055072	0.016801351	0.035988368	0.068970081	0.06336669	0.036167663	0.042663729	0.019881316	0	0.034903098	0	0.10360025	0.02740753	0.020252709	0.026873387	0.029972933	0.035159789	0.008837335	0.033512424	0.024160827	0.013104766	0.011263715	0.015751542	0.016918303	0.015728485	0.015906033	0.003821365	0.004215206	0.017628454	0.008400897	0.020584089
C1orf158	0	2.73E-05	6.52E-05	0.005654441	0.001697752	0.004247914	0	0.000236987	0.010019839	0	0	0.012925963	0.000429551	0	0	0.000140143	0	0	0	0.000615796	0.000389949	0	0.001056899	0.487274556	0.583388508	0.385308082	0.003076134	0.003735673	0.003575746	0.005295849	0.019028591	0.004416749	0.004640424	0.024347826	0.002693917	0.004832116	0.015860777	0.011007524	0	0.008920117	0.007255402	0	0.002235785	0	0.004661137	0.003179892	0.018418701	0	0	0	0.004287036	0.001308476	0.004072155	0.002153253	0.001195592	0.010555421	0.00270204	0.000540608	0.002830218	0.00329017	0.001472917
DYNLRB2	0	0.003023716	0.040974172	0.058360622	0.007784896	0.061244256	0.00564862	0.016156623	0.117721204	0.016500751	0.004976895	0.061490301	0.02512003	0.036692303	0.016090539	0.047835364	0.000830562	0.070667626	0.007152119	0.058163592	0.028577703	0.003262247	0.012293419	1.67075301	1.874684153	1.2951068	0.03620823	0.039062125	0.072631265	0.046446643	0.04920196	0.044281551	0.043612961	0.107282423	0.073665989	0.080012473	0.04658105	0.023548923	0.009668753	0.025962514	0.000232784	0	0.030280164	0.008780655	0.022381298	0.031672235	0.051625475	0.008837335	0.02354129	0.020126642	0.029807765	0.014893754	0.009312064	0.008954779	0.004398572	0.0225535	0.009595113	0.034408634	0.020619015	0.008725274	0.023417452
CDHR3	0	0.007315269	0.013317198	0.052821502	0.02185364	0.068515141	0.073679739	0.032315087	0.116811259	0.014981762	0.011051938	0.087091693	0.024718169	0.008032751	0.008958739	0.024089457	0.009039432	0.025647452	0.283831015	0.056023293	0.034297485	0.033118646	0.061809077	1.44616934	1.746388119	0.862808124	0.012049214	0.014786133	0.048024251	0.043367621	0.069580496	0.004416749	0.052680638	0.06642883	0.006102101	0.024429737	0.022387424	0.020085818	0	0.018088651	0	0	0.063834921	0.014094328	0.072285782	0.061351374	0.075010639	0.008837335	0.10797601	0.020356083	0.04755196	0.034679246	0.020219549	0.014806204	0.023393325	0.011142723	0.017094983	0.005345805	0.027978156	0.027627747	0.047443864
C20orf85	0	0.019777594	0.115875833	0.06758315	0.006227066	0.12571208	0.001626877	0.036875013	0.296231768	0.049455923	0	0.018315009	0.014397613	0	0.053203363	0.062398058	0.005036782	0.016083085	0.030549099	0.05204027	0.006991046	0.003028245	0.023526985	2.90403436	2.819890437	2.59237642	0.043806437	0.082895039	0.113435066	0.072846496	0.078296694	0.004416749	0.051901113	0.192755457	0.141411214	0.166695955	0.148273735	0.064594516	0.133856024	0.060448702	0	0	0.054881074	0.058420526	0.06067357	0.097620511	0.10716465	0.106106558	0.03769964	0.039525927	0.047593928	0.02251497	0.026001571	0.011673125	0.039834838	0.028718246	0.02546682	0.00840559	0.049339789	0.042369268	0.059256129
FAM166B	0	0.006057724	0.006773992	0.002445943	0.000459866	0.008297914	0	0.001238816	0.037730611	0.000207684	0	0.002295154	0.00153636	0.035980442	0.01000772	0.004783608	0.005448422	0.001094964	0.007152119	0.003957101	0.001588272	0.003252989	0.006195785	0.998090386	1.067731992	0.52096866	0.005375605	0.007085204	0.011082042	0.013257065	0.012291857	0	0.009807561	0.024152829	0	0.011031152	0.00772069	0.012566689	0	0.009999661	0	0	0.011659499	0	0.006546094	0.014857355	0	0	0.009971134	0.006317803	0.00772214	0.002488392	0.002448032	0.001339602	0.002033152	0.002376553	0	0.036205196	0.005364059	0.0039382	0.009868069
