UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
GPD1	0	0.071664937	0.006933339	0.008018395	0.013350216	0.002391916	0.025281362	0.009476892	0.000939891	0.021356894	0.017547813	0.013314847	0.01302658	0	0.000247394	0.008384271	0.001046428	0.003104281	0.008366138	0.003657154	0.004373281	0.001803286	0.018512981	0.017240002	0.016491063	0.022896872	0.001866157	0.008327675	0.00599104	0.004386022	0.001605711	0	0.014089578	0.065723173	0.014834338	0.018191455	0.012370018	0.064730921	0.031780646	0.113402081	0.194343823	0	0.006704294	0	0.020458801	0.007513084	0.016741088	0	0.009971134	0.00302126	0.009127129	0.005555032	0.198055748	0.034965826	0.480128157	0.472086676	0.110737644	0.116824064	0.01267686	0.007584623	0.006866684
TREM1	0	0.05858545	0.096358834	0.056526293	0.075718525	0.02075069	0.002796104	0.068794452	0.001106312	0.154859835	0.13509473	0.086402191	0.080337951	0.004830256	0	0.108439376	0.03534612	0.219768039	0.070781109	0.100423201	0.080867053	0.108266134	0.196255765	0.000272532	0.120129658	0	0.001113648	0.000809043	0.026129486	0.029261742	0.029832566	0	0.135608604	0.108401363	0.003453842	0.005132062	0.070454633	0	0	0.002140639	0	0.006029356	0.081569481	0.025891906	0.053462878	0.059565744	0.00939759	0.022093122	0.13019627	0.060838608	0.055925016	0.081547765	1.481435542	0.823648127	1.37284506	1.657039786	1.1126993	0.723397576	0.799490142	0.556684811	0.386675447
CAMP	0	0.001189866	0.001153385	0.009483053	0.009130994	0	0	0.004817566	0	0.000373765	0.001675533	0.013828689	0.005576969	0	0	0.00296425	0.001554063	0.013522838	0.007152119	0.002264365	0.002441212	0.001641198	0.007201039	0	0.004423369	0	0.0029214	0.009524451	0.000507348	0.002865548	0.001605711	0	0.004721635	0.001047167	0.000604637	0.001829382	0.000711105	0.010453581	0.02215859	0.039433238	0.004443283	0	0.003760268	0	0.006489235	0.006320118	0.00939759	0.028533687	0	0.013926876	0.011897291	0.005386669	0.329560991	0.066330513	0.316796162	0.499058937	0.1306378	0.065634971	0.05147884	0.010356645	0.01026723
ARRDC4	0	0.013479869	0.029265771	0.036890949	0.039812652	0.037241007	0.045748722	0.131393175	0.023871769	0.15015921	0.073886049	0.08679755	0.041714563	0.02680177	0.036137914	0.049388716	0.016207294	0.034189889	0.007463793	0.038757282	0.04960423	0.008464222	0.033119483	0.212767001	0.157371278	0.066884504	0.017609288	0.060545885	0.042630307	0.031931378	0.043880731	0.008682749	0.024156003	0.059090572	0.002551339	0.016129276	0.018488151	0.033026788	0.023748926	0.060791954	0.006300899	0.045321965	0.03403437	0	0.022599937	0.011104241	0.043068465	0.061087047	0.019559779	0.097503737	0.018962394	0.009843328	0.372699477	0.220248717	0.431386403	0.581193061	0.38312662	0.238317899	0.109421427	0.072262395	0.044952039
DCSTAMP	0	0.007866381	0	0.000184183	0	0	0.015084491	0.001644285	0	0.001585848	0.013623128	0.00220659	0.021760088	0	0	0.001758756	0.002027794	0.003104281	0	0.000264495	0.003059618	0	0.002656102	0	0.002550129	0	0	0	0	0.000528062	0	0	0.002017401	0.013674983	0	0.001449962	0	0	0.005052302	0	0	0	0.001252129	0	0.001857055	0.003111207	0	0	0	6.41E-05	0.00170811	0.002984219	0.086970076	0.064862677	0.103622257	0.155503495	0.07388409	0.039226926	0.016921036	0.032743748	0.012098387
CCL20	0.13594694	0.128727612	0.107167524	0.088324995	0.170930078	0.03101652	0.020737754	0.063830787	0.017406846	0.088065772	0.068068247	0.199887288	0.13118697	0.002927587	0.004270533	0.061262474	0.108225424	0.212450382	0.11384759	0.116726268	0.137701025	0.52043874	0.636794626	0.403713625	0.212618716	0.216565941	0.454182387	0.173075615	0.209090424	0.425162467	0.107499817	0.004416749	0.528953405	0.279980321	0.093828707	0.292331288	0.384362283	0.234423035	0.004616451	0.057129625	0	0.070918604	0.069940216	0.168550293	0.380817699	0.272139709	0.112121534	0.086251751	0.18337149	0.083702079	0.082692814	0.100115972	0.837603954	1.181059961	0.784976317	2.494458543	0.82731754	0.731357282	0.981183509	0.506418914	0.312630176
KCNA3	0	0.010330806	0.014268326	0.007538796	0.003652619	0.01130347	0	0.016805242	0.023100368	0.058345054	0.020852563	0.038757339	0.015571864	0	0.017867483	0.005350267	0.023210855	0.007192029	0	0.005022506	0.013941837	0.017794893	0.026620415	0.000268941	0.005631242	0	0	0.000115459	0.005224517	0.007844205	0.011003076	0	0.012725621	0.000205792	0.000664707	0.001227261	0.000648334	0.006678126	0	0.001080057	0.000679945	0	0.051774696	0.047156313	0.177878607	0.153187666	0.043068465	0.039322702	0	0.005082223	0.07702284	0.156238064	0.187229626	0.073293816	0.210666825	0.438871927	0.112981066	0.037395383	0.023924111	0.019759113	0.019152733
INHBA	0	0.093499167	0.043205751	0.034878976	0.053099333	0.009909306	0.052071402	0.046850429	0.760668981	0.016852132	0.055151715	0.244131114	0.215211889	0.355186694	0.279197909	0.241671715	0.23613457	0.149557181	0.983368019	0.062004231	0.052913789	0.007834067	0.05941202	0.001096808	0.041859573	0	0.008842054	0.001124924	0.031329582	0.014726078	0.053235613	0.066331368	0.057396607	0.099524356	0.014045082	0.018096667	0.002434683	0.145084253	0.032903779	0.054846217	0	0	0.032831204	0	0.058256627	0.029150483	0	0	0.098137244	0.031299596	0.043396986	0.038966042	1.243131996	0.362360827	1.387476028	1.866841514	0.7541175	0.229101972	0.182005351	0.127427934	0.292771457
SIRPB1	0.055282657	0.001403866	0.001974803	0.006112089	0.008226516	0.000681883	0	0.004923669	0	0.015249532	0.003924685	0.006587643	0.011108634	0	0	0.010724106	0	0.016083085	0	0.022171622	0.014013293	0.004404018	0.006650581	0	0.005210311	0	0	0.000253527	0.004425885	0.000377352	0	0	0.005013399	0.014560253	0	0.000546122	0.000981792	0	0	0	0	0	0.00875751	0.009550039	0.010737747	0.003257977	0.192088508	0	0.009971134	0.007154173	0.011289405	0.003884388	0.240992169	0.063141187	0.147677178	0.439711921	0.04511595	0.146409298	0.15540365	0.152329178	0.032617492
IL1A	0	0.000571059	0.00854389	0.00485048	0.004562075	0.001003567	0	0.00109494	0.002344877	0.003601368	0	0.011579853	0.005454871	0.013420992	0.003172739	0.003327288	0	0.022476119	0	0.000717787	0.013810411	0.003679978	0.009158421	0.000569825	0.008192144	0	0.004931018	0.005324092	0.004551403	0.006048185	0	0	0.001766293	0.00156889	0	0.001788304	0.008033707	0.000668128	0	0	0	0	0.008990486	0	0.007829313	0.0042795	0	0.016983178	0.019559779	0.006955737	0.00780464	0.037088131	0.105808004	0.172687024	0.176127696	0.739608853	0.13364245	0.087638305	0.172036938	0.063188173	0.060967299
CD276	0.0967245	0.029884058	0.039427723	0.038139138	0.02344248	0.054261878	0.052619912	0.136047723	0.156935835	0.11771274	0.267926087	0.27542524	0.160979395	0.059715511	0.094463769	0.131421371	0.117683737	0.086269028	0.049238899	0.10889689	0.075440253	0.188317179	0.104756622	0.061155783	0.053718281	0.072526574	0.228932294	0.095307594	0.07337781	0.079704094	0.096827929	0.219188545	0.079020968	0.144410408	0.036497115	0.069405695	0.079110093	0.086221525	0.089802788	0.091954638	0.056530772	0	0.010634826	0.009550039	0.012933367	0.019905925	0.012628565	0	0.0287942	0.08130955	0.024380317	0.016589991	0.190001309	0.170739743	0.244481247	0.298645717	0.43025553	0.145115451	0.030087664	0.07527569	0.085554681
SLC31A2	0	0.196670606	0.077761832	0.052344043	0.078366852	0.047160681	0.003083496	0.039260183	0.066425681	0.356267801	0.09892201	0.11915433	0.11861797	0.022403423	0.034870732	0.105418597	0.040546931	0.238357721	0.057285187	0.097590978	0.072131618	0.015632549	0.048616947	0.07850579	0.089128138	0.350127352	0.058480048	0.045658875	0.03766718	0.105333765	0.065559918	0.048178243	0.060531347	0.104702531	0.021168455	0.041179665	0.130785308	0.100824245	0.051867817	0.128208112	0.69770189	0.001393271	0.062194066	0.077198995	0.081015519	0.063129142	0.026138678	0.570338383	0.20738249	0.042228434	0.029654248	0.05855806	0.706560811	0.539921352	0.570655097	0.754518424	0.84378135	0.635895498	0.40422848	0.600684071	0.457864875
USF2	0.291747337	0.209830838	0.210518922	0.170667916	0.196440895	0.183603234	0.154314523	0.218517752	0.224949506	0.25007759	0.193170478	0.190381384	0.176350901	0.123592115	0.153719348	0.19442045	0.240860393	0.141874669	0.363981671	0.277483915	0.21919978	0.298594183	0.214084499	0.313216084	0.225492087	0.269811942	0.252377181	0.242240683	0.160631734	0.230905307	0.411798151	0.242910082	0.171478916	0.27773099	0.044565478	0.153102675	0.124921513	0.220340095	0.135538354	0.123785842	0.10781134	0.0528022	0.337613323	0.602764586	0.28997936	0.287992363	1.006167075	0.244496795	0.12739926	0.375035351	0.248525891	0.145774846	0.527139775	0.57332851	0.505118897	0.456557231	0.9262304	0.419413141	0.301233386	0.314067209	0.391184993
RAB42	0	0.000554248	0.000598245	0.001388347	0.000412283	0.000945535	0.011336671	0.041698084	0.024915959	0.044019705	0.014407071	0.005076153	0.003319832	0	0.050352202	0.003952963	0.004061254	0.002661559	0	0.005723149	0.000623879	0.00661251	0.00301934	0.010959061	0.010111405	0.024324245	0.006481603	0.00302578	0.006018991	0.006174488	0.006231621	0	0.002462992	0.007277281	0.004570686	0.003492215	0	0.006810242	0	0.002448793	0.01080201	0	0.011112838	0	0.004067694	0.004319296	0	0.006844212	0.009971134	0.004437305	0.007006692	0.003898024	0.115831604	0.087692562	0.110775188	0.101252216	0.15783519	0.06459016	0.015037152	0.013462931	0.021436085
RPP25	0.577300583	0.035465617	0.05041376	0.05114013	0.065370551	0.081477474	0.036818506	0.105269777	0.092765619	0.033264633	0.086204863	0.1287006	0.191584795	0.055703262	0.022986288	0.067419293	0.052624257	0.042173189	0.074661636	0.105121215	0.103776317	0.185243621	0.100133043	0.030903344	0.027170413	0.020470585	0.22388816	0.115543239	0.111662533	0.116998526	0.051336325	0.101468153	0.051478487	0.13249008	0.005607517	0.080656139	0.097520233	0.039848106	0.119258297	0.030485052	0.013951716	0.073930228	0.025600896	0.030198667	0.021473656	0.037771043	0.21062063	0.042212215	0	0.055044143	0.021917364	0.066962973	0.349512393	0.077734376	0.15914711	0.20860417	0.40332332	0.112103355	0.029060981	0.070643036	0.055485719
SPOCD1	0.577300583	0.007665497	0.016928372	0.00578593	0.041574784	0.005022088	0	0.009348354	0.002344877	0.000968304	0.00651883	0.017286582	0.03566815	0.143557236	0.036403516	0.017483658	0.18964367	0.003495805	0	0.044478573	0.013293707	0.006677243	0.010182217	0.015669915	0.014422234	0	0.031418471	0.008328839	0.017101368	0.032995246	0.004093896	0	0.016198911	0.037972918	0	0.004824647	0.003707083	0.001136931	0	0	0	0	0.020249949	0	0.018993259	0.01319146	0	0.010138966	0	0.005424534	0.025151883	0.00676963	0.273729703	0.085997294	0.335812266	0.330771835	0.36178583	0.029737683	0.018767101	0.031094817	0.007706097
PLIN2	0.325156787	0.690162593	0.582445932	0.389496162	0.595427915	0.449248499	0.332983515	0.579127554	0.334337611	0.46445384	1.6921157	1.052802172	0.840678809	0.325812585	0.246419032	0.290825065	0.168458165	0.781838943	0.069702274	0.309986303	0.275277095	0.593813061	0.751123272	0.037206526	0.156855569	0.238660825	0.203933288	0.100270814	0.275937257	0.29205259	0.04960444	0.049788681	0.251348333	0.163849564	0.002224985	0.075927998	0.07837206	0.2002517	0.081628492	0.144311508	0.319998297	0.600286583	0.560749095	0.811258212	0.655660988	0.74766545	0.135378198	0.091363316	0.53814786	1.377998175	0.402169675	0.245222032	2.002727622	1.902992831	1.849594501	2.351916157	2.4223957	1.284276237	1.114736622	1.201850286	0.869653019
CD81	0.470828057	0.665990251	0.866254629	1.044583521	0.817185535	0.711161452	0.674665125	0.678354659	1.094879348	0.971261106	0.861759267	0.910539269	1.168904693	0.710307128	0.541210812	0.684784073	0.417526709	0.66304362	0.327556724	1.12994847	1.117497977	0.858308804	0.735235723	0.840789755	0.890394286	1.069113032	0.820999727	0.97856099	0.827582997	0.881305977	0.618789665	0.679105439	0.764094103	0.646956729	0.67504598	0.612084314	0.592459523	0.964812973	0.648120364	0.516440733	0.526887367	0.10437762	0.265840187	0.664277574	0.290466156	0.324189243	0.205613908	0.35310551	0.37458046	0.523345604	0.337935582	0.263553434	1.309427894	1.331085218	1.40625096	1.608637114	2.0390174	1.09597604	0.405132061	0.369706227	0.606076358
ATP6V1F	1.5271366	0.786543358	0.733174051	0.84193887	0.725791927	0.890789616	0.39754771	1.088770697	0.751310318	0.841408596	0.894215323	0.822000627	0.842672167	0.761314307	0.629853892	0.759280822	0.837123865	0.646109122	1.164918425	0.913826352	0.806155824	0.900094365	0.674028867	1.156761869	0.89016808	1.173616592	1.098138143	1.074361987	0.89620143	0.974210394	1.751717548	1.2832029	0.696434962	1.168513816	0.170953482	0.639290008	0.885088977	0.878011893	1.015692623	0.61269639	0.6667745	0.998965725	0.827039792	1.008420594	0.728355881	0.771240748	0.96483034	0.891384983	1.03352692	1.42081179	0.7442256	0.528849564	1.959709728	2.071038112	1.841795821	2.0558202	2.528879	1.743154676	1.344507627	1.259419807	1.42893713
MT1E	0.776452567	1.655084756	1.729445591	1.739826437	1.714700534	0.690687633	0.180345609	0.991432393	0.907496059	2.244843938	2.731209033	1.872559338	1.981329586	0.510012447	1.496358157	1.669053546	2.090520454	2.617954708	0.412335712	1.488241766	1.278428188	2.370857288	1.309953459	1.003688844	1.158825957	1.62257054	1.844810729	1.118176248	1.130671481	1.379063876	0.554094073	0.640402161	0.893555371	1.143447354	0.212141652	1.338137095	0.97767501	0.661411063	0.371080305	0.216893903	0.032299453	0.122923473	0.213996252	0.741315856	0.299472302	0.444878805	0.149230235	0.044993224	1.01843285	0.268520409	0.15938104	0.455946141	0.444256856	0.466165661	0.439786568	1.769247541	3.3598323	0.393334729	0.323144919	0.427015582	0.235059312
SNX10	0.117871507	0.091765276	0.059711079	0.08169998	0.122491683	0.085569058	0.139841641	0.090857363	0.007191068	0.067824918	0.410600295	0.113188077	0.111238627	0	0.033748782	0.115639327	0.060045314	0.270011126	0.06991775	0.108499264	0.141706488	0.03927001	0.079353142	0.039097452	0.069962084	0.00342553	0.01687339	0.009433922	0.038336305	0.099018699	0.206364074	0	0.078012252	0.093612242	0.004261622	0.011940989	0.075247425	0.013716035	0.00363811	0.004574649	0.020415584	0.118671763	0.3036097	0.457797668	0.227358826	0.23950379	0.343669483	0.538923277	0.393757675	0.359551555	0.423398874	0.135252977	1.744015456	1.201193479	1.563916787	2.041888743	1.6431826	0.865136727	0.758668605	0.802660209	0.674747705
OTUD1	0.160737813	0.160039263	0.199156163	0.157752798	0.114810579	0.079333271	0.05374767	0.093356197	0.086400362	0.071760202	0.08311292	0.118017849	0.123868894	0.015221636	0.017862257	0.040551486	0.034339195	0.048353861	0.058199216	0.068603151	0.482489615	0.108014443	0.08224192	0.253015104	0.242994591	0.455349926	0.091984987	0.063487538	0.071063928	0.084253079	0.08823684	0.004416749	0.080191549	0.105529481	0.005963222	0.041659015	0.087184272	0.056171107	0.014691489	0.049183502	0.025663976	0.004033421	0.056115646	0.040006778	0.069562949	0.077702962	0.031047266	0.193335628	0.3402852	0.039406594	0.179730611	0.116756821	0.322972045	0.500848992	0.35407725	0.62570487	0.83565533	0.5878353	0.442733225	0.365907946	0.344049479
LRFN4	0.117871507	0.004486776	0.004916438	0.01599984	0.014820884	0.047035323	0.036567077	0.050834557	0.05695726	0.025610812	0.024527023	0.026186329	0.027558402	0.001190285	0.018099779	0.022345406	0.060919602	0.003104281	0.047849861	0.0036377	0.035272989	0.024566886	0.007746725	0.108291008	0.070528091	0.082973558	0.107757782	0.064921542	0.031476138	0.052605172	0.059836552	0.078645744	0.007059747	0.044275123	0.020214658	0.022989436	0.016934161	0.013512326	0	0.01078038	0.002559514	0.084887754	0.002159583	0.01866477	0.008871175	0.015455853	0.070263553	0.024086245	0.009971134	0.024904865	0.014766971	0.01504247	0.052593269	0.054408394	0.052069935	0.091984589	0.22360995	0.038701555	0.018361814	0.022956702	0.023836009
LPL	0	0.13712499	0.178954687	0.030004813	0.054947254	0.004650789	0.00145662	0.045990514	0.084120615	1.460946013	0.074750807	0.123366986	0.679542053	0.02064108	0.010881891	0.095255208	0.164601211	0.032715686	0.043582197	0.128412729	0.131414343	0.516078163	0.431368549	0	0.040097274	0	0.003215955	0	0.051954415	0.018358613	0.004495172	0.004416749	0.045526276	0.087341571	0.001530424	0.043080367	0.074026824	0.000830495	0.024789941	0.006666044	0.013719068	0.056384013	0.063311852	0	0.040249063	0.028273837	0.01845468	0	0.019559779	0.020627354	0.042063145	0.043182727	1.190637761	0.567091063	1.101312341	1.26735308	1.1444186	0.28928678	0.129075438	0.292381092	0.129618269
GPX4	0.9892722	0.881165847	1.09859063	1.103151406	0.871960432	1.190728852	0.291681589	0.92724359	1.661031129	1.25152115	1.6942393	1.469410635	1.633155505	1.232512342	1.293539213	1.40100724	1.28462676	1.238524598	1.640485368	1.73595867	1.531805757	1.913069925	1.485076155	2.25208921	2.276671414	2.3111606	1.680648543	1.662776231	1.865539691	1.828481135	1.561394917	1.607849813	1.3381783	1.802670681	0.332586859	1.34190355	1.3308611	1.649696815	1.295298104	1.228657879	2.054048233	0.954632921	1.040516091	1.17879474	1.028995262	1.045646738	1.302318975	1.2000471	2.5074264	1.398297727	1.046264955	0.947194589	2.630903333	2.20692863	2.180605725	2.2978968	3.3507466	2.051818116	1.533185551	1.519452387	1.855920437
MCRIP2	0.055282657	0.07794541	0.072616348	0.073538193	0.092014726	0.087984246	0.086514891	0.112235273	0.045947065	0.097980354	0.183422262	0.122393865	0.148009798	0.158351061	0.074027198	0.107814164	0.107834955	0.225298217	0.247851187	0.270898413	0.320330152	0.452551481	0.387321492	0.387615684	0.295319676	0.312470064	0.50810575	0.376322977	0.197550091	0.367160726	0.448233055	0.379725898	0.200988314	0.350757505	0.040190021	0.207297877	0.31504929	0.281870303	0.415988053	0.280502747	0.34458184	0.309055316	0.10126876	0.105223782	0.142178689	0.158385886	0.084067729	0.159126148	0.113837575	0.248847846	0.15183631	0.176125371	0.352099348	0.421167099	0.327715797	0.304282001	0.8502523	0.273686036	0.253418622	0.311482031	0.14056081
OSBPL11	0	0.173076448	0.079195252	0.067414223	0.138474919	0.080214523	0.148219763	0.066981108	0.080664433	0.095725416	0.037236811	0.097207204	0.080183717	0.050437445	0.104500412	0.083470184	0.012980019	0.028138778	0.035016539	0.136271366	0.183294843	0.235773682	0.148068613	0.125475952	0.182642586	0.179500048	0.079635203	0.085123884	0.078252881	0.065601028	0.079304945	0.233106513	0.095680255	0.107238887	0.03351926	0.056633342	0.062963438	0.039252175	0.004616451	0.01567959	0	0.083494483	0.139658698	0.036985279	0.132228934	0.128901219	0.115157075	0.069653602	0.16473052	0.039436282	0.165409004	0.04419536	0.553893686	0.400279869	0.608005781	0.370368094	0.7323954	0.251530002	0.26479623	0.286357846	0.177780335
DONSON	0.838219823	0.071888832	0.209572279	0.166086099	0.178181092	0.105152488	0.00145662	0.126364655	0.021825529	0.044563376	0.492815434	0.132643914	0.288735653	0.043093345	0.021298895	0.11249484	0.144020061	0.159418588	0.094350742	0.424916317	0.156202608	0.556381447	0.133674319	0.046920608	0.095947665	0.028476028	0.130767277	0.043834879	0.067539906	0.117266674	0.028309689	0.008682749	0.06802384	0.048082259	0.007303137	0.016758609	0.045858117	0.025713175	0.005786707	0.004942574	0.003406308	0.327948443	0.117914875	0.340801664	0.115060492	0.117907539	0.050788441	0.195556416	0	0.094040847	0.076973582	0.165245715	0.395129944	0.16832191	0.119579536	0.188775919	0.9764864	0.130144169	0.124093739	0.120111642	0.131896343
NR1H3	0	0.054413532	0.048853052	0.05621989	0.053545116	0.062747975	0.033265093	0.190140956	0.150578593	0.441736881	0.035156809	0.129198312	0.134144686	0.022242616	0.047830067	0.064897553	0.166304217	0.056845978	0.008903298	0.092298904	0.014176599	0.200194569	0.070441804	0.038118089	0.034188845	0.248300395	0.043152413	0.058313054	0.033602018	0.046035901	0.046704748	0.014864581	0.047865283	0.052516211	0.023277248	0.03443074	0.102844677	0.041003308	0.035105134	0.046727609	0.032065281	0.156098414	0.04435718	0.009550039	0.020242951	0.026135497	0.054457288	0	0.033512424	0.041026953	0.010470048	0.018186591	0.313728864	0.26350289	0.358058985	0.36818045	0.55107117	0.172771273	0.063975768	0.158014187	0.029005201
FTL	3.8451404	3.541328065	3.324908969	3.216035948	3.510627107	3.097107334	2.981207253	3.499693706	4.106823865	3.309386638	3.969222367	4.145594391	4.1905304	3.08655521	3.08661759	3.300002614	3.613183642	3.5612732	3.294220795	3.80098542	3.385694797	4.19276315	3.969928721	3.22015979	3.078407191	2.57315963	2.662969057	3.151065977	3.372157926	3.046341944	3.197878897	3.262158213	3.146992353	3.52640921	0.974270917	2.609191602	3.006907733	2.583798481	3.456577186	2.8533636	3.3076336	3.41033855	3.173517519	3.11439708	2.961423956	3.1523976	3.5890811	3.473203317	3.8098298	3.962564803	3.193098067	3.435655705	6.129613206	5.93712998	6.336788875	6.297699814	7.3077435	5.816996856	5.065119574	5.485296151	4.545081306
CEBPA	0	9.28E-05	0.000365898	0.014010866	0.020395972	0.018888461	0	0.003206103	0.017355713	0.043420809	0.017591512	0.00916367	0.019533081	0.045243929	0.019488725	0.005568598	0.009629025	0.001094964	0.02206408	0.119104829	0.068416304	0.186552174	0.230671171	0.060701902	0.084691614	0.04783299	0.099054364	0.137583342	0.097209641	0.076117678	0.08816932	0.179247471	0.060455984	0.062548942	0.016743883	0.045437525	0.170781127	0.028310505	0.014221178	0.025870554	0.005023377	0.007411181	0.024104706	0.069971859	0.013187699	0.025656963	0.00939759	0.018976301	0.131439435	0.008411553	0.010347403	0.024197453	0.162376056	0.167982887	0.225533825	0.268863311	0.4887131	0.135903987	0.133014169	0.092367754	0.102785158
DPH3	0	0.417307287	0.276431064	0.240364949	0.265299773	0.254332247	0.134882218	0.285161407	0.197230455	0.359303704	0.29146239	0.252310583	0.328328534	0.310419896	0.248067598	0.18321996	0.254891273	0.137395991	0.18970057	0.218079959	0.211425866	0.314249298	0.172298121	0.416330401	0.274380724	0.399341754	0.196112371	0.193407128	0.121298891	0.159542005	0.169668082	0.213181009	0.173290602	0.240776187	0.021614409	0.148483957	0.199796147	0.107830004	0.074285385	0.06623569	0.070302063	0.121555238	0.269706383	0.18887362	0.190129407	0.278386319	0.127219575	0.199198825	0.25042947	0.178196847	0.140552083	0.155813081	0.443632475	0.449686924	0.544013565	0.688805443	0.99407893	0.458719016	0.34856963	0.289281027	0.280080252
ODF3L1	0	0.003672084	0.000637481	0.001999326	0.000523833	0	0	0.004954132	0.00701017	0.041031374	0.016498061	0.016311372	0.045566185	0.008714167	0.000491169	0.015449159	0.01552841	0.001566595	0.072469125	0.003206352	0.001688232	0.007368916	0.011760867	0.014838307	0.01871973	0.00125547	0.007655186	0.000984021	0.017453987	0.011240483	0.00360081	0.053523418	0.005430765	0.035695046	0.006102101	0.003490152	0.011384992	0.001480657	0	0.002041944	0.002436757	0	0.001091913	0	0.00163897	0.00535455	0	0	0	0.003710161	0.045841857	0.019716049	0.102919643	0.014610355	0.059585409	0.111833471	0.21003605	0.015965765	0.004777439	0.002061573	0.00729615
EFHD2	0.63991197	0.129993544	0.214796092	0.173624497	0.28898559	0.36420154	0.148454989	0.278544462	0.041523448	0.566040421	0.149542173	0.207980267	0.141599101	0.038969681	0.042823091	0.127271374	0.058087394	0.157785849	0.417373822	0.306234394	0.11300791	0.261082033	0.138181259	0.828226562	0.445480524	0.639383406	0.66411762	0.656893065	0.215385923	0.380047012	0.44515902	0.354227988	0.173545986	0.871551165	0.050135359	0.233614952	0.571828667	0.179756695	0.075456164	0.080110092	0.021506789	0.144400698	0.978860199	0.474995446	0.28749467	0.483011283	0.599620895	0.887085872	0.55572151	0.334228903	0.206415861	0.145203986	0.881006556	0.891996253	0.881196603	1.166086606	1.690446	0.762205653	1.004338363	0.849555556	0.696416647
CSTB	1.862118833	1.323028105	1.139416998	1.091983573	1.209887264	1.234615711	0.612601712	1.452139033	0.944485529	0.87668573	1.22717535	1.158538963	1.169113729	0.766989871	0.746221707	0.798040287	0.847216567	1.069846025	1.303019805	1.85691281	1.672815426	2.0351437	1.776193558	2.12271397	2.109440793	1.87405314	2.585880143	2.567655838	1.663074421	2.076254787	1.808048037	1.475459671	1.543439657	2.407440633	0.487508735	1.826287654	2.3457624	1.755471955	0.92438492	0.973492664	0.53660157	0.690854301	1.002074453	1.64032662	1.068859919	1.007945871	0.667814705	1.5404855	1.56344955	1.168583453	0.735179779	0.724830363	2.812025272	2.816680392	2.901877381	3.124387986	4.1033716	2.101571088	1.449239634	1.75572127	1.620613649
