UID	AF1	AF2	PMP	SCMF	VSMC	ASMC	Pericyte	VEC	LEC	AEC	CAP1	EPC	CAP2	Chondrocyte	Mesothelial	AT1	AT1/AT2	AT2	Sox9_Epi	Secretory	Basal	Ciliated	Deuterosomal	PNEC	CD4_T	CD8_T	Treg	ILC	NK	B	cDC1	cDC2	maDC	Neutrophil	Basophil	Mast	iMON	AM	IM	Megakaryocyte/Platelet
1700007K13Rik	0.008484259	0.002479872	0	0	0	0	0.007819479	0	0	0.00272997	0	0	0	0	0	0.015190022	0.002135725	0	0	0.165838774	0	2.024752851	1.231556633	0	0	0.004027008	0.011849045	0.003990512	0	0.003509719	0.009070599	0	0	0.002935211	0	0	0.012794006	0	0.012172923	0.017250716
Fhad1	0.010433329	0.013523519	0.030138067	0.005658708	0.011882919	0.052239938	0.058576835	0	0	0	0.005101191	0.002819788	0	0	0	0.017308745	0.019909327	0.010411995	0.011214725	0.277211978	0.033217449	2.753408843	1.91883856	0.109547312	0.010614832	0.010166914	0	0	0.036357983	0.015745472	0.011078055	0.00557779	0.03761339	0.020883666	0.003340723	0	0.014925624	0	0.020619405	0
Stmnd1	0.025660835	0.012848329	0	0.011320908	0.018078265	0.10001444	0.070245393	0	0	0.003147417	0	0.003154722	0	0.174962002	0	0	0	0	0	0.068856203	0	1.223310448	0.246409059	0	0	0	0	0	0.004344982	0	0	0	0	0.005494313	0	0	0	0	0	0.052234534
1700024G13Rik	0.008502569	0	0	0	0.005772936	0.004547324	0	0	0	0	0	0	0	0	0	0.003553264	0	0.004882267	0	0.065049323	0	1.018557992	0.250755274	0	0.005065048	0.005913571	0	0.005219113	0	0	0	0	0	0	0	0	0	0	0	0
Wdr66	0.028701373	0.07656721	0	0.012170968	0.006895502	0	0.026359256	0.003540396	0	0	0.000735884	0	0.001126925	0	0.025598201	0	0.09548896	0.002781395	0	0.361914411	0	2.667038669	1.729493397	0	0.020509844	0.007864211	0.006192897	0.003763715	0.006184472	0.010232292	0	0	0	0.005582141	0	0	0.009846388	0.014843554	0.004344891	0.052256199
Ankrd66	0	0.011334218	0	0.000478594	0	0	0.008896126	0	0	0	0	0	0.013384721	0	0	0	0	0.002781395	0	0.040168519	0	0.688914566	0.08958863	0	0	0	0	0	0	0.00154419	0	0	0	0.013341325	0	0.094084028	0.005641718	0	0	0
Fam47e	0.005512049	0.001907378	0	0	0.020872967	0	0	0	0	0	0	0	0	0	0	0	0	0.007872211	0	0.091718027	0.02036905	1.210162223	0.386024687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004398408	0
9530053A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002921046	0	0	0	0.031497543	0	0.360997745	0.001696879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002949943	0
Ccdc162	0	0	0	0.002302631	0	0	0	0	0	0	0.008166479	0	0	0	0	0	0.001486405	0	0	0.044447508	0	0.640748873	0.149946898	0	0.005876419	0.010214193	0	0.031482287	0	0.004714652	0	0	0	0.002608286	0.018014866	0	0.005993091	0.007764417	0	0
Fam166b	0.005176495	0	0	0.003891952	0.003151563	0	0.003327945	0	0	0	0	0	0.004329369	0	0	0	0	0.002654236	0	0.053303831	0	0.715529825	0.029623861	0	0	0	0	0	0	0	0	0.003404035	0	0	0	0	0	0	0	0
Ankrd65	0	0	0	0	0	0	0	0.009620303	0	0	0	0	0	0	0	0	0	0.000480671	0	0.077496142	0	0.664160934	0.084021374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004655073	0
Wdr96	0.006931075	0.010106458	0	0.008061588	0	0	0	0.002194644	0	0.006370278	0.002930867	0	0	0.193142812	0.00922769	0	0	0.012500358	0	0.193652045	0	2.082152291	1.007647635	0	0.005558392	0.003731167	0.008800712	0	0.009708773	0	0	0	0	0.008757515	0	0	0.008600212	0.004482576	0.008974159	0
Ccdc153	0.003715671	0.002516153	0	0.000515616	0.004217531	0.009091268	0	0.004854565	0	0.003286862	0.000316579	0	0.018079052	0	0.005435831	0.01144926	0	0.011056333	0.043109422	0.377354506	0	3.443632277	1.987592056	0	0.005750846	0	0	0	0.00203899	0.010073032	0	0.00534505	0.051904325	0.04540321	0.010356322	0	0.004412345	0.003774775	0.004714274	0
AU040972	0.009808562	0.010992092	0.277627819	0	0	0	0	0.005036238	0	0.007439918	0.00640448	0	0.009158882	0	0	0	0	0.020024114	0	0.305183129	0	2.413893798	0.616366475	0.120491822	0	0.010720527	0	0	0.01756724	0.011106703	0.029623541	0.020895988	0	0.013498911	0	0	0.013692625	0.004127704	0.004099892	0
Dnah9	0.005403568	0	0	0	0.006436982	0	0.001752257	0	0	0	0.004794077	0.002495958	0	0	0	0.003816245	0	0.000376675	0	0.104738275	0	0.981191336	0.21921814	0	0.005851023	0	0	0.00220366	0	0	0	0	0	0.003351769	0	0	0.01009688	0.003908326	0.010001611	0
Ldlrad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008386803	0	0.071759091	0	0.646793407	0.033628128	0	0	0	0	0	0.007907938	0.004617367	0.007206461	0	0	0	0	0	0	0	0	0
Vwa3a	0.000287936	0.010644923	0	0	0.00687702	0.004374171	0	0	0.003128947	0.007113728	0	0	0	0	0.115982131	0.005134566	0.001567943	0.000421771	0	0.059376218	0	1.022919866	0.306488906	0	0	0	0.003631696	0	0	0	0	0	0	0	0	0	0	0	0.007892309	0
Fam216b	0	0.002891674	0	0	0	0	0.004120799	0	0.046795782	0.007590502	0	0.005619796	0.006456604	0	0	0	0	0.000421771	0	0.160359994	0	1.540791482	0.372987052	0	0.002965124	0	0	0	0.004111846	0.001722099	0	0	0	0.006332632	0	0	0	0	0.004228461	0
2410004P03Rik	0.000502279	0.002516153	0	0.003308468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446171	0	0.090932135	0	1.051639915	0.325402045	0	0	0	0	0	0	0	0	0	0	0.002896237	0	0	0	0	0.003136322	0
Sntn	0.01094184	0	0	0.002619755	0	0	0	0	0.048692691	0.026720648	0	0.053578513	0.004304549	0	0	0	0	0.000491565	0	0.206054958	0	2.132984243	0.56460707	0	0.003373785	0	0	0	0.008203305	0	0	0.007285136	0	0	0	0	0.003412532	0.009247283	0	0
Dcdc2b	0.009736026	0.025720325	0	0.0107116	0.020606106	0.017705807	0.00329504	0.017535471	0.02488299	0.004363386	0.009460342	0.013579956	0.024130526	0	0.01790202	0.006524571	0	0.010451028	0	0.091692507	0	1.146832176	0.210100256	0	0.004197706	0.026597277	0.028457168	0.072658539	0.004771837	0.005574158	0.027168011	0	0	0	0.008557059	0	0.003849551	0.006039453	0.003703519	0
Tmem212	0.003455287	0	0	0	0.003469197	0	0	0.015425505	0.006329154	0.007306638	0.014108901	0.013599177	0.003416093	0	0.022812084	0	0	0.009712695	0	0.372847929	0	2.988856095	1.090115312	0	0.031620195	0.025355829	0.009968939	0	0.00467314	0	0.010484239	0.017644854	0.023004164	0.002935211	0.019344032	0	0.012708775	0.025754753	0.004620886	0
Tctex1d4	0.004429242	0.005841566	0	0.000499165	0.004842946	0.003333181	0	0	0	0	0.005473028	0	0.005376845	0	0	0.018571221	0	0.002781395	0	0.187812895	0	1.760287434	0.488258996	0	0	0.081681332	0.013655527	0.006305518	0	0	0	0.007549029	0	0.019535195	0	0	0.008295514	0.015107133	0.017681869	0
3300002A11Rik	0.000599903	0	0	0.004809038	0.00230696	0.086471694	0.011411748	0.040432615	0.047183541	0	0	0	0.012783712	0	0	0.022548836	0.01983923	0.00373122	0	0.272504855	0	2.330318961	0.346724973	0	0	0.005324473	0.008151633	0	0.014545551	0	0.03511728	0.007229242	0.032848866	0	0	0	0.009038208	0.003138609	0	0
Ccdc11	0.008525299	0.016469889	0	0	0.007758671	0.008747446	0.006745553	0.007042245	0	0	0	0.006165096	0	0	0	0.006083186	0.022884994	0.02155878	0.008263367	0.201311936	0	2.487399083	0.752956057	0.137968855	0	0.005202949	0	0.003439411	0.007157254	0.006883542	0.010704792	0.005485846	0	0	0	0	0	0	0.003274631	0
2010015L04Rik	0.008303343	0.008040989	0	0.003481732	0.002962271	0.006620296	0.010524774	0.009307236	0	0.010041238	0.021125258	0.001950801	0.006498146	0.083785049	0	0	0	0.009045887	0	0.028230681	0	0.409474424	0.941501739	0	0.012202197	0.004970508	0	0.002672863	0.012556198	0	0	0	0	0.005591822	0	0	0	0	0.019728042	0
Cep78	0.069279456	0.051950093	0.120128395	0.118438604	0.0695447	0.059807206	0.063016757	0.051413973	0.062944632	0.037451857	0.020012657	0.075124929	0.054992542	0.193142812	0.017005141	0.308570749	0.303907121	0.026572727	0.120008323	0.070193438	0.037854661	0.200228061	1.233733256	0	0.02836847	0.065464994	0.021473636	0.039493949	0.05321541	0.055264772	0.022449996	0.016575298	0	0.006597145	0.008863369	0	0.049675048	0.078570419	0.081477193	0.023951541
Ccdc176	0.043347511	0.010961916	0.019601713	0.008239723	0.005312913	0.015384388	0.00886641	0	0.011022841	0.008812933	0.000296112	0.02117695	0.009638845	0.511029482	0.010487217	0	0.022228554	0.007343797	0.016621177	0.203494497	0.063292336	1.864131927	2.486750019	0	0.048230194	0.00666292	0.009273517	0.015820091	0	0.018539428	0.010493645	0.003803879	0	0.059478085	0	0	0.007618486	0.008760698	0.018108991	0
Ccdc19	0.009975984	0.024495021	0	0.008673995	0.01565247	0.007622094	0.008611755	0.050197771	0.01402369	0.014248588	0.024860322	0.069794767	0.026143379	0	0.00511367	0.047634069	0.021004745	0.011792296	0.031226229	0.249306942	0.018438433	2.338748849	2.846625587	0	0	0	0	0.008182214	0	0.003426806	0.013436448	0.004789857	0	0.006007614	0	0	0.009440733	0.022287816	0.013473295	0
Ccdc60	0.003665332	0	0.004554152	0	0	0	0.004167653	0.004741918	0	0.045928131	0	0.005664986	0	0	0	0	0.011128057	0	0	0.02229438	0	0.309395382	0.756067218	0	0	0	0	0.007718747	0.01586027	0.006812718	0	0	0	0.007145095	0	0	0.003370539	0.002909026	0	0
Steap1	0	0	0.005193586	0	0.003190159	0	0	0	0	0	0	0	0.003741844	0	0.080280022	0	0	0.018419219	0	0.057963867	0	0.089451433	0.969367791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift46	0.109494837	0.184419318	0.080319762	0.109244372	0.12706184	0.162123384	0.100123314	0.104429847	0.121901505	0.08437996	0.033759164	0.106871745	0.071107192	0.098647005	0.133944738	0.041904141	0.149138949	0.10600409	0.210381026	0.178396694	0.029607013	0.720021404	1.506386265	0.116382641	0.023559148	0.026453681	0.058214478	0.025137169	0.034824257	0.053872165	0.026809952	0.01392303	0	0.010175434	0.004082133	0.017964418	0.058640259	0.102368776	0.072059564	0
Efcab1	0.013495025	0.002794656	0.005570699	0.037390692	0.002338704	0.003633607	0.02432893	0.004709238	0	0	0	0	0	0.276327647	0.033541436	0	0	0.003227977	0	0.150506527	0.043068282	1.188136212	1.855913231	0.222256944	0	0	0	0	0	0.003816994	0	0.004973273	0.040271234	0	0.023482788	0	0	0	0	0
Meig1	0.005798833	0.027467764	0	0	0.004893267	0	0	0.002018537	0.046795782	0	0.000356617	0.003696214	0	0	0	0	0	0.014529897	0	0.138235076	0	2.256568627	2.879380155	0	0.010991443	0.014450254	0	0	0	0.001555234	0.014924607	0	0	0.004534717	0	0	0.011680219	0.003676251	0.007885053	0.020578241
Morn5	0	0	0	0	0.004798133	0	0.003998705	0	0	0	0	0.005618648	0	0	0.005194181	0	0.003528466	0	0	0.052992026	0	0.848133403	1.642980924	0	0	0.010839599	0	0.009387609	0	0	0.009176135	0.004848892	0	0	0	0	0	0	0	0
Pih1d2	0.010745395	0.001594665	0.005723842	0.008333522	0.004946696	0	0.003035705	0.009617998	0.007035046	0	0.003112201	0.004315502	0.022220031	0	0.017271597	0.053411406	0.003877289	0.006876648	0.045381723	0.095318741	0.023018568	1.314404667	1.815108409	0	0.003770191	0	0	0.003160424	0	0.020714133	0	0.003803879	0	0	0	0.041421317	0	0.004474729	0	0
6820408C15Rik	0.000245569	0.003501338	0	0.005497084	0.003270682	0.017288793	0.013612415	0.002708248	0.073246191	0	0	0	0	0	0.024961274	0	0.003298374	0.01341984	0.005748635	0.058064188	0	1.176827474	1.834074165	0	0	0	0	0	0	0.005872374	0	0	0	0	0	0	0	0	0	0.018420327
Asrgl1	0.079266184	0.090672555	0.091915944	0.067606839	0.116880857	0.111468239	0.075019548	0.076072539	0.011139462	0.070059234	0.045687066	0.150231523	0.054328555	0.175198334	0.096679693	0.040438622	0.054136951	0.079631487	0.181194237	0.120638152	0.105467509	0.158479403	1.495152415	0.097165191	0.117202466	0.260991371	0.277041729	0.21808479	0.208802403	0.136396111	0	0.141658366	0	0.08284883	0	0.075624499	0.072432088	0.052445267	0.04676476	0.074839023
Wdr63	0.003523885	0.002060522	0	0.006262774	0.002231518	0	0.002412804	0	0	0	0	0.00236392	0	0	0	0	0	0.006623758	0	0.072431807	0	1.006090453	1.472377438	0	0	0	0.017989818	0	0.003861129	0	0	0	0	0	0	0	0	0.003427659	0	0
1700026D08Rik	0	0.012267656	0	0.004425195	0.004076883	0	0.011002021	0	0	0.003553598	0	0	0.004063738	0	0	0	0	0.000421771	0	0.145453783	0	1.28409387	1.827780624	0	0	0	0	0.009977152	0	0	0	0	0	0.002426378	0	0.040238833	0.00342867	0	0.00261449	0
Fbxo43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493984	0	0.001864129	0.183652298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf32	0.022075486	0.007599056	0.004480242	0	0.006218971	0.003654174	0.003120337	0.001597097	0	0	0.004241398	0	0.007929614	0	0.185413387	0.044106842	0.051868529	0.022307234	0.045051994	0.041364851	0.186062221	0.636877613	1.512822514	0.095595112	0.038718502	0.026178608	0	0	0	0	0	0.003803879	0	0	0	0	0	0	0.00597069	0
Tmem53	0.099996699	0.12884059	0.009594279	0.018208078	0.03998589	0.063560542	0.023278921	0.011528936	0.028923255	0.008329448	0.000351834	0.004177282	0.030866156	0	0.061321984	0.024687371	0.045401315	0.105663742	0.072186849	0.21838426	0.079892545	0.290560552	1.039099673	0.02244117	0	0.004213436	0.053107594	0.00425436	0	0.004122115	0	0.020003132	0	0	0	0	0.006293832	0.021292161	0.034016566	0
Cep128	0.021467609	0.054513418	0.041277105	0.016984602	0.059385058	0.093077849	0.023312349	0.031116537	0.032440631	0.032053577	0.003897011	0.180999476	0.010544425	0	0.088823388	0.00859674	0.043126666	0.034346773	0.062971937	0.030082205	0.017437625	0.546504704	1.700572063	0.013160079	0	0.127799289	0.31323885	0.047893071	0.032723519	0.050068452	0.198173925	0.130728318	0	0.110181058	0.020887427	0	0.066512484	0.130250544	0.088813196	0.067611795
Ppp1r36	0	0.011286827	0.005856475	0.006926624	0.011461036	0	0	0.00973776	0	0.01297822	0	0	0	0	0.006536063	0.036495551	0.007107339	0.010168303	0.028147387	0.217506645	0.040149275	1.177876205	1.808319012	0	0	0	0	0	0	0.004980509	0	0	0	0	0	0	0	0.003987056	0.002862362	0
AI848285	0	0	0	0	0	0	0	0	0	0	0	0	0.004912355	0	0	0	0	0	0	0.008736594	0	0	0.87863851	0	0	0	0	0	0	0.072010119	0	0	0	0	0	0	0.004441757	0	0	0
Katnal2	0	0	0	0	0.00450314	0	0.008305408	0.003427544	0	0	0	0.008255768	0	0	0.008339507	0	0.002962237	0	0.007515034	0.030651514	0	0.218183246	0.812957867	0	0.008256361	0	0	0	0	0	0	0	0	0	0	0	0.007720786	0	0	0.015517204
Dnaaf1	0.005502765	0	0	0.002621486	0	0	0	0	0.024880387	0	0.000335745	0.001651836	0	0	0	0	0	0.000358568	0	0.106317536	0	0.501526022	1.024990827	0	0	0	0.008223513	0	0	0.005090855	0	0	0	0	0	0	0.009667193	0.00247519	0	0.017903625
Ccdc151	0	0.0054346	0	0	0	0	0	0.004562306	0.004347047	0	0	0.003792626	0	0	0	0.002154509	0	0.000429364	0	0.033761021	0	0.89790126	1.522240026	0	0	0	0	0.006417455	0.004989371	0.002666314	0	0	0	0	0	0	0	0	0	0
Oit1	0.004395655	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004827351	0	0	0.004653091	0	0.158443386	0.850730775	0.099374559	0.997804452	0	0	0	0	0	0.004931794	0	0	0	0	0	0	0	0	0	0	0
Mdm1	0.066832346	0.029180687	0.596283893	0.041171357	0.040992927	0.024717749	0.049586129	0.074725821	0.033226212	0.008327339	0.018754497	0.167849584	0.065361933	0.096760298	0.073461584	0.084143904	0.111302063	0.084946705	0.175673389	0.122763278	0.039080417	0.843461831	2.320025677	0.143548773	0.01379602	0.089744065	0.205683334	0.035270831	0.044151443	0.059388476	0.013177837	0.032506629	0	0.08633366	0.090061199	0	0.138450255	0.043447001	0.037365127	0.342677534
Ccdc18	0.093533101	0.052660814	0.22369717	0.047907846	0.100951911	0.027511329	0.088654207	0.078099215	0.178609259	0.051293732	0.042368393	0.485680155	0.020576724	0	0.129902442	0.072672811	0.347807899	0.100614176	0.531973072	0.154626923	0.08943299	0.359876105	2.245488558	0.076849973	0.079137481	0.077018483	0.349870955	0.204984395	0.070928116	0.207835193	0.070808192	0.211103036	0	0.040435957	0.007983718	0	0.065166343	0.072253918	0.103912252	0.048116613
Ccdc171	0.083061451	0.059857314	0.073581399	0.036648112	0.027198248	0.015428608	0.024819284	0.008913954	0.006927777	0.009038127	0.0030427	0	0.005772893	0	0.195063788	0.016653036	0.059141189	0.029699548	0.028996878	0.032206228	0.017371515	0.374614312	1.166798102	0.065626002	0.056549688	0.017973876	0.04893535	0.024750552	0.030281947	0.029057462	0.041016494	0.049125756	0	0	0	0.016931627	0.016685774	0.032695626	0.01402284	0.016240606
Fbxo36	0.043010745	0.037945673	0.010028493	0.021655524	0.002361906	0.011437903	0.00138068	0.025495039	0.026785573	0.007016643	0.003317899	0.009028134	0.022630782	0	0.01111028	0.083490437	0.05943529	0.013622446	0.081080473	0.140429437	0	0.929113508	1.617150724	0	0.003049736	0.034729682	0	0.014517961	0.003025153	0.004764597	0	0.015089867	0	0	0.027769627	0	0.010576426	0.006002375	0.018453345	0.016021187
Efhc2	0	0	0	0	0.009816856	0	0	0	0	0.00212338	0	0	0	0	0.00413768	0.002277651	0	0	0	0.00412644	0	0.176354879	0.818136745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt1	0.027676127	0.018269539	0.00527501	0.021356709	0.002241371	0.011725886	0.018103757	0.006284004	0	0	0.004197397	0	0	0	0	0.011704343	0.060528154	0.01165233	0.014283218	0.22138672	0	1.578126195	2.318201472	0	0.005596823	0	0	0	0.003799344	0	0	0	0	0	0	0	0	0	0.004655073	0
Calb2	0.004816175	0	0.027755042	0	0	0	0	0	0	0.00347138	0	0	0	0	0	0	0.001698012	0	0.079810836	0	0	0.035303013	0.620438474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpn2	0.054379066	0.053457392	0.046727615	0.064098383	0.071997543	0.052390644	0.045458724	0.125834027	0.095799745	0.086950979	0.052562491	0.11956941	0.122184947	0	0.032436255	0.044611958	0.078478938	0.057530522	0.069689672	0.083514919	0.05771338	0.110941471	1.51228711	0	0.08488342	0.099984909	0.059049045	0.080553792	0.181525435	0.142386817	0.221527859	0.055130309	0.10244884	0.075190989	0.065843187	0.03316448	0.069032711	0.088980067	0.086015542	0.011668813
Ribc1	0.003660186	0.003088673	0	0.00245793	0	0	0.005860556	0.003831853	0.010081539	0.009538046	0.003326719	0.010464262	0.00803114	0.193142812	0	0.00286784	0	0.007337307	0.021286053	0.056651519	0	0.651623098	1.38885385	0	0.009368628	0.015529997	0.009402089	0.013637177	0	0.00517043	0.015317826	0.011407181	0	0	0	0	0.010041825	0.003770658	0.015226096	0
Lrrc23	0.006699751	0.006232636	0	0.000760551	0.003564844	0	0.002959964	0	0	0.004311602	0.074680696	0	0	0	0.030298934	0	0	0.013707414	0	0.158905269	0	2.056600352	3.053691575	0	0.026801792	0.002736132	0.097971208	0.008996104	0.006468781	0.018535493	0	0	0	0	0.004097425	0.035093227	0.004751452	0	0.002800998	0
Tctex1d2	0.056593452	0.124853097	0.060377168	0.099709701	0.170316294	0.222089166	0.055557602	0.074824055	0.061459104	0.062042266	0.042686741	0.087776938	0.047146074	0.096760298	0.135464081	0.070531935	0.050190815	0.091780099	0.186093461	0.268822405	0.015751458	0.890257751	2.347126386	0.294482574	0.003937175	0.003568639	0.019289921	0.013595766	0	0.034934668	0.099841403	0.346128194	0.18071799	0.306511964	0.046699941	0.040138841	0.220631443	0.131861494	0.141384411	0.019917006
Ccdc14	0.061272421	0.024560085	0.125544538	0.031892574	0.052243824	0.036278904	0.052435859	0.03045493	0.007762068	0.023859581	0.009178226	0.108688353	0.018371535	0	0.009614695	0.023919537	0.03731064	0.028652763	0.054005202	0.098377642	0.038224212	0.188359044	1.065937876	0.021576364	0	0.011095129	0.027424076	0.045087841	0.007446781	0.007104702	0.009127645	0	0	0	0	0	0.005449212	0.05719751	0.021308097	0
Myb	0.005705397	0.003232199	0	0.003718204	0.009358668	0	0.006634611	0.002295726	0.01292541	0	0	0.018894253	0.001063689	0	0	0	0.011559069	0.006502615	0.015262914	0.219996347	0	1.080304425	2.336487215	0.101615885	0.028229424	0.133127896	0.058642151	0.067118011	0.044069285	0.285466284	0	0.015768139	0.137254767	0.064700976	0.018360972	0.579333038	0.004158032	0.00361035	0.026955115	0.018420327
Dnaic2	0.009012735	0.006827532	0	0.011928053	0.013808811	0.008084051	0.025990996	0.004562306	0	0.003247884	0	0	0	0	0	0	0	0.003188191	0	0.04039713	0	0.789261648	1.396954187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008707998	0	0	0
E030010N08Rik	0	0.011038138	0.005005677	0.004885347	0	0	0.002742091	0	0	0	0	0	0	0	0.018864229	0	0	0.004786967	0	0.009330959	0	0.4651641	1.214271498	0.048379202	0	0	0	0	0	0.001569769	0	0	0	0	0	0	0	0	0	0
Usp43	0.000190268	0	0	0.000907277	0.016383321	0.01954752	0	0.018895484	0.005906666	0.028020551	0.029088144	0.129551522	0.173509767	0	0.004942981	0.046028406	0.02480755	0.054917698	0.147363686	0.116365328	0.485565652	0.216481038	1.113668965	0	0.006701042	0	0	0	0	0.001294559	0	0	0	0	0	0	0.008210501	0	0.003059834	0.058123002
1700001L19Rik	0.011642813	0.02684746	0	0.005483	0.003111518	0.015689798	0.004186512	0	0	0	0	0	0	0	0	0.001725509	0.002115668	0.012769616	0	0.08739439	0	0.821749516	1.713195205	0	0	0.005875304	0.006734921	0	0.003601532	0	0.009176135	0.007542592	0	0.002734557	0	0	0	0.002459775	0.004627802	0
Spata33	0.003938059	0.002132521	0	0.005577009	0.015052797	0.049177757	0.004272054	0	0	0	0.000379625	0	0	0	0.012044583	0	0	0.009828181	0	0.05128594	0	0.367605103	1.243784296	0	0.008365671	0.010573656	0.017989818	0	0	0.004862995	0	0	0	0	0	0	0	0	0	0
Cby1	0.103194285	0.166187946	0.083287132	0.198740203	0.15439922	0.28890791	0.131055437	0.172160586	0.236167159	0.143204917	0.077650387	0.167390317	0.184038559	0.086572733	0.093930277	0.040180702	0.117968828	0.105755518	0.206841184	0.132461032	0.095135942	0.868056111	2.382716741	0.115708418	0.04482193	0.076594917	0.121093885	0.215577715	0.075989842	0.068047682	0.022466154	0.031379099	0.105287958	0.055371382	0.068177537	0.08413438	0.026435338	0.051150415	0.060107616	0.164290178
Pbx4	0.000531438	0.006777094	0	0.006812815	0.00348708	0.003699346	0.009071874	0.002926094	0.049103849	0.005227674	0	0	0	0	0.106728201	0.212812158	0.099995909	0.000388868	0.007719981	0.008639448	0	0.145872684	1.333148479	0.018451165	0.006369667	0.007812809	0.028032724	0.012808655	0.026265062	0.010469224	0	0.010576602	0	0.002848816	0.00482372	0.023478532	0	0	0.006072396	0
Agr2	0	0	0.010734297	0.003348184	0.007065149	0	0	0.029292934	0	0	0	0	0	0	0	0	0	0.003096186	0.03449235	0.231821141	0	0.229651289	1.497077505	0.007831375	0	0	0	0	0	0	0	0	0	0	0	0	0.006954818	0	0.004066545	0
4930444P10Rik	0.000315834	0.003628648	0	0.006558128	0	0	0.00393494	0	0	0	0	0	0	0	0	0	0	0	0	0.005919357	0	0.41580348	1.541121332	0	0	0	0	0	0	0	0	0	0	0	0.016919325	0	0.004802118	0	0	0
Spag6	0	0.002664997	0	0	0	0.009611791	0	0	0.012255867	0.0019238	0	0	0	0	0.005787199	0.004124895	0	0	0	0.099287401	0	0.869349771	1.710936894	0.02244117	0.00584794	0	0	0	0.004989371	0.00154419	0	0	0	0.009753439	0	0.021876178	0	0	0	0
Lrrc46	0.008174408	0	0	0.000399269	0.005073561	0	0.001974206	0	0.027438697	0	0	0	0	0	0.006638794	0	0	0.003470944	0	0.071416887	0	0.798257845	1.721162021	0	0	0.004140345	0	0	0	0	0.030909079	0	0	0	0	0	0.003796029	0	0	0
Spata24	0.10139785	0.055265308	0.211084067	0.078400468	0.142884966	0.07082553	0.106274855	0.059031189	0.029279044	0.042494214	0.011232044	0.195142936	0.060940725	0	0.049315747	0.027679924	0.031687571	0.065015127	0.149392759	0.197002375	0.085287729	0.934042549	2.235011023	0.061118882	0.038768111	0.144805022	0.063357181	0.04907698	0.046553653	0.074831884	0.014823678	0.045818496	0.02932585	0	0.018246116	0.161663543	0.029709758	0.011693969	0.035134007	0.042949138
Zmynd10	0	0	0.004546636	0	0	0	0	0.013224919	0	0	0.004329351	0.003849402	0	0	0	0.002430761	0	0.00384993	0.010156558	0.028753593	0	1.072547876	2.109846297	0	0.004755848	0.003512775	0.014594	0	0.005274387	0.008363002	0.007481804	0	0	0	0.018033484	0	0	0	0.006558389	0
Nek2	0.000905336	0.004427488	0.066874361	0.009584906	0.022940325	0.021961461	0.022015433	0.009306032	0.064877395	0.014043244	0.005301303	0.316320465	0	0	0.052542679	0	0	0.003834972	0.053516085	0.055290771	0.048918036	0.308691535	1.474675256	0	0.025785705	0.050870352	0.150934064	0.066053103	0.026378861	0.041446181	0.033165128	0.003419237	0	0.002636756	0.024989413	0.040138841	0.010319828	0.041308479	0.034838823	0
Tomm20l	0	0	0	0.000341048	0	0	0	0	0	0	0	0.003043006	0.000914739	0	0	0	0.018257193	0	0	0	0	0.029160476	0.882115858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabl5	0.09645614	0.096575904	0.055172448	0.0767077	0.06590656	0.044712194	0.058761129	0.041462652	0.193182675	0.046050879	0.028871656	0.044002294	0.060225284	0	0.18761464	0.122374706	0.143986448	0.059482056	0.147277344	0.270810605	0	0.963496489	2.499611558	0.051848909	0	0.01341148	0.033847912	0.02145241	0.024724408	0.134267576	0.006590942	0.03754039	0.065539638	0	0	0.022156898	0.016547053	0.07666835	0.089902222	0.058461974
Hyls1	0.024305597	0.048303741	0.039184341	0.020242418	0.015221593	0.021208557	0.019792969	0.039792433	0.027268096	0.060499629	0.040608581	0.089804859	0.023435842	0	0.029457875	0.007227684	0.011292034	0.00470576	0.035530791	0.043591762	0	0.061540606	1.824342648	0.155771457	0.042365166	0.029530491	0.086556187	0.080009008	0.039360172	0.050795424	0.021913724	0.030191848	0.080866085	0.006402299	0.045830596	0.040138841	0.019524053	0.022629408	0.044610395	0
Cdc20b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003485395	0	0.008263367	0.00552837	0	0.018380682	1.521161598	0	0	0	0	0	0.004418089	0	0	0	0	0	0	0	0	0	0	0
Ccna1	0	0	0	0	0.001141183	0	0	0	0	0	0	0.00183238	0	0	0.00535888	0	0.001615128	0	0	0.012163504	0	0.265243011	1.512058644	0	0.005354226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
