uid	qHSC	aHSC	HSC-Ly	MPP5-IER	MPP5 Ly-I	MPP1-MKP	MPP1-G1	MPP2-G2	MPP2-M	MPP2-S	MPP3-IER	MPP3-S	MPP4-TCA	MPP4 Ly-I-a	MPP4 Ly-I-b	HSC-Mac-1	HSC-Mac-2	Mac-Nr1h3	ML-1a	ML-1b	ML-CC	ML-2	ML-MDP	ML-3	MEP	MkP-HSC	MkP-Kit	ErP-HSC	ErP-MEP	ErP-1	ErP-2	ErP-3	ErP-4	ErP-5	BMCP-G2	BMCP	pro-Mast	pre-Baso	Baso-Mature	MP	IG2-MP	IG2-proNeu1	EoP	proNeu-1a	proNeu-1b	proNeu-2	preNeu-1	preNeu-2	preNeu-3a	preNeu-3b	preNeu-3c	immNeu-1	immNeu-2	immNeu-3	MDP-1	MDP-2	cMoP-a	cMoP-b	D3-LM	pre-cDC1a	pre-cDC1b	pDC-CC	pDC	pre-cDC2	plasmaDC	CLP1-a	CLP1-b	CLP1-c	CLP2-Ly6d+	ALP-a	ALP-b	proB-cycling	preproB-1	pre-proB-2	preBcrII-G2M	preBcrII-S	preB-kappa	immB	matB	EILP	CHILP	ILCP-a	ILCP-b	ILC2	ILC1_3+NKP	pre-aceNKP	aceNKP
G630090E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024478667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930513D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021314956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	2.084178565	2.197286615	2.103790417	1.991652685	1.806990157	2.133588025	1.566311064	1.830490633	1.653202049	1.658788105	1.368343788	1.633106579	1.927222291	1.786157791	1.523503622	1.845468105	1.768616268	0.033171377	0.653617133	0.679882612	0.560047929	0.32499866	0.328409809	0.798282466	0.689656352	1.770630681	1.607877587	0.356570792	0.976045696	0	0	0	0	0	0.293927863	0.41436295	0.741650006	0.117791737	0.10259718	0.005625019	0.062780486	0.050255726	0.203923071	0.022493564	0.025133764	0.029286302	0	0.055224254	0	0	0.101910943	0	0	0.066613721	0.117167071	0.106564264	0.048894654	0.080232374	0.087082009	0.014940597	0.06237151	0.089179031	0.093337218	0.170437023	0.474370438	0.571651757	0.697727205	0.938613017	0.341441972	0.459027756	0.450221872	0.342341298	0.635757469	0.449451861	0.056392986	0.067982081	0.145923806	0	0	0.215354653	0.157363839	0.127082541	0.247419513	0.07958057	0	0.075117747	0
Pf4	0.409272073	0.494904325	0.388656548	0.27052095	0.362305923	1.31821109	0.310877895	0.800392236	0.498833208	0.152228145	0.102570571	0.040148711	0.273637357	0.147060532	0.071376568	0.541070338	0.558624281	0.483063788	0	0.018241598	0.009920183	0	0.034629957	0.122612403	0.040934445	3.92078411	6.616580053	0.020931828	0	0.049159144	0.109263022	0	0	0	0	0.132465325	0.053263661	0.011030965	0	0.028660278	0	0	0	0.083121171	0	0	0	0	0	0	0.236313771	0	0	0.045592668	0	0	0	0	0	0	0	0	0	0	0.304383055	0.031788008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043142217	0.070634467	0	0
Vwf	0.154751855	0.068930038	0.056611492	0.045931893	0.015782298	0.078731262	0.028483098	0.12808208	0.034975286	0.068268775	0	0	0	0	0	0.080242906	0.091385983	0	0	0.018076257	0	0	0	0	0	0.566489052	1.751836495	0.050140316	0.091992252	0.017745555	0.048065869	0.04226318	0.051821037	0.077877297	0	0.061193865	0	0	0	0	0	0.007760254	0	0	0	0	0	0	0	0	0.023675631	0	0	0.021021053	0	0	0	0	0	0.037419119	0.036369264	0	0	0	0.082029548	0	0	0	0	0	0.012117863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp1bb	0	0	0	0	0	0.321379504	0.103070546	0.213613543	0.124497381	0.06838464	0	0.010404872	0	0	0	0.024166336	0.145218103	0	0	0	0	0	0.016533202	0.024925813	0.020746379	0.9663022	1.819359838	0.017468004	0.021397665	0	0.016700426	0	0	0	0.013831469	0.009686822	0	0	0.069900369	0	0	0	0	0	0	0.009881757	0.055457135	0.016612448	0.015944164	0.034635603	0.130049553	0.017206721	0	0	0	0	0	0	0	0	0	0	0	0	0.035826295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061731128	0.035001776	0.014154595	0	0	0	0.010794181	0.01352432
Treml1	0.058704625	0.056443017	0	0.050406351	0	0.355502496	0.066195811	0.263619999	0.143252905	0.076217114	0	0.031601702	0	0	0	0.039730803	0.034958666	0	0	0.018241598	0	0	0.016533202	0.04059203	0.109429663	0.852016119	1.619981538	0.012906275	0.071103941	0	0.005163644	0	0	0	0	0.054777315	0	0	0	0	0	0	0.041570329	0	0.007917626	0	0	0.063468547	0	0	0.026737749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054294613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020500326	0	0	0	0	0
Sdpr	0.154305253	0.103448917	0	0.055137803	0.021278775	0.519061736	0.073847765	0.521188398	0.200973036	0.156248107	0	0	0	0	0	0.132752078	0.305722513	0	0	0.027521706	0	0	0.022225462	0.031806083	0	1.422451953	2.286729211	0.035859444	0.084257169	0	0.019707884	0	0	0	0	0	0	0	0	0	0	0	0	0.032986481	0	0	0	0.024130212	0	0	0.083531333	0	0	0	0	0	0	0	0.16194504	0	0	0	0	0	0.092121982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F2rl2	0.020799461	0.028398342	0	0.009861976	0.042416085	0.103342333	0.021661579	0.072336724	0.014604395	0.011740756	0	0.024308003	0.032252114	0.022771496	0.076590266	0.041817746	0.045433686	0	0.015044165	0.018254722	0.008117831	0	0	0.031446418	0.048277155	0.320933463	1.07480005	0	0.040303441	0	0.009541975	0	0	0	0	0.009686822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010173151	0	0	0.019900752	0	0	0.018727937	0	0	0	0.021985439	0.025101194	0	0	0	0.037178958	0	0	0	0	0	0.020642599	0	0	0	0.074979841
Rab27b	0.215988102	0.194136202	0.088554485	0.070332393	0.024456645	0.472218622	0.135946637	0.452262795	0.346813837	0.157310041	0.024124868	0.069600097	0.04281216	0	0.185130992	0.155031965	0.179775584	0	0	0.054973588	0.045311694	0	0	0.02623904	0.063097313	0.990196784	1.965272705	0.084319566	0.133992016	0.020686635	0.032167848	0	0	0	0.081660587	0.058420167	0.241637422	0.075381239	0.128069126	0	0	0	0	0.012350043	0.007917626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098405959	0	0	0	0	0	0	0	0	0.014243715	0	0	0	0	0	0.019423407	0.050499742	0	0	0.132180118	0	0	0.01352432
Kcnj5	0	0	0	0	0	0.018956111	0	0.016000882	0.014721637	0	0	0	0	0	0	0	0.008011873	0	0	0	0	0	0	0	0	0.212006591	0.476283208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006830796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012451529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd3	0.145332676	0.141564913	0.034961975	0.027399138	0.016554648	0.032025921	0.037092065	0.060005441	0.041600921	0.013738911	0	0.025819912	0.069581478	0.012421849	0	0.036620473	0.102682194	0	0	0	0	0	0	0	0.021826686	0.32174323	1.104391712	0.01981709	0.024403964	0.007800675	0.020840898	0.009798403	0	0	0	0.009686822	0	0	0	0	0	0	0	0.006830796	0	0.012149449	0	0.008162214	0	0	0.023675631	0	0	0	0	0	0	0	0.118302635	0	0	0	0	0	0.047585763	0	0	0	0.017319506	0	0	0.031334583	0	0.02247289	0	0	0	0	0.041605862	0.031311518	0	0	0	0	0.191335805	0.102294572	0.254171967
Pde10a	0	0	0	0.036621577	0	0.098691001	0	0.074905884	0.044648113	0.015540567	0	0	0	0	0	0.031309434	0.030817214	0	0.025599734	0	0.012122712	0	0.016359849	0	0	0.40219735	0.716985985	0	0	0	0.009541975	0	0	0	0	0	0	0.011265126	0	0	0	0.008957862	0	0.006479652	0	0	0.007835415	0.014618	0.059805057	0.02457834	0.078686495	0.044801013	0	0	0	0	0	0	0	0	0	0	0	0	0.013593659	0.016496292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043074432	0.041513624	0	0	0.015221997	0
Gp5	0	0.059209601	0.039429966	0.083967917	0	0.646348544	0.089176584	0.226576083	0.206332217	0.125684197	0	0.014365311	0.016462445	0.010931144	0.062380387	0.097500609	0.135972838	0	0	0	0.009404526	0	0	0.142611151	0.260986961	0.831959642	1.290470734	0.277339804	0.44370491	0.173512187	0.313060174	0.112179368	0	0.012290491	0	0.045481162	0.027488107	0	0.052720486	0	0	0.007760254	0	0	0	0	0	0	0	0	0.023675631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007449223	0.01449276	0	0	0	0	0.010125899	0	0	0	0	0	0	0	0	0.035197049	0	0	0	0	0	0.006577256	0
Myom1	0	0	0	0.019150483	0	0.031292308	0.017622113	0.038438809	0	0.008804136	0	0	0	0	0	0	0.013368593	0	0	0	0	0	0	0	0	0.161589428	0.384534007	0	0	0	0.013342629	0	0	0	0	0	0	0	0	0	0	0	0	0.006830796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020613366	0	0	0	0.027749364	0	0	0	0	0.023493077	0	0	0	0	0	0	0	0	0	0	0.045083518	0	0	0	0	0	0
Nlrp6	0	0	0	0	0	0.010959718	0	0	0	0	0	0	0	0	0	0	0	0	0.021719036	0	0	0	0	0	0	0	0.154804666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008055553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020768202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timp3	0.33493013	0.076691251	0.027454278	0.067006885	0.037483787	0.13208068	0.029511169	0.070046047	0	0.01272517	0.020330182	0.02562643	0	0	0	0.04579912	0.08912189	0	0	0	0	0.009660305	0	0	0.028257241	0.165970497	0.834249139	0	0	0	0	0	0	0	0	0.008034106	0.031780268	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016361119	0	0	0	0.051438882	0.033525721	0	0	0.038244257	0	0.022854605	0	0	0.010031301	0.086788254	0.086619546	0.043323194	0.047664589	0	0.015408397	0.025991405	0	0.02957747	0.013284063	0	0	0	0	0	0	0.035184988	0	0	0	0	0	0
Slc14a1	0.321175411	0.179748171	0.2934941	0.187069222	0.062862622	0.972135211	0.311852222	0.53440148	0.485403047	0.183610099	0.17515925	0.128090576	0.168251348	0.15255361	0.157484786	0.280058753	0.33852706	0.049053347	0.099496114	0.114653036	0.047365397	0.063048707	0.138733645	0.469782981	0.559042469	2.233214474	2.506931369	0.638676131	0.627662778	0.48358263	0.59171691	0.728404957	1.029501254	0.831772402	0	0.122382436	0.045758281	0	0	0	0	0	0.008761837	0.016981168	0	0	0.062316352	0.027847353	0	0	0.113674703	0	0	0	0	0	0	0.049313634	0.06526706	0.045453903	0.028772484	0.144264701	0.130507617	0.176033285	0.153944055	0.262205403	0.067928357	0.287746615	0.154253966	0.415416318	0.108245309	0.159384301	0.345885835	0.279829635	0.072024356	0	0.046036538	0.092456034	0	0.309065088	0.149513645	0.082385881	0.203126506	0	0.383356679	0.168949998	0.132965936
Rbpms2	0.033236965	0.041948834	0	0.094433119	0.066634501	0.130920503	0.09662578	0.092709452	0.064542662	0.05014423	0	0.022469209	0.056497842	0	0	0.068801469	0.133320495	0	0.043810487	0.026141542	0.022001917	0.026284351	0	0	0	0.305953366	0.781975315	0.017074607	0.096601367	0	0	0	0	0	0.01028121	0.029981466	0	0	0.055300301	0	0.015950945	0.022699161	0	0.027599623	0	0	0	0	0	0	0.028151325	0	0	0	0.012594229	0	0	0	0.006516242	0	0	0	0	0	0.046503385	0.030007442	0.008316168	0	0	0.023057179	0	0	0.014388712	0	0	0	0	0	0.059957121	0.022662292	0.203953998	0.016453764	0	0	0	0	0.033858718
Gucy1b3	0	0	0	0.009861976	0	0.079295058	0.083386886	0.054584661	0.014604395	0.019305725	0	0	0.040080255	0	0.033214765	0.011881954	0.030442345	0	0.013734843	0	0	0	0.016533202	0	0.011874019	0.191988331	0.381599119	0.011683402	0.022769604	0	0	0	0	0	0	0.009686822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016545868	0	0	0	0	0	0	0	0	0	0	0	0	0.020002886	0	0	0	0.017164553	0
Gm10419	0.140107955	0.068461972	0.012594229	0	0	0.032987357	0.015063446	0	0	0	0	0	0	0	0	0.023092881	0	0	0.014898004	0	0	0	0	0	0	0.086613172	0.406620651	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04990479	0	0	0	0	0	0	0	0	0	0.006538636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proser2	0.015662873	0	0	0.02444393	0	0.06774086	0.015399134	0.022351294	0	0.008804136	0	0.024308003	0	0	0	0.009889966	0.032940216	0	0.044327752	0	0	0	0	0	0	0.106992896	0.309441947	0	0	0	0.028790178	0	0	0	0.01908349	0	0	0	0	0	0.011037052	0.008300029	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008570422	0	0	0	0.011549729	0	0	0	0	0.021630077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrvi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037821267	0	0	0	0.013832145	0	0	0	0	0	0.060565411	0.220492471	0.662937579	0.012906275	0	0	0.016700426	0	0	0	0	0.009686822	0.018353171	0	0	0	0	0	0	0.006830796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025031319	0	0.034448516	0.027822339	0	0	0.078540939	0.070646265	0.015282235	0.064547305	0.056803893	0.084316952	0.042555538	0.043658287	0.015982212	0	0.044734939	0	0	0.083787663	0.073835299	0.079074065	0.033351052	0	0	0	0
Cdc42ep5	0.021812845	0	0	0	0	0.018956111	0	0.04199766	0	0	0	0	0	0	0	0.015969509	0.01923484	0	0	0	0	0	0	0.014803459	0	0.109453524	0.274636688	0	0.022726174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006830796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069455205	0	0	0	0	0	0.007449223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep2	0.04201105	0.011649452	0	0.014238694	0	0.07059031	0.03549783	0.04487846	0.016671136	0	0	0	0	0	0	0.030933338	0.037458957	0	0	0	0	0	0	0.024925813	0.015127271	0.189284533	0.368678468	0	0	0	0.012956145	0.006190449	0	0.005775248	0	0	0	0	0	0	0	0	0	0.006830796	0	0	0	0.005894944	0	0	0	0	0	0	0	0.006089471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042376974	0	0	0.049544718	0	0	0	0	0	0	0	0	0
Ache	0	0	0	0.014960401	0.013606821	0.197457987	0.012280667	0.030198739	0.076047786	0.007711328	0.024169841	0	0	0	0.025705212	0.02177192	0.054434489	0	0	0.018241598	0	0	0	0	0.096751891	0.225837878	0.750681086	0.072234409	0	0.060190001	0.142863296	0.279651893	0.593359681	0.459716164	0	0.033049139	0	0	0	0	0	0	0	0	0	0	0	0.035872882	0	0	0.011865848	0	0	0	0	0	0	0	0	0	0	0.02172675	0.06348072	0	0.025677238	0	0	0	0	0.015909	0	0	0	0	0	0	0.036054621	0	0	0	0	0	0	0	0	0	0
Clec1b	0	0	0	0.012777289	0	0.011902833	0	0	0	0	0	0	0	0	0	0.100810733	0.095062617	0.258865533	0	0	0	0	0	0	0	0.058843005	0.506519209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014517334	0	0	0	0	0	0.033659752	0	0.015103777	0.006807804	0.009762589	0	0.076471685	0.085953026	0	0	0.010248366	0.012451529	0	0	0	0.019344993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb3	0.102643126	0.051114466	0.019130729	0.031759892	0.018958693	0.152631887	0.073496287	0.17084256	0.066788221	0.031623392	0.023833673	0.021666905	0	0.025213318	0.045126033	0.056636924	0.230943127	0.050159609	0.038302131	0.168782617	0.041975025	0.05208621	0	0.033530941	0	0.605498722	1.240826689	0	0	0	0.019707884	0	0	0	0	0.121569412	0	0.019465588	0	0.023072087	0.033603626	0.015452956	0	0.041085089	0.036089849	0.061920937	0.112054351	0.091982532	0.107934335	0.140025294	0.125741577	0.217164053	0.13612414	0.132262787	0.039299657	0.063569297	0.046126767	0.041364621	0.040165239	0	0.032195156	0.059764118	0.024353703	0	0.012451529	0.069518291	0.022517155	0.022541209	0.015891926	0	0.018770839	0	0	0.013284063	0	0	0.049784049	0	0.036506611	0.06564191	0.264743287	0.506920683	0.390919526	0.518234554	0	0.247121568	0.229530241
Gnaz	0.044043124	0.118967221	0.106034382	0.09798653	0.020276592	0.09655141	0.028941433	0.033922652	0.023960926	0.036414794	0	0.014365311	0.04225783	0	0	0.011982556	0.066960021	0	0	0.02658397	0	0	0	0.047738036	0.054187408	0.188445542	0.537102687	0	0.072732181	0	0.009541975	0	0	0	0.011452181	0.031112761	0.066154219	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006538636	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056963007	0	0	0.021409298	0	0	0	0	0	0.023817	0	0	0	0	0	0	0	0	0.019171601	0	0	0	0
Lhfp	0.013114494	0	0	0	0	0.064329855	0	0.023628503	0.027972587	0.00685902	0	0	0	0	0	0.01942748	0.010633433	0	0	0	0	0.012414251	0	0	0	0.127204125	0.332828511	0	0	0	0	0	0	0	0	0	0	0.011066512	0	0	0	0	0	0	0	0	0	0	0	0	0.016361119	0	0	0	0	0	0	0	0.116205992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026264934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp9	0.077309081	0.207874893	0.058410625	0.113714715	0.036589233	0.632075045	0.177636132	0.307311044	0.172433048	0.218757694	0.0222904	0.066391162	0.168353124	0.129308426	0.070052727	0.199296952	0.095834612	0	0	0.07016674	0.073919735	0.008377929	0.016533202	0.206155703	0.216021914	0.681086488	0.987499704	0.051508431	0.134319985	0.014743022	0.015747012	0.071525304	0.334282637	0.156706092	0.079226634	0.104221689	0.024234397	0.012283851	0	0	0	0.008300029	0.034352606	0.013509788	0.023484967	0.080166477	0.059056621	0.014618	0.017968123	0	0.04052956	0.025324143	0	0	0	0	0	0	0	0	0	0.013746179	0	0.015958637	0.018713599	0	0	0.082571446	0.015115109	0.068821482	0.030173626	0.020436742	0	0	0.057964251	0	0	0	0	0.082325631	0	0	0	0	0	0	0
Pde5a	0.025834734	0.058804883	0.011122655	0.012777289	0.030161469	0.074533016	0.10389293	0.267341077	0.200114178	0.115196693	0.010046119	0.019449237	0	0.03924322	0	0.052054921	0.046217006	0	0.016784344	0.023566121	0.005559891	0.021611114	0.006268895	0.123749648	0.110773493	0.538368722	0.931179993	0.152056542	0.086909283	0.07402751	0.040622224	0.006273685	0	0	0.041490274	0.010273441	0.162593348	0.011096671	0	0.005404262	0.017368561	0.032103487	0	0.062610304	0	0	0	0.061928711	0	0	0.013398977	0	0	0	0.015510189	0	0.01389666	0.028430632	0.050342092	0.037935686	0	0.123348626	0.022212881	0.053679351	0.067469388	0.021641363	0	0.047462347	0	0.067589749	0.049715126	0.064062347	0.054148233	0.067551915	0.254965186	0.075658969	0.231361395	0.02615786	0.102898434	0.018830481	0.066428364	0	0	0.031063377	0.104382737	0.191966094	0
Rap1b	0.575064605	0.805200589	0.902773838	0.850287566	0.851830287	1.964662245	0.948302833	1.493520649	1.164595659	0.845269188	1.068639077	0.761667947	0.554538314	0.620770402	0.502210847	1.923110963	2.075290558	1.982023835	0.740984927	0.882930915	0.74291898	0.89780879	0.72421304	0.934560163	0.702622214	3.193037619	3.998696864	0.365379373	0.459296993	0.280773616	0.546461035	0.443045541	0.313397855	0.473413543	0.795149115	0.928166173	0.738928905	1.031916409	1.171523584	0.871249636	0.992027056	1.057796032	0.688507405	1.2527773	1.219774904	1.209096319	1.139137779	1.337712835	1.4609467	1.316750614	1.776976908	1.690684636	1.537990239	1.731027515	0.878448562	0.927769169	1.162269707	0.990163106	2.070017921	1.457994892	1.212459379	0.86247596	0.887095498	0.727852781	0.719846281	0.849214464	0.818615667	0.932308882	0.493696993	0.766869872	0.828229668	0.393148495	0.477302845	0.903029712	0.623997751	0.593482087	0.593841804	0.457871927	1.184424434	0.750618143	1.038663585	0.417267524	0.710309972	0.851571252	1.057011952	0.879608517	1.493912373
Ppbp	0.031530961	0	0.067252689	0.044626671	0.015310457	0.096391321	0.009034775	0	0	0	0	0	0.04248425	0	0.025705212	0.04355947	0	0	0	0	0	0	0	0	0	0.128368272	0.392157264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072089033	0	0	0	0	0
Ly6g6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094957134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde3a	0.027308712	0	0.019296652	0	0	0.012369396	0	0	0	0.012972953	0	0	0	0	0	0.035904413	0	0	0	0	0	0	0	0	0	0	0.206345155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036119646	0	0	0	0	0	0
Nckap1	0.140088012	0.052683964	0	0.015868623	0.020826109	0.070342958	0.018876064	0.090256938	0.031980166	0.085650932	0	0	0	0.021231278	0	0.065230996	0.095138033	0	0	0.011879969	0.010134882	0.014253049	0.009434932	0.055607499	0.113766141	0.209788558	0.53259266	0.089084367	0.077080927	0.152538295	0.15695703	0.292107991	0.093428202	0.205673993	0.043562634	0.019520298	0.023045529	0.011096671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096842076	0	0	0	0	0.017986631	0.034810351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036613754	0.017046913	0	0.029693705	0	0	0	0
Plek	0.044316179	0.334785437	0.518921967	0.392922829	0.372704516	0.890361951	0.422832924	0.670845885	0.464402895	0.406133837	0.604498483	0.823374038	0.801527583	0.95446517	0.520953	0.941339682	1.150818311	1.214473106	0.509316719	0.470211057	0.386584814	0.352779638	0.26826557	0.537684377	0.288760898	1.872530265	2.599531173	0.046627062	0.109221188	0	0	0	0	0	0.122224482	0.415945	0.290734439	0.27598927	0.717351912	0.079234169	0.023268907	0.02991218	0.208487102	0.04300758	0.016552568	0	0.008671099	0.279502706	0.157051684	0.448132073	0.351993336	0.815458011	1.559257523	1.501928193	0.123371658	0.08566508	0.192331586	0.117028579	1.038153702	1.136424699	0.836129405	0.757546994	0.903079051	0.669030753	0.389860128	0.695519611	0.555822809	0.688206466	0.188684209	0.326695226	0.207713879	0.171378729	0.28282761	0.363236243	0.012911561	0.019091346	0	0.045838648	0.203595601	0.432252146	0.526869046	0.278243437	0.108794017	0.044930098	0.08263671	0.041037368	0.470597319
Gucy1a3	0.440482886	0.345786383	0.331968787	0.191377847	0.31111749	0.320414845	0.120233725	0.336506083	0.119560086	0.151089344	0.126987527	0.108559442	0.248389178	0.173022381	0.098279345	0.126297668	0.070060999	0	0.030943297	0.013697637	0.023501115	0.012414251	0	0	0	0.425857027	0.89849345	0	0.027294802	0	0.005163644	0	0	0	0	0	0	0.007755742	0	0	0	0	0.008761837	0	0	0	0	0	0	0	0.023675631	0	0	0	0	0	0	0	0	0	0	0	0	0.01533378	0.030145326	0.127703264	0.037684293	0.162594625	0.017024825	0.068485595	0.019820319	0.015858785	0.019965438	0.026764038	0	0	0	0	0	0.013898707	0.388858937	0.061876206	0.027921587	0	0	0	0
Cd9	1.016517126	0.817700766	0.438407189	0.714536683	0.505839358	1.255733255	0.614012274	1.67232824	1.331956407	0.687012586	0.587093653	0.423819603	0.453494161	0.278286007	0.370456761	0.730970959	0.950542138	0.207747637	0.154916786	0.598248344	0.624630384	0.095788887	0.228899974	0.965908004	0.62714611	2.246961784	3.341708813	0.483082312	0.499996059	0.055592556	0.020181005	0	0	0.077436798	1.148365143	0.900757995	0.745836615	1.84819402	2.27336681	0.216307461	0.18891154	0.523539607	0.603230067	0.665260307	0.51715325	0.862257912	1.661647674	1.66563711	2.125674844	2.402900242	2.108504726	2.406287702	2.128854911	2.415684897	0.223298334	0.177866265	0.082415928	0.08132435	0.761508205	1.124564491	1.089905618	0.040125758	0.061651896	0.101515294	0.21827062	0.2696279	0.139483463	0.167140193	0.085296094	0.069906478	0.020047727	0	0.052138006	0.261407514	0	0.042741431	0.291038854	0.064447848	0.112387408	0.187988767	0.259399647	0.260631493	0.366629235	0.235314231	0.326250487	0.045655851	0.968759534
Ltbp1	0	0	0	0	0	0	0	0.049430263	0	0	0	0	0	0	0	0	0	0	0	0	0.006964992	0	0	0.025587619	0	0.080831137	0.287195664	0	0.024809574	0.019221575	0.016141	0.016575756	0	0.00807575	0	0	0.048263542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118986775	0	0	0	0	0	0.01422353	0	0	0	0	0	0	0	0	0	0	0	0	0.039917961	0	0	0	0	0	0.038606102	0	0	0
Gm42517	0.017861315	0.019729737	0	0.019347686	0.016554648	0	0.010135961	0.012379095	0	0.008736174	0	0	0.033400626	0	0	0.020273624	0	0	0	0	0	0	0	0	0	0.013418962	0.153123718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
