UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
ACTA2	1.381995349	0.619335409	0.514206229	1.040403231	0.421622417	0.104130391	0.097054454	0	0.054229907	0.021686477	0.048696413	0.03123553	0.075515536	0.320267986	0.149140143	0.045095992	0.1244805	0.06093376	0.035649246	0.081310715	0.161375241	0.119766948	0.237950414	0.13287316	0.040685853	0.031127896	0.013223902	0.085217933	0.026593603	0.118335721	0.04175675	0.060226985	0.052340493	0.047290944	0.077793233	0.160995903	0.081193289	0.091341333	2.113604642	2.792553191	2.054481293	0.082652586	0.06922978
NFASC	0.024607983	0.077463341	0.051660914	0.151817601	0	0	0	0	0.000566579	0.00284641	0.00271957	0.052208806	0	0	0.005683815	0.000792617	0.003943399	0.000185732	0.002618692	0.00039541	0.003492881	0	0.002447138	0	0.000463859	0	0.117129149	0	0.000573665	0	0	0	0	0.000191192	0.000800051	0	4.80E-05	8.42E-05	0.303501864	0.513215736	0.061053981	0.038787511	0.036640953
SRL	0	0.010007757	0.001435924	0.000553644	0.012333929	0.004321832	0	0	0.013838768	0.010286329	0.009444296	0.004628815	0.000580102	0	0	0	0	0	0	0.000656226	0	0	0	0	0	0	0.051143965	0	0	0	0	0	0	0	0	0	3.95E-05	0	0.001612686	0.14128243	0.020623116	0.000147517	0
GLP1R	0	0	0	0	0	0.0019327	0	0	0	0.000156314	0	0.00526427	0	0	0	0	0	0	0	0	0.000220189	0.00596664	0.000116098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113865525	0	0	0
AC013565.1	0	0	0.000145169	0	0	0	0	0	0	0	0	0	0	0	0	4.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228408	0.000187231	8.68E-05	0.000182334	0	0	0.035520987	0	0	0
HTR1B	0	0	0	0	0	0	0	0	0	2.11E-05	0	0	0	0	0	0	0	0	0	0	0.000141327	0	0	0	0.00212262	0	0	0	0	0	0	0	0	0	9.79E-05	0	0	0	0.000708116	0.038920225	0	0	0
NRIP2	0.046366325	0.014674694	0.01360767	0.012927515	0.000603148	0	0	0	0	0.000180634	0	0.001851738	0	0.001747321	0	0	0	0	0	0	0.011998279	0	0	9.95E-05	0.001790746	0	0	0.019055186	0	0	0	0.00142525	6.77E-05	0	0	0.000212073	0.002022986	0	0.090665595	0.233755539	0.02087441	0.000133427	0.002089891
ITGA7	0.040744538	0.047600746	0.100404664	0.011320775	0.048211405	0.000883084	0	0	0.012403021	0.000868174	0.002286996	0	0	0.044868199	0.00566799	0.008606457	0.021301615	0.00331562	0.010438114	0.006666536	0.008406625	0.003127698	0.003548625	0.013965414	0.001065129	0	0	0.002549403	0.000787971	0.005264583	0.009972379	0.003618668	0.016390103	0.007969988	0.008251662	0.001413769	0.016404176	0.013335542	0.671142087	0.753402999	0.132222678	0.007393651	0.007586529
CARMN	0.197755601	0.058727598	0.100369551	0.146522172	0.002782036	0.007147384	0	0	0.01967117	0.002690734	0.011462357	0	0	0	0	0	0	0	0	0	0	0	0.003111704	0	0.001543471	0	0	0	0.000573665	0	3.27E-05	0.000353306	0.000477591	0.000143195	0	0.000591992	9.93E-05	0	0.507912227	0.750862185	0.324491253	0	0
RASL12	0.253373863	0.271157433	0.260518234	0.507002308	0	0.002837284	0	0	0.000434742	0.000460257	0.000325466	0.000437157	0	0.002528353	0.007885411	0.000178989	0	0.000132484	0.000516412	0.000959116	0.000729365	0.000300842	0.004573375	0	0.000516564	0	0.067877244	0	0	0	0.000402519	0	0.000489389	0.000602275	0.000167112	0.000527943	0.000899645	0.000356818	0.71436035	1.068098156	0.452620337	0.000387963	0.001038714
MUSTN1	0	0.005579174	0.021909808	0	0	0	0	0	0	0.00013372	0	0	0	0	0	0	0	0	0	0.000521662	0	0	0	0	0	0	0	0	0	0	0	0	0.000146173	0	0	0	0.000267419	0	0.000865607	0.166963422	0.024998861	0.000643947	0
GALNT16	0.096573484	0.169637531	0.054786623	0.061603984	0.017879451	0	0	0	0.000795662	0.000210223	0	0.00353945	0	0.007285232	0	0.000108481	0.090208578	0.003853133	0.004098633	0.000226613	0.001196242	0	0	0	0	0	0	0	0.001079467	0.005723865	0	0.000107158	0.000189457	0.000361524	0	0	4.23E-05	0	0.205248393	0.449699666	0.134431415	0.003233877	0.001331277
HEYL	0.091455437	0.096614041	0.077341824	0.164571304	0	0.047382816	0.084324697	0	0.001179044	5.16E-05	0.006111381	0	0.000614668	0.003506192	0.000967905	0.003937868	0.004312856	0.012447885	0.020429768	0.012733139	0.002204815	0	0.000201532	0.000605984	0.001688087	0	0	0	0.001353927	0	0.001076722	0.002760492	0.000633987	0.002882669	0.004841747	0.001106047	0.001422349	0.00180619	0.68949686	0.832340458	0.254780123	0.003286122	0.015664185
AC005180.1	0	0	0	0	0	0	0	0	0.000132541	0.000126354	0.000606915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00085016	0.000144133	0	0.000857973	0.000994113	0	0.000327388	0	0.007073925	0.102422112	0.037784563	0	0
RBPMS2	0.098076405	0.077300441	0.062956672	0.122256955	0.077385713	0.069773581	0.037378747	0.181361129	0.031409099	0.025740483	0.039284339	0.034767595	0.000454753	0.031907178	0.004033308	0.00040811	0.027370582	0.003641741	0.006280983	0.00976873	0.001587096	0.08579806	0	0.001441266	0.000294644	0	0	0.012232962	0.003152869	0	0.000244964	0	0.000875131	0.000416471	0.00667979	0	0.000309009	0.002914878	0.307608441	0.53296702	0.033880989	0.002819682	0.001624849
FOXC2	0.045456834	0.000189967	0.002068228	0.006603242	0	0	0	0	0.006737279	0.0003433	0.011244794	0.117509549	0	0	0	0.000409791	0	0.000668582	0	0.000244846	0.00035219	0	0	0	0.000463859	0	0	0	0.004505297	0	3.04E-05	0	0	0.000442781	0	0	5.69E-05	0.000223058	0.070786442	0.304946053	0.102793851	0	0
AC093390.1	0	0	0	0.00038365	0	0	0	0	0	0	0	0.00285966	0	0	0	0.000135507	0	0	0	0	0	0	0	0	0	0	0	0	0.000573665	0	0	0	0	0	0	0	7.41E-05	0	0.000434959	0.139261003	0.01838144	0	0
TNNT2	0	0	0	0.000948297	0	0.002331857	0	0	0.00044201	0.000154316	0.000870192	0	0.018373474	0.000358095	0.009634292	0.017889739	0.001515118	0.000742552	0.005920534	0.003887695	0.007339298	0.000243725	0	0	0	0	0	0	0	0.194961388	0.000732877	0.001037626	0	0.000425506	0.001076336	0.00021081	0.00023939	0.000272298	0.013053406	0.416761285	0	0.000351967	0.003852032
DGKG	0	0	0.000125105	0	0	0	0	0	0.000987472	0.000541698	0.000170543	0.00449291	0	0.010677288	0.005574422	0.007461012	0.007203571	0.00100347	0	0.003408357	0.000814367	0	0.000430675	0.000889425	0.029576722	0.001902321	0.04602717	0.098807947	0.006110246	0	0.036489339	0.018474104	0.032110223	0.023428091	0.018947517	0.03940989	0.021294259	0.017089736	0.313956134	0.599023916	0.108779566	0.013991733	0.008356462
ARTN	0	0.000978138	0.001744772	0.000253891	0.006288189	0.008252432	0	0	0	0	0	0	0.00064913	0.002980104	0.003475769	0.007060055	0.009116851	0.004887977	0	0.001759494	0.023583254	0	0	0	0.000278333	0	0	0	0	0.00309796	0.000286878	0	0	0.001609287	0.002445103	0.000220623	0.00039336	0	0.048719748	0.244968858	0.00678603	0.000472782	0.000658138
AOC3	0.178825987	0.266643603	0.094467025	0.858917365	0.003504741	0.004608228	0.006546772	0	0.011417187	0.057960301	0.014958835	0.013409242	0	0.002476538	0.014693977	0.001074378	0.002589876	0.001974189	0.000179467	0.004247978	0.000199076	0.001844188	0.00020498	0.000582187	0.008183424	0	0	0	0.000787971	0.005112514	0.000580496	0.000260143	0.001880426	0.000848731	0.014868078	0.22166819	0.047704807	0.00168255	0.885574397	1.568724933	0.551711915	0.003387867	0.003810488
FOXS1	0.001046673	0.045860102	0.004992298	0.038466036	0.006982295	0.000604329	0	0	0	0.000728003	0.000511965	0	0	0.001606912	0	0	0	0	0	0	0.000167083	0	0.000161802	0	0	0	0	0	0	0	0	0	0	0	0	0.000124163	0.000128347	0	0.3348638	0.498507443	0.09498336	0	0
CSPG4	0.120289592	0.012836067	0.001230153	0.04476933	0.00896632	0.013263953	0	0	0.01012103	0.000171953	0.000170543	0	0.019371213	0.009296807	0.005381941	4.69E-05	0.007648403	0.000524765	0.000212976	0.00261476	0.019388031	0.001688519	0	0	0.000104565	0	0	0	0.000787971	0	0.001005108	0.004262655	0.002672014	0.011138084	0.02770345	0.033719694	0.022845135	0.040149253	0.381055306	0.618932965	0.200873161	0.003136836	0
CNN1	0.650063416	0.181691944	0.2425618	0.25690613	0.009013267	0.00072081	0	0	0.012998529	0.008806142	0.004683291	0	0.00056601	0.073566503	0	0.001027764	0	0.001247786	0.004283325	0.000473537	0.000918323	0.00230992	0	0.013071141	0.002631757	0	0	0.000853849	0	0	0.001026191	0.000769865	0.002226633	0.001020219	0.000436173	0.000161887	0.001094292	0.002268548	0.668964869	1.45525869	0.995016386	0.013610044	0.001943371
WFDC1	0.34860099	0.045733293	0.003075968	0.272532481	0	0.106572515	0.331602824	0	0.039228462	0.003394181	0.060612757	0	0.010126272	0	0.004711128	0.006463363	0	0.00098369	0	0.001734339	0.00049677	0	0.006150568	0.015070509	0.000273686	0	0	0	0	0	0.001423014	0.000134162	0.000855725	0.001723308	0	0	0.000499291	0.000933707	0.520214557	1.1463935	0.745738531	0.000406519	0.002089891
UNC45B	0.00288407	0	0	0	0	0.001928988	0	0	0.000386984	0.000635612	0	0	0	0	0	0	0	0	0	0	0	0.002917432	0.010659731	0.002794115	0	0	0	0	0	0	0.002680005	0	0.00164593	0.000978698	0.00227685	0.010195728	0.007449139	0.012797992	0.004726688	0.144006682	0	9.46E-05	0
PI15	0.030590071	0.013773817	0.030361964	0.035631863	0.00024312	0	0	0	0.001733983	0.000192635	0.000277634	0	0	0	0	0	0	0.001057089	0.000914701	0.000774307	0	0	0	0	0.000463859	0	0	0	0	0	0.000539082	0	0.001153569	6.06E-05	0	0	0.000176128	0.000647603	0.183800914	0.483310168	0.046010601	0.001847318	0.003180705
CSRP2	0.417084996	0.184963423	0.426303269	0.248931897	0.231592775	0.207179409	0.20081691	0.460627806	0.30906235	0.305732126	0.230474264	0.194880233	0.028598578	0.377947941	0.111951765	0.03206547	0.284293909	0.156946624	0.169423748	0.099374921	0.108443164	0.010436689	0.002795345	0.007316966	0.00724521	0.00270475	0	0.002111868	0.01143942	0.092476151	0.002802163	0.008774545	0.008366053	0.008030031	0.016310615	0.004189569	0.00323779	0.012977942	1.048135418	1.716888575	0.56252375	0.037960968	0.12905614
ADCY5	0.003393596	0.004264943	0.019255799	0.013066334	0	0.004827815	0	0	0.000109779	0.000412661	0.000638987	0.005202295	0	0.002410305	0	0	0.006410097	0	0	0.000189871	0.007185734	0	0	0	0	0	0.162061493	0	0.000573665	0	4.35E-05	0.000456081	0.000467039	0.000213591	0	0.00054287	8.03E-05	0.000135175	0.106125122	0.359404507	0.064098635	0.000135123	0
CABP1	0.001450998	0.006347158	0.005029329	0	0	0.002758685	0	0	0	0.000890854	0.000309821	0	0	0	0.002793793	9.93E-05	0	0	0	0	0	0	0.001994897	0	0	0	0	0	0.000259873	0	0.001134757	0.000694171	0.002579973	0.001107702	0.000189797	0	0.00016539	0.000256694	0.021216015	0.1171206	0.019624548	0	0
MAP3K7CL	0.025464316	0.015822709	0.034704482	0.058737958	0.032241519	0.01308703	0.01166333	0	0.020095682	0.023612612	0.023009667	0.02658286	0.020482266	0.016100968	0.033929635	0.020122604	0.026476724	0.007435393	0.01188707	0.043627396	0.022769529	0.026296016	0.013577864	0.039329899	0.033042615	0.039640345	0	0.066164026	0.0053161	0.00593462	0.077947402	0.017890266	0.045717877	0.0147227	0.02980259	0.035533055	0.052099563	0.057222599	0.435851593	0.761975166	0.162868337	0.016397617	0.016373058
SGCA	0.122267521	0.156856063	0.091257728	0.352266269	0.000542733	0.000391497	0	0	0	0.000371884	0.000332387	0	0	0.046080483	0	0	0	0	0	0.001473837	0.00155461	0	0	0.000326891	0.00035254	0.001437522	0	0.048833077	0	0.003575373	0.000494182	0.003479131	0.001910362	0.002269319	0.000381851	0	0.00045761	0.000351005	0.313668254	1.069730581	0.792994964	0.002265628	0.000840864
SPEG	0.060884958	0.019681512	0.049208278	0.006764322	0.243482216	0.012977684	0.003734967	0	0.009466838	0.0055613	0.070739269	0.00455166	0.003532383	0.039764975	0.02543333	0.007780125	0.006751346	0.005767122	0.017536539	0.012314283	0.013146756	0.00380382	0.002169796	0.006903557	0.00504773	0	0.05928134	0	0.015768539	0.006763284	0.015740791	0.011873913	0.014198605	0.009961486	0.014432904	0.015331148	0.0150695	0.012383154	0.022600744	0.609093731	0.208097352	0.005782146	0.014258746
RCAN2	0.24604502	0.120492361	0.062501224	0.1772739	0.020404324	0.007143066	0	0.122525585	0.00745876	0.035207571	0.028054532	0	0.02977177	0.225131177	0.168045687	0.161245078	0.04205508	0.025413629	0.017500685	0.031680948	0.004562061	0.005102745	0.023685861	0.073479438	0.003521277	0.027449773	0.41846372	0.002882911	0.006290686	0.014623559	0.00446531	0.003081605	0.002666556	0.004371649	0.009291683	0.00338773	0.002240623	0.001795974	0.620039345	1.195848752	0.442896422	0.023384714	0.019282342
LMOD1	0.328880011	0.220078439	0.184190641	0.259377832	0.023926821	0.012637397	0	0	0.00668329	0.007486996	0.002961401	0	0	0	0.002768198	0.001572621	0.003204462	0.000387305	0.000868087	0.001991237	0.004267833	0.000584878	0.003019375	0.001457465	0.001740204	0	0	0	0	0	0.000918319	0.004331066	0.000882294	0.001329966	0.000376522	0.002846011	0.001061341	0.00117229	0.851740789	1.560827472	0.88200685	0.001650891	0.000456185
AL450332.1	0.003669115	0.000790729	0	0.001340682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323812	0	0	0	0	0	0	0	0	0	4.08E-05	0	0	7.66E-05	0	0	0	0	0.012533231	0.149501518	0	0.000229537	0
CAV3	0	0	0	0.001290745	0	0	0	0	0	0	0.000288221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86E-05	0	0.000589209	0.123052049	0.006100031	0	0
SUSD5	0.054609211	0.013213076	0.000307009	0.015611844	0.025067394	0	0	0	0.00161925	0.000212112	0	0	0	0.018429509	0.003504234	0.003165178	0.004664091	0.00029904	0	0.001359434	0.003194171	0	0	0	0.0005364	0	0.045122054	0.005671546	0	0	0.000207353	0.001209537	0.000669235	0.000563558	0.000631414	0.00720695	0.000737457	0.000506532	0.024610031	0.460061032	0.116179627	0.005477012	0.018883427
JPH2	0.003600328	0.000204085	0.00036457	0.001287985	0.030969673	0	0	0	0	0	0.000203406	0	0	0.001086875	0	2.25E-05	0	9.78E-05	0	0.000359916	0.000708257	0	0	0	0	0	0	0	0	0	0	0	2.94E-05	0	0.000152409	0	0.000112779	0	0.048548023	0.38419157	0.049157567	5.18E-05	0
ATP1A2	0.001000641	0	0	0.0012532	0	0	0	0	0	3.67E-05	0	0.006012065	0	0	0	0	0	0	0.002556866	0	0	0	0.008090824	0	0	0.001897271	0	0.000659324	0	0	0.000220997	0.008503256	0.000555953	0.001072735	0.002936285	0	0.0003489	0.00014466	0.163493165	0.662881253	0.244609308	0.000240051	0
GPR20	0.002699078	0	0	0.001768228	0.002196147	0	0	0	0.000109779	0	0	0.000396752	0	0	0	8.21E-05	0	0	0	0.000143852	0	0	0	0	0	0	0	0	0	0	0	0	0.008047044	0	0	0	5.63E-05	0	0.157443499	0.361510137	0	0	0
MYOCD	0.056634378	0.006485677	0	0.012617722	0.00439336	0	0	0	0	2.83E-05	0.00023058	0	0	0.014163483	0	0	0	0.001180316	0	0.000146324	0.012578191	0	0.000407245	0	0	0	0	0	0.000573665	0	3.47E-05	9.02E-05	0.000409291	0	0	0	0.000375539	0	0.080127405	0.698982794	0.281464238	0.001032972	0
MYOZ1	0	0.001467552	0.000149756	0.007175627	0.029785413	0.004783274	0	0	0	0.000430464	0	0	0.017368515	0.014268465	0.012037689	0.005113373	0.009838231	0.000342289	0.002176755	0.011142475	0.016671979	0	0	0.000208625	0	0	0	0	0	0.008429068	0.000689749	0.006879787	0.001448981	0.006332079	0.012504296	0.043193437	0.012744328	0.063576992	0.026989526	0.492385911	0.060819663	0.001470398	0.004333169
NTRK3	0.044095335	0.054101357	0.116871671	0.096764857	0.017903594	0.00014577	0	0	0.000621903	0	0	0.004184559	0	0.005400622	0.00355823	4.06E-05	0	0.002425546	0.000694945	0.002552597	0.001222528	0	0.001134273	0	0	0.009891061	0	0	0.000787971	0	0.000548939	0.000353473	0.00040033	0.000471265	0.003895193	0.010419765	0.003044328	0.014542146	0.138964502	0.812476666	0.045498574	0	0
KCNAB1	0.03008276	0.073849757	0.010967179	0.00707701	0.000891226	0	0	0	0.000649761	0.00167543	0.002270876	0.002164827	0	0.001665944	0	0.001135916	0	0.000665763	0.000829068	0.00237062	0.004107385	0.000542484	0.000768835	0.000288116	0.009443331	0.005462687	0	0.00088317	0.011158544	0	0.001423162	0.000922095	0.001443698	0.006024787	0.013772195	0.086718344	0.017175702	0.005299587	0.044635536	0.652303797	0	0.000587111	0.000957851
MYH11	0.30002941	0.036146471	0.008931112	0.073597246	0.000551056	0.114679033	0.038622476	0	0.128554365	0.041747757	0.01389538	0.003278398	0.001786757	0.00112135	0.007171551	0.006106711	0.011681934	0.001711536	0.00415995	0.004595589	0.003188969	0.002617957	0.01624223	0.037817127	0.007412039	0.035175295	0	0.028019975	0.010161086	0.035299089	0.003645554	0.015042901	0.007945083	0.003627631	0.010894125	0.000932811	0.004188376	0.008541426	0.788977176	2.524296207	1.372329081	0.009360871	0.00739546
DES	0.034197433	0.023170513	0.317059805	0.015842745	0.511281032	0.004809888	0	0	0.006689931	0.000788896	0.002055956	0.001875395	0	0.003203136	0	0.002386748	0	0.000976678	0.002249073	0.001184936	0.000995438	0.003547286	0.002640739	0.001243983	0.001829491	0	0	0	0.000573665	0.004552641	0.007646204	0.000395864	0.003160763	0.000296054	0.004264535	0.000903379	0.001503959	0.003608133	0.042048893	1.685008985	0.561357894	0.001217991	0.003836166
KCNA5	0	0	0	0.000901414	0	0	0	0	0	0	0.000513246	0	0	0	0	0	0	0	0	0.000143852	0	0	0	0	0	0.152668469	0	0.000684548	0.026196663	0	0.000214169	0	7.71E-05	0.001122422	0.00138009	0	0.000162796	0.000154781	0.044457393	0.566409748	0	0	0
PLN	0.263707213	0.005941318	0	0.049079819	0	0.000581121	0	0	0	0.000230899	0.001126616	0.000152643	0	0.002528353	0.002613982	0.000536959	0	0.000600837	0	0.00179096	0.000498932	0	0.011542649	0.000653432	0.000257516	0.001480666	0	0	0	0	0.000361249	0.0015533	0.004914549	0.001739503	0.001480874	0.000286936	0.00080971	8.13E-05	0.235580632	1.186635647	0.378545426	0.003219875	0
LDB3	0	0	0	0.001378784	0.000321807	0	0	0	0.000182	0	0	0.001220283	0	0	0	0.000728095	0.00078299	0.00150645	0.000745498	0.001440441	0.001828116	0.001435152	0.000440318	0.000965749	0.000746847	0.006586313	0	0	0.002215489	0	0.000216205	0.000338134	0.000459364	0	0	0.00141586	0.000418626	0.000115589	0.120105894	0.636497137	0	0.002187292	0
ACTG2	0.224203087	0.008911862	0	0.032839419	0	0.002222649	0	0	0.001209207	0.000530788	0.000384242	0	0	0	0	0.000275074	0	0.000277214	0.002679815	0.000228608	0.001119485	0.003389488	0.042648585	0.00268209	0.000663907	0	0	0	0.001281794	0	0.000675741	0.000484522	0.001295168	0.003593309	0.002867978	0.001721749	0.000844063	0.000764786	0.227259252	1.724551088	0.54189962	0.002553792	0
ITIH3	0.000748255	0.007706417	0.001480241	0.004559733	0.000387245	0.000605308	0	0	0	0.000964352	0	0.013369702	0	0	0	0	0	0.000671665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395828	0.000140186	7.89E-05	0	0	2.20E-05	0	0.017601718	0.552711765	0.006408474	0	0
RERGL	0	0.001833467	0.009122389	0.009539618	0.000574321	0.001926991	0	0	0	7.96E-05	0.000345002	0.001889043	0	0	0	0.001277952	0	0.000606454	0.005674654	0.000148674	0	0	0	0.001268977	0.002391657	0	0	0.011164821	0.000413989	0	0.000548996	0	0.000618367	0.001177297	0	0	0.000348033	9.93E-05	0.074933415	0.910352154	0	0.000346662	0
CASQ2	0	0.001313314	0	0.001348073	0	0	0	0	0.000460064	0.000286237	0	0	0	0	0	0.000246914	0	0	0	0	0.000424135	0	0.000536769	0	0.000463859	0	0	0	0	0	0	0	0.000330568	0.000764864	0	0	0.000129497	0.000330324	0.073864956	0.835619025	0	0.00334418	0.004074331
SPARCL1	1.954707098	2.340238557	2.263053929	2.401288642	0.382636731	2.613662959	2.349620527	3.613153436	3.092998646	3.750915769	2.656193659	0.035966568	0.054727736	0.044687483	0.049279351	0.035865502	0.062130501	0.102241817	0.248101127	0.036849514	0.08286792	0.033654409	0.055011377	0.079334894	0.041294631	0.087615861	0.036128029	0.03997359	0.070129215	0.03230756	0.042358382	0.032197157	0.039638163	0.035291261	0.033725899	0.023751901	0.025429057	0.024017416	2.439556028	2.594352586	2.160226245	0.039340715	0.166677884
RPS8	2.42944087	2.484834072	2.606276791	2.394043952	2.656650609	2.529963111	2.60456142	2.455786549	3.398405845	3.721684022	3.171938422	3.500267009	2.149240507	2.104201458	2.269317661	2.377761146	2.385679259	2.482572738	2.501942029	2.537253844	2.553931368	2.399690036	2.635497799	2.590872646	2.687616935	2.550795582	2.30387187	2.827399518	2.612260306	2.516511329	2.7449279	2.477611787	2.532859081	2.473810169	2.405301093	2.483771174	2.509576565	2.487917747	2.513235417	2.506643357	2.470094809	2.072051862	2.331651531
RPL10	2.543548911	2.651275544	2.734718219	2.52154139	2.733626503	2.988372434	2.743273151	3.067154019	3.669461058	3.963502801	3.394490431	3.927612532	2.403819813	2.186617807	2.507530149	2.571634514	2.451802993	2.663448715	2.661013173	2.59857073	2.652132826	2.702729913	2.793673544	2.839427993	2.868759962	2.651026487	2.347101129	2.901611777	2.96274046	2.84287043	2.815379716	2.679097448	2.687788438	2.64070072	2.502231353	2.588846639	2.620221775	2.580933233	2.608594118	2.660633486	2.616257952	2.06916889	2.439553871
