UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
MS4A6A	0.025530336	0.04122317	0.049479664	0.035101875	0.024412523	0.062160457	0.011067934	0.050375972	0.027479361	0.052143536	0.031019837	0.015246966	0.059631747	0.040790768	0.033063565	0.041952176	0.039508124	0.037368728	0.049324457	0.054936916	0.036363387	0.041064074	0.112698787	0.053469552	0.19619087	1.165193598	0	0.116395679	0.08531792	0.206945454	1.726685923	2.039591284	1.647228851	1.989251693	1.336989792	1.116333762	1.173222746	0.425600981	0.033108608	0.041058578	0.057093092	0.040448036	0.032865776
ADAP2	0.007373785	0.017247012	0	0.015994452	0.012190485	0.006225727	0	0	0.006588229	0.005413093	0.010712872	0.011175005	0.004868284	0.029208952	0.057225829	0.038919722	0.020681614	0.02232129	0.016474072	0.030306047	0.013153228	0.011129015	0.035573355	0.019824616	0.079594153	0.128223371	0.009057248	0.078460993	0.030759338	0.365799378	0.405080865	0.733252043	0.643466094	0.870820666	0.457149006	0.474353916	0.584812298	0.561050337	0.485811984	0.203498196	0	0.035812136	0.036662301
C3AR1	0.01206008	0.010147191	0.012323629	0.002091172	0.000392998	0.007949755	0.038276221	0	0.010785439	0.003049277	0.002315765	0.005242965	0.011749604	0	0.005910328	0.00556779	0.011453803	0.010971502	0.001489429	0.006424815	0.026694396	0.101215787	0.128117444	0.081401445	0.306542129	0.016371228	0	0.023534506	0.01282122	0.002491223	0.450746394	0.514601411	0.699292838	0.889080806	0.451012934	0.538151517	0.724747297	0.546959068	0.004038238	0.002917691	0.014395335	0.00924169	0.007137031
FCGR2B	0.032143592	0.00838524	0.003130101	0.001599876	0.019635806	0.016255835	0	0	0.014193801	0.009453213	0.015635274	0.00756956	0.007814561	0.001472525	0.012175809	0.004657711	0.008840908	0.008958966	0.007576655	0.006008335	0.029375335	0.170083755	0.01370834	0.045580842	0.04998967	0.051626566	0	0.584448393	0.608924314	0.054748179	0.117316919	1.530400243	0.623962082	1.162589262	0.395596532	0.172582694	0.553746984	0.589879808	0.002505604	0.005265501	0	0.008002844	0.001483022
CSF1R	0.013073206	0.006728006	0.008538686	0.016835892	0.003735779	0.021210957	0.010746774	0	0.016153569	0.008531805	0.02214818	0.010355892	0.015710494	0.03649153	0.005231735	0.006103269	0.010629534	0.010329814	0.012828481	0.012257829	0.017814251	0.065998763	0.01901597	0.02048625	0.098851856	0.205491795	0	0.032073174	0.041431727	0.028196958	0.575282697	1.385994512	1.361495077	1.439680368	0.846181993	0.599707243	0.88168742	0.879843072	0.024100705	0.016900768	0	0.009252204	0.017521103
GFRA2	0	0.004045901	0.020157469	0.009032695	0	0	0	0	0.000862565	0.000233623	0	0	0.000598816	0	0.000973724	0.000139925	0	0.000505536	0	0.000179252	0.000985375	0	0	0	0.003279381	0	0	0	0	0.012986442	0.027634843	0.028557586	0.121225136	0.186953634	0.033125733	0.027902487	0.093498498	0.114597922	0.00555425	0.013471379	0	0.003415259	0.004580337
PPY	0.001203102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370368	0	0	0	0	0	0	0	0	0	0	0.001056317	0.000286214	0.013630253	0.002582803	0	0.000374717	0.001162967	0	0	0	0	0
AP003481.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003108679	0.000934228	0.027192202	0.004541015	0	0.000277309	0	0	0	0	0	0.00561862
AC110995.1	0	0.002297257	0.000133098	0	0	0.000101226	0.023479752	0	0	5.37E-05	0	0	0	0	0	0.000584229	0	0	0.004627635	0	0	0.00147885	0	0	0.000375387	0	0	0	0	0	0	0.002246735	0.006167713	0.048207249	0.009009276	5.15E-05	0.008528987	0.006737507	0	0	0	0.000131988	0
CCL13	0.025828092	0.061794336	0.020789726	0.175315812	0	0.001373948	0	0	0.000532559	0.001799843	0.000906322	0	0.004037905	0	0.004083016	0.000775906	0.004095032	0.000220674	0.00097552	0.013692987	0.001933736	0	0.000339368	0.00127872	0.002663634	0.013883223	0	0	0	0.005153595	0.000736684	0.00111931	0.018256206	0.23044009	0.058595374	0.005135844	0.073630131	0.012028093	0.026111152	0.009164371	0	0.001569529	0.007792711
VENTX	0	0	0	0	0	0	0	0	0	0.000582639	0.000588496	0	0	0	0	0.000482386	0	0.000495918	0	0	0	0	0.00078726	8.32E-05	0.006366295	0.011712808	0	0	0.001810373	0	0.062871953	0.049192241	0.071798126	0.114398072	0.016369698	0.006746696	0.051260696	0.021098043	0	0	0	0.00020711	0
SLC12A5	0.001956845	0.001174689	0.002691455	0.001434938	0.016218495	0.024323805	0.079533643	0.096879314	0.016358193	0.038440809	0.062840747	0.001242566	0	0	0.002837269	0.000689711	0.002690232	0.002442308	0.001116702	0.003541855	0.001617864	0.015904338	0.006120374	0.001363974	0.001904124	0.002122941	0.065086505	0	0.006050245	0.005275672	0.00377077	0.078181867	0.025051943	0.173784838	0.07203868	0.005522632	0.01461344	0.030956902	0.006358023	0.000941284	0	0.00011683	0
STAB1	0.003060982	0.009860222	0.020697075	0.00464562	0	0.173387905	0.224346055	0.145264294	0.45411422	0.46875861	0.201181992	0.417177877	0.00793123	0.002845705	0	0.005570107	0.007700141	0.011820791	0.002885233	0.008600058	0.007777199	0.009356098	0.017573323	0.00202354	0.238450807	0.042385371	0	0.002253779	0.023042843	0.014930045	0.66368421	0.184045829	0.706749946	0.994607473	0.394715608	0.003587953	0.288086306	0.075299993	0.002141175	0	0.049610088	0.002831972	0.004287728
GAL3ST4	0.125993003	0.094164931	0.039969849	0.137254554	0.017923436	0.014528444	0.005181849	0	0.001363126	0.000526798	0.007890874	0.000201937	0	0.092125806	0.002015337	0.00051559	0.004280669	0.001879985	0.000486105	0.003243401	0.060222309	0	0.012480322	0.001220857	0.006587997	0.036067326	0.010199992	0	0	0.005264583	0.002029623	0.014502805	0.057166559	0.266725557	0.072240409	0.013718779	0.101718575	0.032256866	0.121926649	0.075954404	0.072597498	0.008683236	0.002748885
ADORA3	0.003781455	9.35E-05	0	0	0.001515767	0.00011647	0	0	0.004475702	0.00405386	0.005902611	0	0	0	0	0.000311684	0	0	0.000836329	0	0.000585948	0.000307371	0.00085644	0.000113597	0.107582863	0	0	0.000902753	0	0.00183793	0.02563287	0.122139388	0.061277293	0.270046162	0.089826557	0.015905181	0.041718134	0.018605781	0	0	0	8.34E-05	0
GPR34	0.038174148	0.005447477	0.002839103	0.000253116	0.005713947	0.001281533	0	0	0.002495574	0.002482274	0.004912248	0.007034031	0.015960522	0.014163483	0.005569947	0.003125764	0.007726102	0.001002147	0.002744514	0.001503257	0.006418326	0.035140964	0.023052893	0.012730972	0.35009982	0	0.069769629	0.12835721	0.010764244	0	0.029003328	0.359764619	0.220294697	0.688465592	0.338540556	0.257976398	0.209312601	0.282923125	0.009453499	0.001592129	0	0.005284579	0.000603959
LILRB5	0	0	0.000140838	0.000902993	0	0	0	0	0.000909768	0	0.00034802	0.011419539	0.009455164	0.009111771	0	0.002340475	0	0.010003237	0.000335559	0.000126729	0.000785358	0.000254742	0.005919995	0.001581686	0.006623329	0.004951352	0	0	0	0.002487593	0.010678003	0.006135127	0.082734976	0.324367832	0.048498188	0.048245578	0.15957864	0.116887863	0	0	0	0.000761875	0
CD209	0.000784871	0	0.000293373	0.000486067	0	0	0	0	0	0.000320978	0	0.000372339	0	0	0	0	0	0.000265222	0	0	0.000615272	0.001547046	0.005520561	9.80E-05	0.003911894	0	0	0	0.000754316	0	0.004680619	0.01034359	0.02785046	0.196907044	0.04737887	0.005673674	0.054263239	0.087056482	0	0	0	0.000541302	0
XCR1	0	0.000894859	0	0	0	0	0	0	0	0.00013372	0	0	0	0	0	0	0	0	0.000737112	0	0	0	0	0	0	0	0	0	0.011534771	0.017100172	0.00046387	0.002052327	0.001368586	0.055109079	0.002653996	0	0.003145892	0.000918625	0	0	0	0.000157787	0
F13A1	0.092975032	0.02739336	0.013330149	0.112364943	0.020748161	0.003324518	0	0	0.009475155	0.007947077	0.010474432	0.008378423	0.000520103	0.005895865	0.016132851	0.006705972	0.002531622	0.005346579	0.021096033	0.002706776	0.0073728	0.004187522	0.007183329	0.005288819	0.029308413	0.112900629	0.082506458	0.029628357	0.012609107	0.078698913	0.49182924	0.451507707	0.600719563	1.085413055	0.281660479	0.015426004	0.140449366	0.015039644	0.033981335	0.007485164	0.037863127	0.009047451	0.011395665
FOLR2	0	0.001122288	0.003019113	0.000486067	0.005974844	0.001197134	0	0	0.004473731	0.001135326	0.000477957	0.007832549	0.001585895	0	0	0.001962547	0.00074637	0.002119986	0.002478761	0.007543512	0.001884242	0.011211116	0.002202348	0.001790247	0.029843004	0.015352369	0.148400082	0.107233401	0.009322815	0.020872027	0.090503871	0.052661646	0.33622797	0.764000383	0.25298891	0.116158536	0.25105309	0.373457347	0.00369213	0	0.008454382	0.002542401	0
IGSF21	0	0.001908598	0	0.002757002	0	0.000688859	0	0	0.004941508	6.08E-05	0.000313084	0	0.000993054	0	0	0.00050275	0	0.00013165	0	0.000999462	0	0	0	0	0.001754465	0.002036079	0.154270332	0	0	0	0.000187418	0.036099299	0.020483066	0.265539229	0.054270421	7.75E-05	0.011389155	0.007473531	0.007108625	0.002660518	0	0.000283749	0.000618901
CLEC9A	0	0	0	0	0	0	0	0	0.000763943	4.96E-05	0	0	0	0	0	0.001363807	0	0.000193204	0	0.000453674	0	0	0	0.000490294	0.000489335	0	0	0	0.000554356	0.044518794	0.001970556	0.016678588	0.002006712	0.12090699	0.00986328	0.000419131	0.000927831	0.000314278	0	0	0	0	0
RILPL2	0.180557106	0.231183882	0.254527471	0.227711648	0.224791834	0.618797788	0.565122373	0.112099444	0.373354827	0.337208822	0.555456444	0.149292686	0.250054969	0.268063355	0.332660731	0.396229411	0.366337345	0.330988332	0.261055422	0.37872655	0.439323057	0.276164568	0.514940635	0.32820459	0.361592183	0.573731164	0.107788591	0.588567895	0.083257183	0.405791768	1.262487196	0.703380109	0.937208336	0.626602431	0.566560203	0.765538972	0.70915219	0.714971142	0.224560459	0.250944787	0.276829865	0.396542269	0.354962038
ATP2B1-AS1	0.087224988	0.110687977	0.100109549	0.129972424	0.16391339	0.087759066	0.003382541	0.122525585	0.052993419	0.077907556	0.037151765	0.038432319	0.018401545	0.102445066	0.062811839	0.08423924	0.063956103	0.089298062	0.086228574	0.070768786	0.044580982	0.218304355	0.22597569	0.282429062	0.259497329	0.066438718	0.319227305	0.490191143	0.501718462	0.51177029	1.211999023	0.769433552	0.885678726	0.658201551	0.600051176	0.676125811	0.727553131	0.405079713	0.058069926	0.051788285	0.021422579	0.051145699	0.067083281
LINC00877	0.000660041	0.000857672	0	0.001844754	0.002347227	0.001195308	0	0	0.000458849	0.000601315	0	0.00108657	0	0.001747321	0.006330322	0.000797094	0.002131965	0	0.004408203	0.00293486	0	0	0.000170371	0.000769833	0.043064978	0.113368217	0	0.009488988	0.112985184	0.044234074	0.189746777	0.055850004	0.147799116	0.060607133	0.03602872	0.000551221	0.024751316	0.01678672	0	0.011535567	0	0.00065295	0
VSIR	0.179133723	0.67576783	0.543879095	0.319150185	0.824331046	0.538430301	0.830454495	0.428384306	0.303764083	0.361631772	0.604680057	0.289097393	0.449176183	0.116625292	0.198234318	0.040681892	0.128715068	0.238714915	0.105269449	0.184506695	0.148731492	0.674068815	0.544719104	0.497500117	0.485174081	0.508903983	0.106449811	0.38360138	0.845042989	0.667593799	1.564770226	0.879929137	1.292965323	0.890758605	0.669716789	0.374280549	0.461851577	0.373967644	0.316475063	0.408647302	0.302995405	0.176868209	0.224217641
CD14	0.05289209	0.134268387	0.160650865	0.075339898	0.2867268	0.537571644	1.043693178	0.064647819	0.329282029	0.136092507	0.039458412	0.097639993	0.033818919	0.017491396	0.020704995	0.040489777	0.059480854	0.091029694	0.031916404	0.025776867	0.062193901	0.032868511	0.056942756	0.019233531	0.188612191	0.034942432	0.160070199	0.01196287	0.029214902	0.039489306	2.069284589	0.857478693	1.571463834	1.56938649	1.104302129	1.004822085	1.429327581	1.173269789	0.107293768	0.081099417	0.034389873	0.072882568	0.059755977
AC096667.1	0	0	0.001959688	0.000702062	0	0	0	0	0.001724759	0.002840984	0	0.000256783	0.000416516	0.003404026	0	0.003584176	0	0	0.012920142	0.004977529	0.000211433	0.001467289	0.002672657	9.53E-05	0.015007957	0.003992162	0	0.01680805	0.002304911	0.071412847	0.227892394	0.082249995	0.138473172	0.104121085	0.088583571	0.113286345	0.1196254	0.08338649	0.009748046	0.008017393	0	0.001727035	0
MNDA	0.029809091	0.029287321	0.031956322	0.065831648	0.037297009	0.033171943	0	0	0.053599818	0.021753736	0.022846401	0.027678475	0.054264389	0.074185942	0.061775333	0.03555298	0.046943189	0.041609269	0.014871469	0.0340405	0.024782126	0.072343118	0.073909275	0.085404273	0.186695164	0.075603318	0.250619467	0.201601007	0.059773875	0.807482718	1.890306127	1.252838662	1.268207538	1.148203581	1.084743917	1.290359186	1.055926685	1.035288039	0.035300837	0.017606619	0.038193527	0.038473957	0.069162604
NFAM1	0.00114574	0.003368037	0.002912891	0.004644923	0.005967954	0.004103841	0	0	0.001008421	0.001072285	0.001781602	0.002487974	0	0.003719772	0.000495142	0.000525982	0	0.004133936	0.001013135	0.000743139	0.0154923	0.008769521	0.014115433	0.001002088	0.080033765	0.003186893	0	0	0.002233976	0.007490979	0.444076397	0.217559249	0.37703231	0.213858015	0.158352688	0.181009107	0.214057756	0.294457724	0.020809055	0.001911181	0.023873578	0.002686086	0
FFAR2	0	0	0	0	0	0	0	0	0	0.000647868	0.001506663	0	0	0	0	0.001679499	0	0.000600393	0	0	0.000133535	0	0.002697495	0.000129171	0.013101821	0	0	0.000897761	0.001116356	0	0.106203576	0.01507109	0.099778596	0.015945668	0.022934524	0.024721124	0.027275755	0.013870178	0	0	0	0.00321919	0
AP003086.1	0.004067583	0.000387035	0	0	0	0	0	0	0.001311002	0.00159054	0	0	0.008161109	0.005470367	0.000576842	0.003102607	0.000586626	0.008818391	0.003059117	0.000885256	0.000663694	0	0.000543377	0	0.001730409	0.001604425	0	0	0.003662156	0.004137729	0.083034218	0.022858737	0.047067847	0.023877279	0.013115303	0.003594601	0.019222345	0.013006927	0	0.004233797	0	0.000867339	0
CD1D	0.00398492	0.000650596	0.003333716	0.00356009	0.001712883	0.011468857	0.007550863	0	0.01140172	0.014764249	0.007816785	0.005989781	0.002977223	0	0.001412208	0.011124637	0.007170954	0.001221644	0.001329112	0.00465276	0.001736678	0.000791451	0.00039294	0.006526179	0.019049494	0.002037277	0	0.1509462	0.10264301	0.067134802	0.40646473	0.357347985	0.252052411	0.202364573	0.167428569	0.074218825	0.099019446	0.107857133	0	0	0	0.000829873	0.00061962
LGALS2	0.009933469	0.002989673	0.051539535	0.024535454	0.389328594	0.026107211	0	0	0.003100552	0.00226431	0.006755179	0.001506512	0.033135894	0.001509867	0.009077479	0.005887212	0.014417952	0.002781559	0.007940282	0.005764632	0.005111636	0.004783384	0.018571407	0.003325196	0.033610916	0.031047685	0	0.037637163	0.008684519	0.786667972	0.916360514	0.613502509	0.352413442	0.374696709	0.1552246	0.015224586	0.113910359	0.438491584	0.002452837	0.010041868	0.043058174	0.010508828	0.014274752
LINC00937	0.001608412	0.000199478	0.057079214	0.006183369	0.017323081	0.003812082	0	0	0.000996297	0.003812514	0.000806637	0	0.000589434	0.02664102	0.022041704	0.012526621	0.061167107	0.022426195	0.039153979	0.021454829	0.01342831	0.001419831	0.005698933	0.001641553	0.015651663	0	0	0.00404257	0.003897722	0.013867621	0.237749357	0.065915907	0.134792195	0.103992348	0.06751763	0.047263804	0.091475242	0.080010689	0.008383148	0.005198285	0	0.011560421	0.020062282
MXD1	0.163855361	0.080038053	0.087593306	0.116167821	0.106062105	0.057205019	0.055015418	0	0.059504525	0.061533199	0.077755281	0.035433353	0.139369882	0.237929311	0.165552914	0.141896344	0.132090956	0.131569793	0.1556768	0.185047301	0.122746111	0.387876304	0.18432302	0.2592884	0.185771085	0.261745583	0.350819454	0.174643075	0.290789868	0.533035206	1.156930325	0.698567781	0.932068259	0.627649331	0.469055287	0.314115842	0.529632669	0.38798476	0.109975608	0.069245757	0.153012014	0.045663354	0.101148371
LILRA2	0.001233266	0.001559171	0	0.002042845	0.002512749	0.005183531	0	0	0.000429191	0.001863316	0.003998242	0.000372339	0.001335591	0	0	0.002270766	0.011150947	0.010362115	0.000763593	0.004256415	0.008542465	0.010749786	0.009035452	0.0076086	0.050832958	0.029094999	0.009057248	0.012899514	0.019033373	0.01477626	0.689892375	0.325401532	0.592944572	0.237925481	0.250478682	0.245360426	0.333518647	0.530880546	0.002540953	0.013310922	0	0.008971682	0.001518097
HRH2	0.021203585	0.00128826	0.004022442	0.003683831	0.045960695	0.002055874	0	0	0.001694645	0.001055059	0.004173394	8.39E-05	0.001262878	0	0	0.002886639	0.00101565	0.000640559	0.005846254	0.004763135	0.005868181	0.004056635	0.060169043	0.007903776	0.044412294	0.8169194	0	0.024544995	0.013471555	0.027366075	0.809098262	0.292556643	0.598549538	0.383367455	0.284270678	0.015678358	0.219456478	0.226375211	0.326066373	0.595389135	0.052739705	0.003960221	0.006600794
RBP7	0.007790281	0.005726943	0.016494722	0.004152376	0.152914823	0.085924266	0.090146945	0.137845782	0.246497056	0.455173786	0.400444678	0.097334417	0	0.003203136	0.000875765	0.00391027	0.007793732	0.005943098	0.00197847	0.00402954	0.041372563	0.000539682	0.028857924	0.007879548	0.028040648	0	0	0.010427985	0.00268037	0	0.655170554	0.006134655	0.33912662	0.083521841	0.073428638	0.329659295	0.171779004	0.042154252	0.003939273	0.006785801	0.012813996	0.022807656	0.034003182
GLT1D1	0	0	0.030050843	0.002439613	0.000928051	0.002956278	0	0	0.000862984	0.000988175	0.000772963	0.002246496	0	0.002619171	0.002768198	0.001057098	0	0.014743317	0	0.001566432	0.000689055	0.007276887	0.005315415	0.000280141	0.002983168	0.349957685	0	0	0.011225295	0	0.248450788	0.019322777	0.113964463	0.04857595	0.032770642	0.036180178	0.079452204	0.053021717	0	0.001797973	0.027243166	0.000829109	0
CSF3R	0	0.003880981	0.028629638	0.031269443	0.014364692	0.007385348	0	0.064647819	0.010906478	0.017676639	0.010715315	0.010569017	0.070160842	0.13459593	0.433485492	1.186254682	0.280045426	0.021355263	0.096531454	0.209817671	0.009151632	0.014296514	0.03105625	0.013861273	0.070261956	0.072042591	0	0.015438985	0.059307148	0.082858031	1.331006373	0.626837739	0.770668347	0.501053735	0.341117227	0.197106158	0.432355927	0.386966443	0.011542873	0.01716344	0	0.02668357	0.047279158
AC020656.1	0	0.001283066	0.00252872	0.004367047	0	0.006077089	0	0	0.004875507	0.008095769	0.00503582	0.00134061	0	0.004181497	0.006637636	0.008555918	0.007403633	0.00799815	0.002428217	0.002939634	0.001326446	0.005739953	0.008072978	0.000975413	0.059579018	0.024918289	0	0.015928339	0.021534604	0.105021829	0.783015506	0.209125468	0.374343099	0.274446699	0.369324816	0.473315774	0.371885905	0.314197081	0	0.00498685	0	0.012169287	0.00150887
TMEM170B	0.005285916	0.005215053	0	0.006455885	0.036594975	0.022422908	0	0	0.010984078	0.004066862	0.005547863	0.0027001	0.015214579	0.013617813	0.055799172	0.021174106	0.038190498	0.029373766	0.028918687	0.021733163	0.007681113	0.001104729	0.002257456	0.006949291	0.032549039	0.100109934	0.058819996	0.002312661	0.004664749	0.013558342	0.318561273	0.063312591	0.186702579	0.094578966	0.128677634	0.109822393	0.11950311	0.06041409	0	0.011517823	0.026187443	0.006774676	0.023339585
NAIP	0.061115558	0.043316613	0.054105616	0.101985829	0.047347122	0.162939018	0.135710717	0	0.066059035	0.082225026	0.074801629	0.110020928	0.102345651	0.142552437	0.053682141	0.077367656	0.096824111	0.037712705	0.064563541	0.099942287	0.085059393	0.061987772	0.040169389	0.082467061	0.111784962	0.05493624	0.068987308	0.066366238	0.028789335	0.040972498	1.001598375	0.543447217	0.735028381	0.747105788	0.368123956	0.24037047	0.36070602	0.215691177	0.038883729	0.042168958	0.052590904	0.090611104	0.1003975
AP003774.3	0	0	0	0	0	0	0	0	0.000238137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360857	0.000768677	0.000732279	0	0	0	0	0	0.066714641	0.016315815	0.031278871	0.011552932	0.002254079	0.000677864	0.00195318	8.70E-05	0.010346079	0	0	0	0
LILRB2	0	0.011595248	0.000129305	0.008878499	0.017033059	0.012021007	0	0	0.002559125	0.007689481	0.005959023	0.006567039	0.0124225	0.012048899	0.001906051	0.008587568	0.007217821	0.004893293	0.017026988	0.004916204	0.006243109	0.017201511	0.043899335	0.023832554	0.09064997	0.399963228	0	0.038449105	0.024742303	0.197869028	1.276741656	0.554718548	1.279431144	0.698206447	0.323502617	0.270785085	0.545606329	0.457567924	0.004979051	0.012987907	0.00788995	0.006991026	0.012620312
ASGR1	0.005078691	0.006707758	0.008822865	0.009936026	0.009972959	0.039716296	0.005327629	0	0.039891693	0.093255412	0.029688316	0.278914805	0.014563165	0.015352392	0.005345081	0.048214088	0.021782188	0.005147301	0.008729951	0.018334193	0.011450517	0.017255692	0.016005887	0.004247159	0.081947341	0.009129786	0.016022581	0.001416221	0.012877419	0.012286355	0.773636711	0.123464485	0.523677588	0.246501211	0.267073289	0.452068724	0.513797533	0.205629314	0.001712298	0.004379377	0	0.008636814	0.015067603
VCAN	1.990335217	1.471377972	1.090327185	1.8819879	0.13083007	0.093225601	0.034458782	0.122525585	0.073035271	0.141923342	0.031607963	0.069280427	0.032708886	1.183786421	0.172261268	0.04282406	0.143672626	0.070175025	0.132599587	0.063140143	0.294577535	0.093823438	0.111721347	0.076270259	0.194845832	0.077743442	0	0.076310982	0.091507175	0.1300091	2.428497373	0.334613963	1.299660694	0.556833961	0.702171687	0.791144279	1.215470619	0.211704714	0.217907826	0.175613972	1.673543095	0.06609138	0.075263058
CSTA	0.128245417	0.160505215	0.148142492	0.275602792	0.050450066	0.021341604	0.01328568	0	0.006868925	0.006042121	0.005511668	0.014527756	0.017189803	0.023218788	0.003910901	0.013570596	0.069288268	0.092829095	0.017457069	0.020829623	0.269162023	0.036841991	0.039347422	0.018558212	0.109159574	0.004018152	0	0.031420258	0.022314761	0.940450944	1.553312673	0.517248728	0.847972789	0.512218326	0.703201122	1.199606959	0.803398444	0.511495531	0.029755084	0.019693832	0.047979818	0.014253846	0.032868421
FPR1	0.013395456	0.022240739	0.00433232	0.01060263	0.018366885	0.01069424	0.003655811	0.180552453	0.011286828	0.007916351	0.009639806	0.009445211	0.014208507	0.009499016	0.00943166	0.012169638	0.011162779	0.012191638	0.010901868	0.006391944	0.012532922	0.027599252	0.034690366	0.006815586	0.10148901	0.018470464	0	0.021210571	0.076208796	0.199618896	1.637368429	0.987876389	1.178635101	0.700852295	0.543784087	0.859596215	0.767183396	0.342200563	0.012003818	0.024222171	0	0.017923002	0.011507229
LILRA1	0.00397178	0	0	0.008582162	0.000172148	0.001530188	0	0	0.002578423	0.000979057	0.001876543	0.000280493	0	0	0	0.002237122	0.003429303	0.000676825	0.001099577	0.000326626	0.00215318	0.006885506	0.005149471	0.001224528	0.019413132	0.030386044	0	0.005008093	0.019292478	0.011331818	0.438172206	0.157521654	0.418144812	0.090304354	0.068912419	0.009841956	0.054747816	0.065671925	0	0	0.005021801	0.002251805	0.005945861
NLRP3	0.026086672	0.016052971	0.000595491	0.007485889	0.002306127	0.019476684	0	0	0.003691256	0.012349191	0.005162121	0.000817812	0.013885185	0.008328266	0.021594135	0.007526521	0.021811873	0.004053179	0.010554139	0.005473538	0.020549857	0.016162926	0.039379421	0.032860058	0.064452179	0.064038218	0	0.012785695	0.048288553	0.142569758	1.124966312	0.707529377	0.778165746	0.565002362	0.330448208	0.075811593	0.335708908	0.167449693	0.009253736	0.007927729	0	0.005756492	0.008022824
MPEG1	0.009695822	0.001849307	0.046438093	0.002044312	0.007709159	0.00594642	0.005836155	0	0.006669708	0.005598718	0.003927153	0.00249948	0.006492411	0.019568426	0.019019696	0.006475554	0.003344003	0.002444163	0.018488208	0.004578873	0.012228437	0.009105902	0.021782172	0.00853969	0.072300456	1.482929566	0.065204097	0.258441229	0.019377564	0.079077344	1.258643809	0.240073278	0.944247164	0.638392613	0.260205052	0.287093614	0.36299338	0.166033208	0.008242359	0.010012339	0	0.006023845	0.003941475
SLC24A4	0.002699078	0	0	0.002553234	0.001968814	0.014155345	0.005181849	0	0.004889826	0.000818182	0.011321174	0.001863328	0.011582665	0	0.009388936	0.003100345	0.002131965	0.000292247	0	0.00055682	0.002197021	0.000464273	0.00265002	0.005007714	0.014067128	0.015619991	0	0.000825559	0.011642362	0.031210807	0.213107483	0.006441759	0.14524828	0.032710104	0.029809043	0.080361325	0.054826273	0.007781375	0	0.00054503	0.020492629	0.000603009	0.000530737
VSTM1	0	0	0	0	0	0	0.012106734	0	0.000116369	0.000150745	0.000269983	0	0	0	0.002725682	0.000129171	0	0	0	0.000141851	0	0	0	0.000123061	0.002735155	0	0	0	0	0	0.121141195	0.008648522	0.057120331	0.010020336	0.011156346	0.004003555	0.016242347	0.003761852	0	0	0	0.002270125	0
CDA	0.012573115	0.117451642	0.083320139	0.006941221	0.015996899	0.032051951	0.005181849	0	0.1379899	0.312015444	0.108867723	0.071342632	0.009360853	0.021607458	0.011783301	0.011502959	0.005210131	0.007496666	0.005709154	0.005075699	0.003154837	0.004569323	0.024992512	0.012974769	0.025201641	0.025722574	0.170825524	0.001454634	0.010848457	0.004816162	0.702328679	0.014436892	0.29273573	0.059792278	0.106324732	0.071791138	0.21668064	0.492029997	0	0.006648346	0.014145027	0.002977664	0.004014823
S100A9	0.15210924	0.152235233	0.149775606	0.202307693	0.206717549	0.270401525	0.329421438	0.219404899	0.145790664	0.161263928	0.159960506	0.139293727	0.257931813	0.1786484	0.232882409	0.540320358	0.399779297	0.751998361	0.389577712	0.353383431	0.323997351	0.37032245	0.335388643	0.297905976	0.32965107	0.406895626	0.289521269	0.312724802	0.302740117	0.270643052	2.87254681	0.411051367	1.706734617	0.82967594	1.013802347	1.709550769	1.645672326	1.380634956	0.194929203	0.246830233	0.342945287	0.187200738	0.347299654
LTB4R	0.001849776	0.001529847	0.004614426	0.007135231	0.01546698	0.02986185	0	0	0.032152752	0.015583043	0.014852218	0.02090503	0.004695946	0.020278491	0.015139545	0.012268563	0.041908303	0.028967903	0.021713483	0.026249231	0.106937494	0.01768537	0.032723369	0.026467503	0.019135305	0.030924776	0	0	0.003434116	0	0.324504369	0.04915442	0.10216459	0.080749362	0.076144543	0.100194871	0.088846011	0.034318262	0.00196376	0.003335843	0	0.056095024	0.041524707
IL1B	0.03324359	0.037070704	0.069716161	0.035222712	0.126059057	0.047813604	0.082125163	0	0.029418948	0.026285821	0.022989694	0.023755204	0.004375542	0.048889944	0.012438604	0.036837389	0.037583076	0.020573354	0.040076131	0.018045056	0.034661421	0.077621261	0.06637533	0.031347076	0.120579177	0.033280782	0.082506458	0.074167353	0.112269321	0.111079824	1.565005142	0.78193344	1.164774308	0.62700483	0.422593186	0.459330722	0.503655504	0.233882211	0.050847296	0.043513834	0.012536074	0.02854838	0.019610903
